date,dow
2013-06-29,37
2013-06-30,33
2013-07-01,67
2013-07-02,69
2013-07-03,70
2013-07-04,39
2013-07-05,64
2013-07-06,37
2013-07-07,32
2013-07-08,66
2013-07-09,72
2013-07-10,71
2013-07-11,76
2013-07-12,74
2013-07-13,39
2013-07-14,33
2013-07-15,64
2013-07-16,68
2013-07-17,67
2013-07-18,70
2013-07-19,70
2013-07-20,39
2013-07-21,30
2013-07-22,65
2013-07-23,67
2013-07-24,66
2013-07-25,67
2013-07-26,63
2013-07-27,35
2013-07-28,32
2013-07-29,62
2013-07-30,61
2013-07-31,65
2013-08-01,67
2013-08-02,68
2013-08-03,36
2013-08-04,33
2013-08-05,62
2013-08-06,67
2013-08-07,66
2013-08-08,66
2013-08-09,66
2013-08-10,36
2013-08-11,32
2013-08-12,60
2013-08-13,62
2013-08-14,61
2013-08-15,79
2013-08-16,74
2013-08-17,37
2013-08-18,32
2013-08-19,65
2013-08-20,70
2013-08-21,68
2013-08-22,72
2013-08-23,68
2013-08-24,33
2013-08-25,31
2013-08-26,61
2013-08-27,75
2013-08-28,77
2013-08-29,68
2013-08-30,63
2013-08-31,36
2013-09-01,31
2013-09-02,38
2013-09-03,63
2013-09-04,65
2013-09-05,62
2013-09-06,64
2013-09-07,34
2013-09-08,30
2013-09-09,61
2013-09-10,78
2013-09-11,78
2013-09-12,75
2013-09-13,69
2013-09-14,34
2013-09-15,31
2013-09-16,67
2013-09-17,68
2013-09-18,80
2013-09-19,79
2013-09-20,73
2013-09-21,39
2013-09-22,32
2013-09-23,67
2013-09-24,68
2013-09-25,64
2013-09-26,63
2013-09-27,61
2013-09-28,36
2013-09-29,32
2013-09-30,80
2013-10-01,96
2013-10-02,82
2013-10-03,81
2013-10-04,73
2013-10-05,38
2013-10-06,33
2013-10-07,72
2013-10-08,81
2013-10-09,82
2013-10-10,82
2013-10-11,83
2013-10-12,40
2013-10-13,37
2013-10-14,77
2013-10-15,82
2013-10-16,98
2013-10-17,87
2013-10-18,79
2013-10-19,36
2013-10-20,31
2013-10-21,67
2013-10-22,68
2013-10-23,71
2013-10-24,70
2013-10-25,69
2013-10-26,35
2013-10-27,31
2013-10-28,61
2013-10-29,66
2013-10-30,67
2013-10-31,69
2013-11-01,66
2013-11-02,34
2013-11-03,30
2013-11-04,60
2013-11-05,64
2013-11-06,67
2013-11-07,68
2013-11-08,67
2013-11-09,37
2013-11-10,29
2013-11-11,55
2013-11-12,63
2013-11-13,62
2013-11-14,66
2013-11-15,64
2013-11-16,36
2013-11-17,29
2013-11-18,71
2013-11-19,71
2013-11-20,67
2013-11-21,69
2013-11-22,73
2013-11-23,35
2013-11-24,31
2013-11-25,60
2013-11-26,63
2013-11-27,59
2013-11-28,39
2013-11-29,48
2013-11-30,35
2013-12-01,28
2013-12-02,58
2013-12-03,60
2013-12-04,60
2013-12-05,62
2013-12-06,63
2013-12-07,36
2013-12-08,29
2013-12-09,56
2013-12-10,59
2013-12-11,59
2013-12-12,62
2013-12-13,61
2013-12-14,35
2013-12-15,29
2013-12-16,57
2013-12-17,61
2013-12-18,67
2013-12-19,70
2013-12-20,66
2013-12-21,37
2013-12-22,32
2013-12-23,56
2013-12-24,58
2013-12-25,35
2013-12-26,58
2013-12-27,66
2013-12-28,37
2013-12-29,29
2013-12-30,56
2013-12-31,65
2014-01-01,42
2014-01-02,63
2014-01-03,66
2014-01-04,36
2014-01-05,29
2014-01-06,57
2014-01-07,60
2014-01-08,64
2014-01-09,59
2014-01-10,63
2014-01-11,34
2014-01-12,29
2014-01-13,60
2014-01-14,68
2014-01-15,64
2014-01-16,62
2014-01-17,67
2014-01-18,37
2014-01-19,28
2014-01-20,50
2014-01-21,65
2014-01-22,62
2014-01-23,68
2014-01-24,83
2014-01-25,46
2014-01-26,36
2014-01-27,82
2014-01-28,74
2014-01-29,80
2014-01-30,80
2014-01-31,75
2014-02-01,42
2014-02-02,33
2014-02-03,82
2014-02-04,100
2014-02-05,85
2014-02-06,73
2014-02-07,78
2014-02-08,41
2014-02-09,32
2014-02-10,70
2014-02-11,73
2014-02-12,74
2014-02-13,75
2014-02-14,70
2014-02-15,38
2014-02-16,32
2014-02-17,55
2014-02-18,71
2014-02-19,71
2014-02-20,72
2014-02-21,68
2014-02-22,38
2014-02-23,37
2014-02-24,65
2014-02-25,70
2014-02-26,68
2014-02-27,67
2014-02-28,68
2014-03-01,40
2014-03-02,31
2014-03-03,75
2014-03-04,76
2014-03-05,72
2014-03-06,70
2014-03-07,71
2014-03-08,37
2014-03-09,32
2014-03-10,63
2014-03-11,66
2014-03-12,65
2014-03-13,70
2014-03-14,72
2014-03-15,37
2014-03-16,31
