date,dow
2015-12-26,10
2015-12-27,9
2015-12-28,19
2015-12-29,21
2015-12-30,22
2015-12-31,23
2016-01-01,13
2016-01-02,10
2016-01-03,9
2016-01-04,37
2016-01-05,33
2016-01-06,32
2016-01-07,49
2016-01-08,45
2016-01-09,17
2016-01-10,12
2016-01-11,33
2016-01-12,34
2016-01-13,36
2016-01-14,40
2016-01-15,54
2016-01-16,20
2016-01-17,13
2016-01-18,30
2016-01-19,43
2016-01-20,57
2016-01-21,49
2016-01-22,40
2016-01-23,16
2016-01-24,12
2016-01-25,33
2016-01-26,38
2016-01-27,36
2016-01-28,35
2016-01-29,33
2016-01-30,15
2016-01-31,11
2016-02-01,29
2016-02-02,31
2016-02-03,33
2016-02-04,31
2016-02-05,31
2016-02-06,14
2016-02-07,10
2016-02-08,33
2016-02-09,37
2016-02-10,34
2016-02-11,42
2016-02-12,37
2016-02-13,14
2016-02-14,10
2016-02-15,25
2016-02-16,33
2016-02-17,32
2016-02-18,32
2016-02-19,30
2016-02-20,13
2016-02-21,10
2016-02-22,28
2016-02-23,30
2016-02-24,28
2016-02-25,28
2016-02-26,27
2016-02-27,12
2016-02-28,10
2016-02-29,24
2016-03-01,27
2016-03-02,28
2016-03-03,27
2016-03-04,26
2016-03-05,12
2016-03-06,10
2016-03-07,25
2016-03-08,26
2016-03-09,26
2016-03-10,27
2016-03-11,26
2016-03-12,12
2016-03-13,10
2016-03-14,24
2016-03-15,25
2016-03-16,24
2016-03-17,25
2016-03-18,26
2016-03-19,12
2016-03-20,10
2016-03-21,24
2016-03-22,25
2016-03-23,24
2016-03-24,24
2016-03-25,18
2016-03-26,11
2016-03-27,9
2016-03-28,22
2016-03-29,24
2016-03-30,24
2016-03-31,23
2016-04-01,25
2016-04-02,12
2016-04-03,9
2016-04-04,22
2016-04-05,23
2016-04-06,23
2016-04-07,23
2016-04-08,23
2016-04-09,11
2016-04-10,9
2016-04-11,21
2016-04-12,22
2016-04-13,24
2016-04-14,24
2016-04-15,23
2016-04-16,11
2016-04-17,9
2016-04-18,23
2016-04-19,24
2016-04-20,24
2016-04-21,23
2016-04-22,22
2016-04-23,11
2016-04-24,9
2016-04-25,21
2016-04-26,22
2016-04-27,22
2016-04-28,24
2016-04-29,23
2016-04-30,11
2016-05-01,9
2016-05-02,21
2016-05-03,24
2016-05-04,23
2016-05-05,23
2016-05-06,22
2016-05-07,11
2016-05-08,9
2016-05-09,21
2016-05-10,22
2016-05-11,22
2016-05-12,22
2016-05-13,21
2016-05-14,11
2016-05-15,9
2016-05-16,20
2016-05-17,22
2016-05-18,22
2016-05-19,21
2016-05-20,21
2016-05-21,11
2016-05-22,9
2016-05-23,20
2016-05-24,22
2016-05-25,22
2016-05-26,51
2016-05-27,31
2016-05-28,14
2016-05-29,10
2016-05-30,13
2016-05-31,21
2016-06-01,21
2016-06-02,21
2016-06-03,21
2016-06-04,10
2016-06-05,9
2016-06-06,20
2016-06-07,21
2016-06-08,21
2016-06-09,21
2016-06-10,21
2016-06-11,11
2016-06-12,9
2016-06-13,20
2016-06-14,21
2016-06-15,21
2016-06-16,21
2016-06-17,19
2016-06-18,10
2016-06-19,9
2016-06-20,22
2016-06-21,22
2016-06-22,21
2016-06-23,23
2016-06-24,100
2016-06-25,26
2016-06-26,15
2016-06-27,54
2016-06-28,45
2016-06-29,36
2016-06-30,32
2016-07-01,29
2016-07-02,12
2016-07-03,10
2016-07-04,13
2016-07-05,25
2016-07-06,27
2016-07-07,24
2016-07-08,26
2016-07-09,13
2016-07-10,10
2016-07-11,27
2016-07-12,28
2016-07-13,28
2016-07-14,27
2016-07-15,25
2016-07-16,13
2016-07-17,11
2016-07-18,23
2016-07-19,25
2016-07-20,25
2016-07-21,25
2016-07-22,24
2016-07-23,12
2016-07-24,10
2016-07-25,22
2016-07-26,23
2016-07-27,22
2016-07-28,23
2016-07-29,21
2016-07-30,11
2016-07-31,10
2016-08-01,21
2016-08-02,22
2016-08-03,21
2016-08-04,22
2016-08-05,22
2016-08-06,12
2016-08-07,9
2016-08-08,20
2016-08-09,22
2016-08-10,20
2016-08-11,22
2016-08-12,21
2016-08-13,11
2016-08-14,10
2016-08-15,21
2016-08-16,21
2016-08-17,21
2016-08-18,21
2016-08-19,20
2016-08-20,11
2016-08-21,11
2016-08-22,20
2016-08-23,20
2016-08-24,21
2016-08-25,21
2016-08-26,20
2016-08-27,11
2016-08-28,9
2016-08-29,19
2016-08-30,20
2016-08-31,20
2016-09-01,19
2016-09-02,19
2016-09-03,11
2016-09-04,10
2016-09-05,13
2016-09-06,19
2016-09-07,20
2016-09-08,19
2016-09-09,25
2016-09-10,14
2016-09-11,11
