date,dow
2011-09-18,30
2011-09-19,60
2011-09-20,57
2011-09-21,57
2011-09-22,96
2011-09-23,100
2011-09-24,41
2011-09-25,35
2011-09-26,70
2011-09-27,70
2011-09-28,65
2011-09-29,65
2011-09-30,63
2011-10-01,38
2011-10-02,34
2011-10-03,68
2011-10-04,79
2011-10-05,70
2011-10-06,64
2011-10-07,64
2011-10-08,33
2011-10-09,32
2011-10-10,56
2011-10-11,62
2011-10-12,62
2011-10-13,59
2011-10-14,56
2011-10-15,35
2011-10-16,32
2011-10-17,56
2011-10-18,60
2011-10-19,59
2011-10-20,58
2011-10-21,55
2011-10-22,36
2011-10-23,30
2011-10-24,56
2011-10-25,59
2011-10-26,58
2011-10-27,73
2011-10-28,66
2011-10-29,33
2011-10-30,32
2011-10-31,55
2011-11-01,70
2011-11-02,61
2011-11-03,61
2011-11-04,58
2011-11-05,34
2011-11-06,31
2011-11-07,54
2011-11-08,53
2011-11-09,61
2011-11-10,65
2011-11-11,57
2011-11-12,32
2011-11-13,30
2011-11-14,51
2011-11-15,53
2011-11-16,51
2011-11-17,57
2011-11-18,51
2011-11-19,33
2011-11-20,28
2011-11-21,57
2011-11-22,55
2011-11-23,56
2011-11-24,39
2011-11-25,47
2011-11-26,32
2011-11-27,30
2011-11-28,55
2011-11-29,54
2011-11-30,65
2011-12-01,64
2011-12-02,58
2011-12-03,32
2011-12-04,27
2011-12-05,52
2011-12-06,54
2011-12-07,51
2011-12-08,52
2011-12-09,54
2011-12-10,32
2011-12-11,27
2011-12-12,48
2011-12-13,50
2011-12-14,49
2011-12-15,49
2011-12-16,45
2011-12-17,29
2011-12-18,26
2011-12-19,45
2011-12-20,49
2011-12-21,49
2011-12-22,46
2011-12-23,45
2011-12-24,30
2011-12-25,27
2011-12-26,34
2011-12-27,42
2011-12-28,43
2011-12-29,44
2011-12-30,45
2011-12-31,31
2012-01-01,30
2012-01-02,35
2012-01-03,49
2012-01-04,47
2012-01-05,47
2012-01-06,46
2012-01-07,31
2012-01-08,28
2012-01-09,42
2012-01-10,42
2012-01-11,42
2012-01-12,45
2012-01-13,42
2012-01-14,30
2012-01-15,25
2012-01-16,37
2012-01-17,45
2012-01-18,41
2012-01-19,45
2012-01-20,43
2012-01-21,31
2012-01-22,28
2012-01-23,40
2012-01-24,42
2012-01-25,41
2012-01-26,44
2012-01-27,41
2012-01-28,28
2012-01-29,26
2012-01-30,39
2012-01-31,43
2012-02-01,43
2012-02-02,44
2012-02-03,48
2012-02-04,33
2012-02-05,27
2012-02-06,42
2012-02-07,44
2012-02-08,44
2012-02-09,44
2012-02-10,42
2012-02-11,31
2012-02-12,25
2012-02-13,43
2012-02-14,42
2012-02-15,45
2012-02-16,46
2012-02-17,49
2012-02-18,32
2012-02-19,29
2012-02-20,40
2012-02-21,58
2012-02-22,50
2012-02-23,47
2012-02-24,47
2012-02-25,31
2012-02-26,27
2012-02-27,45
2012-02-28,51
2012-02-29,49
2012-03-01,45
2012-03-02,42
2012-03-03,30
2012-03-04,28
2012-03-05,39
2012-03-06,48
2012-03-07,45
2012-03-08,42
2012-03-09,41
2012-03-10,27
2012-03-11,25
2012-03-12,43
2012-03-13,45
2012-03-14,48
2012-03-15,45
2012-03-16,45
2012-03-17,26
2012-03-18,27
2012-03-19,40
2012-03-20,45
2012-03-21,42
2012-03-22,42
2012-03-23,44
2012-03-24,27
2012-03-25,27
2012-03-26,41
2012-03-27,43
2012-03-28,41
2012-03-29,40
2012-03-30,38
2012-03-31,26
2012-04-01,25
2012-04-02,42
2012-04-03,41
2012-04-04,44
2012-04-05,41
2012-04-06,38
2012-04-07,26
2012-04-08,23
2012-04-09,41
2012-04-10,46
2012-04-11,46
2012-04-12,42
2012-04-13,44
2012-04-14,27
2012-04-15,25
2012-04-16,41
2012-04-17,41
2012-04-18,40
2012-04-19,40
2012-04-20,39
2012-04-21,25
2012-04-22,23
2012-04-23,40
2012-04-24,39
2012-04-25,39
2012-04-26,40
2012-04-27,39
2012-04-28,25
2012-04-29,22
2012-04-30,38
2012-05-01,42
2012-05-02,39
2012-05-03,37
2012-05-04,37
2012-05-05,25
2012-05-06,22
2012-05-07,43
2012-05-08,45
2012-05-09,43
2012-05-10,41
2012-05-11,41
2012-05-12,25
2012-05-13,25
2012-05-14,42
2012-05-15,44
2012-05-16,43
2012-05-17,45
2012-05-18,48
2012-05-19,28
2012-05-20,23
2012-05-21,43
2012-05-22,41
2012-05-23,45
2012-05-24,41
2012-05-25,37
2012-05-26,25
2012-05-27,21
2012-05-28,27
2012-05-29,38
2012-05-30,40
2012-05-31,43
2012-06-01,49
2012-06-02,30
2012-06-03,25
2012-06-04,51
