date,dow
2013-11-06,67
2013-11-07,69
2013-11-08,67
2013-11-09,36
2013-11-10,30
2013-11-11,56
2013-11-12,62
2013-11-13,62
2013-11-14,65
2013-11-15,65
2013-11-16,36
2013-11-17,30
2013-11-18,71
2013-11-19,73
2013-11-20,63
2013-11-21,69
2013-11-22,71
2013-11-23,37
2013-11-24,30
2013-11-25,62
2013-11-26,64
2013-11-27,57
2013-11-28,40
2013-11-29,47
2013-11-30,35
2013-12-01,30
2013-12-02,58
2013-12-03,63
2013-12-04,61
2013-12-05,59
2013-12-06,63
2013-12-07,36
2013-12-08,28
2013-12-09,56
2013-12-10,59
2013-12-11,60
2013-12-12,62
2013-12-13,62
2013-12-14,34
2013-12-15,28
2013-12-16,55
2013-12-17,60
2013-12-18,68
2013-12-19,72
2013-12-20,68
2013-12-21,36
2013-12-22,29
2013-12-23,54
2013-12-24,54
2013-12-25,34
2013-12-26,58
2013-12-27,64
2013-12-28,36
2013-12-29,29
2013-12-30,57
2013-12-31,65
2014-01-01,42
2014-01-02,64
2014-01-03,64
2014-01-04,36
2014-01-05,29
2014-01-06,57
2014-01-07,60
2014-01-08,60
2014-01-09,60
2014-01-10,62
2014-01-11,34
2014-01-12,29
2014-01-13,59
2014-01-14,64
2014-01-15,64
2014-01-16,64
2014-01-17,64
2014-01-18,35
2014-01-19,28
2014-01-20,47
2014-01-21,64
2014-01-22,61
2014-01-23,65
2014-01-24,82
2014-01-25,49
2014-01-26,36
2014-01-27,82
2014-01-28,76
2014-01-29,82
2014-01-30,78
2014-01-31,79
2014-02-01,40
2014-02-02,31
2014-02-03,84
2014-02-04,100
2014-02-05,84
2014-02-06,77
2014-02-07,81
2014-02-08,40
2014-02-09,33
2014-02-10,71
2014-02-11,78
2014-02-12,79
2014-02-13,73
2014-02-14,71
2014-02-15,40
2014-02-16,31
2014-02-17,57
2014-02-18,71
2014-02-19,73
2014-02-20,70
2014-02-21,69
2014-02-22,39
2014-02-23,34
2014-02-24,66
2014-02-25,69
2014-02-26,68
2014-02-27,67
2014-02-28,70
2014-03-01,39
2014-03-02,32
2014-03-03,74
2014-03-04,77
2014-03-05,74
2014-03-06,71
2014-03-07,70
2014-03-08,38
2014-03-09,32
2014-03-10,62
2014-03-11,66
2014-03-12,63
2014-03-13,70
2014-03-14,72
2014-03-15,36
2014-03-16,28
2014-03-17,65
2014-03-18,67
2014-03-19,66
2014-03-20,69
2014-03-21,67
2014-03-22,37
2014-03-23,30
2014-03-24,61
2014-03-25,64
2014-03-26,63
2014-03-27,63
2014-03-28,62
2014-03-29,35
2014-03-30,30
2014-03-31,60
2014-04-01,64
2014-04-02,67
2014-04-03,65
2014-04-04,65
2014-04-05,35
2014-04-06,33
2014-04-07,63
2014-04-08,67
2014-04-09,67
2014-04-10,72
2014-04-11,79
2014-04-12,40
2014-04-13,34
2014-04-14,68
2014-04-15,68
2014-04-16,67
2014-04-17,66
2014-04-18,51
2014-04-19,32
2014-04-20,30
2014-04-21,61
2014-04-22,64
2014-04-23,65
2014-04-24,64
2014-04-25,69
2014-04-26,32
2014-04-27,28
2014-04-28,57
2014-04-29,60
2014-04-30,67
2014-05-01,64
2014-05-02,61
2014-05-03,31
2014-05-04,28
2014-05-05,58
2014-05-06,59
2014-05-07,61
2014-05-08,62
2014-05-09,60
2014-05-10,35
2014-05-11,30
2014-05-12,57
2014-05-13,65
2014-05-14,63
2014-05-15,65
2014-05-16,62
2014-05-17,37
2014-05-18,30
2014-05-19,57
2014-05-20,59
2014-05-21,63
2014-05-22,63
2014-05-23,59
2014-05-24,33
2014-05-25,28
2014-05-26,34
2014-05-27,58
2014-05-28,60
2014-05-29,61
2014-05-30,58
2014-05-31,34
2014-06-01,31
2014-06-02,57
2014-06-03,58
2014-06-04,59
2014-06-05,58
2014-06-06,61
2014-06-07,35
2014-06-08,31
2014-06-09,57
2014-06-10,60
2014-06-11,62
2014-06-12,60
2014-06-13,59
2014-06-14,32
2014-06-15,31
2014-06-16,53
2014-06-17,59
2014-06-18,58
2014-06-19,60
2014-06-20,61
2014-06-21,34
2014-06-22,32
2014-06-23,55
2014-06-24,62
2014-06-25,61
2014-06-26,59
2014-06-27,57
2014-06-28,35
2014-06-29,29
2014-06-30,52
2014-07-01,62
2014-07-02,63
2014-07-03,76
2014-07-04,40
2014-07-05,32
2014-07-06,33
2014-07-07,62
2014-07-08,61
2014-07-09,60
2014-07-10,65
2014-07-11,60
2014-07-12,36
2014-07-13,30
2014-07-14,63
2014-07-15,63
2014-07-16,66
2014-07-17,72
2014-07-18,67
2014-07-19,39
2014-07-20,33
2014-07-21,59
2014-07-22,63
2014-07-23,65
2014-07-24,64
