date,LBTYA,isPartial
2014-12-01,0,False
2014-12-02,97,False
2014-12-03,50,False
2014-12-04,0,False
2014-12-05,0,False
2014-12-06,0,False
2014-12-07,0,False
2014-12-08,51,False
2014-12-09,50,False
2014-12-10,50,False
2014-12-11,50,False
2014-12-12,53,False
2014-12-13,0,False
2014-12-14,0,False
2014-12-15,0,False
2014-12-16,0,False
2014-12-17,0,False
2014-12-18,53,False
2014-12-19,55,False
2014-12-20,62,False
2014-12-21,0,False
2014-12-22,0,False
2014-12-23,55,False
2014-12-24,0,False
2014-12-25,68,False
2014-12-26,60,False
2014-12-27,0,False
2014-12-28,0,False
2014-12-29,0,False
2014-12-30,55,False
2014-12-31,0,False
2015-01-01,0,False
2015-01-02,0,False
2015-01-03,0,False
2015-01-04,0,False
2015-01-05,0,False
2015-01-06,0,False
2015-01-07,0,False
2015-01-08,0,False
2015-01-09,0,False
2015-01-10,0,False
2015-01-11,0,False
2015-01-12,0,False
2015-01-13,48,False
2015-01-14,0,False
2015-01-15,0,False
2015-01-16,0,False
2015-01-17,57,False
2015-01-18,0,False
2015-01-19,0,False
2015-01-20,0,False
2015-01-21,47,False
2015-01-22,48,False
2015-01-23,0,False
2015-01-24,0,False
2015-01-25,0,False
2015-01-26,0,False
2015-01-27,0,False
2015-01-28,0,False
2015-01-29,0,False
2015-01-30,0,False
2015-01-31,56,False
2015-02-01,54,False
2015-02-02,0,False
2015-02-03,47,False
2015-02-04,0,False
2015-02-05,0,False
2015-02-06,50,False
2015-02-07,0,False
2015-02-08,0,False
2015-02-09,0,False
2015-02-10,0,False
2015-02-11,0,False
2015-02-12,0,False
2015-02-13,50,False
2015-02-14,57,False
2015-02-15,56,False
2015-02-16,49,False
2015-02-17,49,False
2015-02-18,0,False
2015-02-19,0,False
2015-02-20,50,False
2015-02-21,56,False
2015-02-22,0,False
2015-02-23,94,False
2015-02-24,47,False
2015-02-25,47,False
2015-02-26,48,False
2015-02-27,0,False
2015-02-28,0,False
2015-03-01,0,False
2015-03-02,0,False
2015-03-03,46,False
2015-03-04,0,False
2015-03-05,0,False
