date,INCY,isPartial
2015-04-10,48,False
2015-04-11,70,False
2015-04-12,67,False
2015-04-13,67,False
2015-04-14,58,False
2015-04-15,46,False
2015-04-16,56,False
2015-04-17,60,False
2015-04-18,71,False
2015-04-19,54,False
2015-04-20,73,False
2015-04-21,86,False
2015-04-22,54,False
2015-04-23,78,False
2015-04-24,67,False
2015-04-25,89,False
2015-04-26,55,False
2015-04-27,64,False
2015-04-28,46,False
2015-04-29,59,False
2015-04-30,62,False
2015-05-01,59,False
2015-05-02,40,False
2015-05-03,76,False
2015-05-04,56,False
2015-05-05,56,False
2015-05-06,68,False
2015-05-07,37,False
2015-05-08,70,False
2015-05-09,75,False
2015-05-10,72,False
2015-05-11,80,False
2015-05-12,69,False
2015-05-13,63,False
2015-05-14,57,False
2015-05-15,68,False
2015-05-16,67,False
2015-05-17,66,False
2015-05-18,76,False
2015-05-19,62,False
2015-05-20,57,False
2015-05-21,57,False
2015-05-22,68,False
2015-05-23,61,False
2015-05-24,72,False
2015-05-25,67,False
2015-05-26,81,False
2015-05-27,70,False
2015-05-28,47,False
2015-05-29,67,False
2015-05-30,84,False
2015-05-31,98,False
2015-06-01,76,False
2015-06-02,68,False
2015-06-03,51,False
2015-06-04,71,False
2015-06-05,57,False
2015-06-06,78,False
2015-06-07,70,False
2015-06-08,43,False
2015-06-09,55,False
2015-06-10,63,False
2015-06-11,75,False
2015-06-12,55,False
2015-06-13,66,False
2015-06-14,81,False
2015-06-15,63,False
2015-06-16,81,False
2015-06-17,56,False
2015-06-18,69,False
2015-06-19,61,False
2015-06-20,83,False
2015-06-21,89,False
2015-06-22,42,False
2015-06-23,59,False
2015-06-24,62,False
2015-06-25,82,False
2015-06-26,63,False
2015-06-27,46,False
2015-06-28,47,False
2015-06-29,65,False
2015-06-30,51,False
2015-07-01,83,False
2015-07-02,61,False
2015-07-03,68,False
2015-07-04,73,False
2015-07-05,81,False
2015-07-06,50,False
2015-07-07,57,False
2015-07-08,66,False
2015-07-09,64,False
2015-07-10,77,False
2015-07-11,55,False
2015-07-12,57,False
2015-07-13,45,False
2015-07-14,70,False
2015-07-15,57,False
2015-07-16,53,False
2015-07-17,64,False
2015-07-18,58,False
2015-07-19,75,False
2015-07-20,57,False
2015-07-21,58,False
2015-07-22,62,False
2015-07-23,60,False
2015-07-24,44,False
2015-07-25,69,False
2015-07-26,78,False
2015-07-27,53,False
2015-07-28,50,False
2015-07-29,57,False
2015-07-30,72,False
2015-07-31,78,False
2015-08-01,63,False
2015-08-02,78,False
2015-08-03,53,False
2015-08-04,68,False
2015-08-05,53,False
2015-08-06,58,False
2015-08-07,82,False
2015-08-08,71,False
2015-08-09,67,False
2015-08-10,81,False
2015-08-11,61,False
2015-08-12,62,False
2015-08-13,90,False
2015-08-14,58,False
2015-08-15,69,False
2015-08-16,62,False
2015-08-17,65,False
2015-08-18,52,False
2015-08-19,82,False
2015-08-20,54,False
2015-08-21,75,False
2015-08-22,60,False
2015-08-23,83,False
2015-08-24,52,False
2015-08-25,56,False
2015-08-26,68,False
2015-08-27,52,False
2015-08-28,47,False
2015-08-29,63,False
2015-08-30,49,False
2015-08-31,83,False
2015-09-01,52,False
2015-09-02,70,False
2015-09-03,65,False
2015-09-04,63,False
2015-09-05,58,False
2015-09-06,60,False
2015-09-07,78,False
2015-09-08,58,False
2015-09-09,66,False
2015-09-10,74,False
2015-09-11,63,False
2015-09-12,74,False
2015-09-13,59,False
2015-09-14,85,False
2015-09-15,83,False
2015-09-16,80,False
2015-09-17,73,False
2015-09-18,68,False
2015-09-19,63,False
2015-09-20,64,False
2015-09-21,68,False
2015-09-22,72,False
2015-09-23,75,False
2015-09-24,75,False
2015-09-25,67,False
2015-09-26,57,False
2015-09-27,94,False
2015-09-28,79,False
2015-09-29,78,False
2015-09-30,75,False
2015-10-01,76,False
2015-10-02,92,False
2015-10-03,48,False
2015-10-04,82,False
2015-10-05,56,False
2015-10-06,72,False
2015-10-07,66,False
2015-10-08,64,False
2015-10-09,77,False
2015-10-10,80,False
2015-10-11,78,False
2015-10-12,83,False
2015-10-13,79,False
2015-10-14,96,False
2015-10-15,53,False
2015-10-16,87,False
2015-10-17,83,False
2015-10-18,66,False
2015-10-19,77,False
2015-10-20,61,False
2015-10-21,60,False
2015-10-22,64,False
2015-10-23,67,False
2015-10-24,78,False
2015-10-25,94,False
2015-10-26,67,False
2015-10-27,65,False
2015-10-28,64,False
2015-10-29,70,False
2015-10-30,60,False
2015-10-31,64,False
2015-11-01,52,False
2015-11-02,67,False
2015-11-03,63,False
2015-11-04,65,False
2015-11-05,100,False
2015-11-06,81,False
2015-11-07,65,False
2015-11-08,77,False
2015-11-09,72,False
2015-11-10,76,False
2015-11-11,90,False
2015-11-12,85,False
2015-11-13,54,False
2015-11-14,77,False
2015-11-15,64,False
2015-11-16,57,False
2015-11-17,63,False
2015-11-18,74,False
2015-11-19,73,False
2015-11-20,64,False
2015-11-21,53,False
2015-11-22,41,False
2015-11-23,53,False
2015-11-24,51,False
2015-11-25,56,False
2015-11-26,66,False
2015-11-27,53,False
2015-11-28,75,False
2015-11-29,82,False
2015-11-30,46,False
2015-12-01,51,False
2015-12-02,49,False
2015-12-03,83,False
2015-12-04,61,False
2015-12-05,69,False
2015-12-06,58,False
2015-12-07,46,False
2015-12-08,42,False
2015-12-09,58,False
2015-12-10,62,False
2015-12-11,50,False
2015-12-12,59,False
2015-12-13,50,False
2015-12-14,53,False
2015-12-15,50,False
2015-12-16,59,False
2015-12-17,50,False
2015-12-18,68,False
2015-12-19,59,False
2015-12-20,76,False
2015-12-21,41,False
2015-12-22,46,False
2015-12-23,64,False
2015-12-24,61,False
2015-12-25,60,False
2015-12-26,72,False
