date,INCY,isPartial
2012-01-26,39,False
2012-01-27,45,False
2012-01-28,47,False
2012-01-29,32,False
2012-01-30,59,False
2012-01-31,54,False
2012-02-01,70,False
2012-02-02,54,False
2012-02-03,56,False
2012-02-04,32,False
2012-02-05,51,False
2012-02-06,38,False
2012-02-07,81,False
2012-02-08,27,False
2012-02-09,27,False
2012-02-10,40,False
2012-02-11,59,False
2012-02-12,31,False
2012-02-13,75,False
2012-02-14,38,False
2012-02-15,49,False
2012-02-16,49,False
2012-02-17,51,False
2012-02-18,59,False
2012-02-19,26,False
2012-02-20,33,False
2012-02-21,77,False
2012-02-22,54,False
2012-02-23,38,False
2012-02-24,56,False
2012-02-25,45,False
2012-02-26,38,False
2012-02-27,37,False
2012-02-28,53,False
2012-02-29,69,False
2012-03-01,22,False
2012-03-02,47,False
2012-03-03,80,False
2012-03-04,85,False
2012-03-05,55,False
2012-03-06,53,False
2012-03-07,32,False
2012-03-08,71,False
2012-03-09,40,False
2012-03-10,52,False
2012-03-11,71,False
2012-03-12,48,False
2012-03-13,75,False
2012-03-14,59,False
2012-03-15,49,False
2012-03-16,51,False
2012-03-17,26,False
2012-03-18,58,False
2012-03-19,43,False
2012-03-20,53,False
2012-03-21,59,False
2012-03-22,44,False
2012-03-23,34,False
2012-03-24,53,False
2012-03-25,46,False
2012-03-26,70,False
2012-03-27,53,False
2012-03-28,65,False
2012-03-29,54,False
2012-03-30,29,False
2012-03-31,52,False
2012-04-01,7,False
2012-04-02,38,False
2012-04-03,43,False
2012-04-04,44,False
2012-04-05,46,False
2012-04-06,63,False
2012-04-07,69,False
2012-04-08,62,False
2012-04-09,45,False
2012-04-10,50,False
2012-04-11,38,False
2012-04-12,32,False
2012-04-13,34,False
2012-04-14,19,False
2012-04-15,76,False
2012-04-16,26,False
2012-04-17,37,False
2012-04-18,32,False
2012-04-19,37,False
2012-04-20,44,False
2012-04-21,90,False
2012-04-22,38,False
2012-04-23,57,False
2012-04-24,78,False
2012-04-25,58,False
2012-04-26,60,False
2012-04-27,40,False
2012-04-28,26,False
2012-04-29,53,False
2012-04-30,50,False
2012-05-01,100,False
2012-05-02,37,False
2012-05-03,32,False
2012-05-04,78,False
2012-05-05,45,False
2012-05-06,70,False
2012-05-07,42,False
2012-05-08,36,False
2012-05-09,31,False
2012-05-10,27,False
2012-05-11,39,False
2012-05-12,73,False
2012-05-13,46,False
2012-05-14,57,False
2012-05-15,52,False
2012-05-16,57,False
2012-05-17,60,False
2012-05-18,22,False
2012-05-19,60,False
2012-05-20,39,False
2012-05-21,63,False
2012-05-22,53,False
2012-05-23,48,False
2012-05-24,5,False
2012-05-25,85,False
2012-05-26,27,False
2012-05-27,34,False
2012-05-28,61,False
2012-05-29,56,False
2012-05-30,47,False
2012-05-31,37,False
2012-06-01,39,False
2012-06-02,53,False
2012-06-03,13,False
2012-06-04,42,False
2012-06-05,62,False
2012-06-06,42,False
2012-06-07,70,False
2012-06-08,33,False
2012-06-09,53,False
2012-06-10,70,False
2012-06-11,62,False
2012-06-12,51,False
2012-06-13,89,False
2012-06-14,37,False
2012-06-15,50,False
2012-06-16,26,False
2012-06-17,53,False
2012-06-18,41,False
2012-06-19,52,False
2012-06-20,68,False
2012-06-21,27,False
2012-06-22,39,False
2012-06-23,67,False
2012-06-24,46,False
2012-06-25,47,False
2012-06-26,46,False
2012-06-27,64,False
2012-06-28,43,False
2012-06-29,45,False
2012-06-30,47,False
2012-07-01,33,False
2012-07-02,58,False
2012-07-03,43,False
2012-07-04,28,False
2012-07-05,28,False
2012-07-06,68,False
2012-07-07,47,False
2012-07-08,73,False
2012-07-09,52,False
2012-07-10,31,False
2012-07-11,48,False
2012-07-12,59,False
2012-07-13,34,False
2012-07-14,46,False
2012-07-15,26,False
2012-07-16,37,False
2012-07-17,26,False
2012-07-18,37,False
2012-07-19,11,False
2012-07-20,34,False
2012-07-21,47,False
2012-07-22,75,False
2012-07-23,53,False
2012-07-24,65,False
2012-07-25,32,False
2012-07-26,27,False
2012-07-27,62,False
2012-07-28,86,False
2012-07-29,53,False
2012-07-30,64,False
2012-07-31,43,False
2012-08-01,32,False
2012-08-02,33,False
2012-08-03,62,False
2012-08-04,60,False
2012-08-05,39,False
2012-08-06,48,False
2012-08-07,48,False
2012-08-08,43,False
2012-08-09,33,False
2012-08-10,56,False
2012-08-11,72,False
2012-08-12,33,False
2012-08-13,53,False
2012-08-14,32,False
2012-08-15,39,False
2012-08-16,16,False
2012-08-17,34,False
2012-08-18,54,False
2012-08-19,61,False
2012-08-20,49,False
2012-08-21,54,False
2012-08-22,64,False
2012-08-23,59,False
2012-08-24,39,False
2012-08-25,26,False
2012-08-26,26,False
2012-08-27,57,False
2012-08-28,26,False
2012-08-29,73,False
2012-08-30,53,False
2012-08-31,65,False
2012-09-01,64,False
2012-09-02,57,False
2012-09-03,32,False
2012-09-04,61,False
2012-09-05,56,False
2012-09-06,73,False
2012-09-07,60,False
2012-09-08,82,False
2012-09-09,62,False
2012-09-10,46,False
2012-09-11,66,False
2012-09-12,76,False
2012-09-13,46,False
2012-09-14,91,False
2012-09-15,93,False
2012-09-16,37,False
2012-09-17,66,False
2012-09-18,30,False
2012-09-19,66,False
2012-09-20,26,False
2012-09-21,58,False
2012-09-22,37,False
2012-09-23,48,False
2012-09-24,45,False
2012-09-25,75,False
2012-09-26,36,False
2012-09-27,46,False
2012-09-28,75,False
2012-09-29,73,False
2012-09-30,78,False
2012-10-01,55,False
2012-10-02,76,False
2012-10-03,76,False
2012-10-04,59,False
2012-10-05,67,False
2012-10-06,72,False
2012-10-07,46,False
2012-10-08,68,False
2012-10-09,58,False
2012-10-10,59,False
2012-10-11,54,False
2012-10-12,72,False
