date,INCY,isPartial
2013-02-19,35,False
2013-02-20,49,False
2013-02-21,52,False
2013-02-22,51,False
2013-02-23,53,False
2013-02-24,56,False
2013-02-25,75,False
2013-02-26,25,False
2013-02-27,45,False
2013-02-28,33,False
2013-03-01,47,False
2013-03-02,42,False
2013-03-03,38,False
2013-03-04,44,False
2013-03-05,45,False
2013-03-06,38,False
2013-03-07,45,False
2013-03-08,46,False
2013-03-09,37,False
2013-03-10,56,False
2013-03-11,63,False
2013-03-12,40,False
2013-03-13,47,False
2013-03-14,55,False
2013-03-15,62,False
2013-03-16,34,False
2013-03-17,40,False
2013-03-18,60,False
2013-03-19,50,False
2013-03-20,45,False
2013-03-21,25,False
2013-03-22,39,False
2013-03-23,63,False
2013-03-24,51,False
2013-03-25,34,False
2013-03-26,51,False
2013-03-27,36,False
2013-03-28,44,False
2013-03-29,44,False
2013-03-30,78,False
2013-03-31,24,False
2013-04-01,49,False
2013-04-02,59,False
2013-04-03,38,False
2013-04-04,47,False
2013-04-05,29,False
2013-04-06,60,False
2013-04-07,26,False
2013-04-08,47,False
2013-04-09,46,False
2013-04-10,63,False
2013-04-11,51,False
2013-04-12,49,False
2013-04-13,57,False
2013-04-14,57,False
2013-04-15,63,False
2013-04-16,35,False
2013-04-17,50,False
2013-04-18,48,False
2013-04-19,70,False
2013-04-20,57,False
2013-04-21,38,False
2013-04-22,25,False
2013-04-23,22,False
2013-04-24,38,False
2013-04-25,52,False
2013-04-26,46,False
2013-04-27,53,False
2013-04-28,61,False
2013-04-29,63,False
2013-04-30,42,False
2013-05-01,58,False
2013-05-02,49,False
2013-05-03,43,False
2013-05-04,58,False
2013-05-05,73,False
2013-05-06,64,False
2013-05-07,60,False
2013-05-08,38,False
2013-05-09,39,False
2013-05-10,70,False
2013-05-11,46,False
2013-05-12,60,False
2013-05-13,37,False
2013-05-14,80,False
2013-05-15,56,False
2013-05-16,41,False
2013-05-17,42,False
2013-05-18,57,False
2013-05-19,26,False
2013-05-20,41,False
2013-05-21,48,False
2013-05-22,43,False
2013-05-23,47,False
2013-05-24,59,False
2013-05-25,54,False
2013-05-26,60,False
2013-05-27,39,False
2013-05-28,34,False
2013-05-29,56,False
2013-05-30,35,False
2013-05-31,26,False
2013-06-01,45,False
2013-06-02,72,False
2013-06-03,43,False
2013-06-04,31,False
2013-06-05,40,False
2013-06-06,44,False
2013-06-07,39,False
2013-06-08,41,False
2013-06-09,30,False
2013-06-10,31,False
2013-06-11,55,False
2013-06-12,31,False
2013-06-13,31,False
2013-06-14,43,False
2013-06-15,38,False
2013-06-16,57,False
2013-06-17,78,False
2013-06-18,59,False
2013-06-19,25,False
2013-06-20,35,False
2013-06-21,33,False
2013-06-22,70,False
