date,INCY,isPartial
2014-03-16,60,False
2014-03-17,49,False
2014-03-18,46,False
2014-03-19,46,False
2014-03-20,55,False
2014-03-21,57,False
2014-03-22,54,False
2014-03-23,76,False
2014-03-24,78,False
2014-03-25,39,False
2014-03-26,72,False
2014-03-27,55,False
2014-03-28,72,False
2014-03-29,67,False
2014-03-30,57,False
2014-03-31,42,False
2014-04-01,68,False
2014-04-02,78,False
2014-04-03,54,False
2014-04-04,89,False
2014-04-05,68,False
2014-04-06,70,False
2014-04-07,45,False
2014-04-08,33,False
2014-04-09,69,False
2014-04-10,44,False
2014-04-11,64,False
2014-04-12,41,False
2014-04-13,65,False
2014-04-14,52,False
2014-04-15,58,False
2014-04-16,61,False
2014-04-17,58,False
2014-04-18,80,False
2014-04-19,75,False
2014-04-20,65,False
2014-04-21,66,False
2014-04-22,57,False
2014-04-23,57,False
2014-04-24,67,False
2014-04-25,45,False
2014-04-26,82,False
2014-04-27,82,False
2014-04-28,65,False
2014-04-29,62,False
2014-04-30,60,False
2014-05-01,60,False
2014-05-02,58,False
2014-05-03,61,False
2014-05-04,77,False
2014-05-05,54,False
2014-05-06,42,False
2014-05-07,45,False
2014-05-08,61,False
2014-05-09,45,False
2014-05-10,54,False
2014-05-11,47,False
2014-05-12,62,False
2014-05-13,42,False
2014-05-14,77,False
2014-05-15,60,False
2014-05-16,62,False
2014-05-17,77,False
2014-05-18,82,False
2014-05-19,71,False
2014-05-20,99,False
2014-05-21,43,False
2014-05-22,47,False
2014-05-23,56,False
2014-05-24,77,False
2014-05-25,42,False
2014-05-26,68,False
2014-05-27,81,False
2014-05-28,74,False
2014-05-29,55,False
2014-05-30,37,False
2014-05-31,69,False
2014-06-01,45,False
2014-06-02,50,False
2014-06-03,68,False
2014-06-04,62,False
2014-06-05,51,False
2014-06-06,74,False
2014-06-07,40,False
2014-06-08,35,False
2014-06-09,41,False
2014-06-10,45,False
2014-06-11,44,False
2014-06-12,93,False
2014-06-13,63,False
2014-06-14,34,False
2014-06-15,73,False
2014-06-16,50,False
2014-06-17,53,False
2014-06-18,58,False
2014-06-19,62,False
2014-06-20,54,False
2014-06-21,55,False
2014-06-22,70,False
2014-06-23,48,False
2014-06-24,44,False
2014-06-25,54,False
2014-06-26,54,False
2014-06-27,65,False
2014-06-28,27,False
2014-06-29,47,False
2014-06-30,71,False
2014-07-01,35,False
2014-07-02,52,False
2014-07-03,53,False
2014-07-04,53,False
2014-07-05,79,False
2014-07-06,82,False
2014-07-07,55,False
2014-07-08,73,False
2014-07-09,38,False
2014-07-10,35,False
2014-07-11,57,False
2014-07-12,42,False
2014-07-13,84,False
2014-07-14,64,False
2014-07-15,48,False
2014-07-16,30,False
2014-07-17,39,False
2014-07-18,57,False
2014-07-19,59,False
2014-07-20,54,False
2014-07-21,60,False
2014-07-22,79,False
2014-07-23,49,False
2014-07-24,59,False
2014-07-25,71,False
2014-07-26,59,False
2014-07-27,63,False
2014-07-28,32,False
2014-07-29,49,False
2014-07-30,32,False
2014-07-31,52,False
2014-08-01,48,False
2014-08-02,66,False
2014-08-03,74,False
2014-08-04,60,False
2014-08-05,26,False
2014-08-06,65,False
2014-08-07,33,False
2014-08-08,58,False
2014-08-09,66,False
2014-08-10,50,False
2014-08-11,35,False
2014-08-12,54,False
2014-08-13,51,False
2014-08-14,65,False
2014-08-15,66,False
2014-08-16,74,False
