date,INCY,isPartial
2017-01-19,59,False
2017-01-20,48,False
2017-01-21,59,False
2017-01-22,66,False
2017-01-23,63,False
2017-01-24,48,False
2017-01-25,34,False
2017-01-26,69,False
2017-01-27,65,False
2017-01-28,52,False
2017-01-29,58,False
2017-01-30,49,False
2017-01-31,57,False
2017-02-01,78,False
2017-02-02,64,False
2017-02-03,44,False
2017-02-04,67,False
2017-02-05,83,False
2017-02-06,73,False
2017-02-07,44,False
2017-02-08,63,False
2017-02-09,82,False
2017-02-10,66,False
2017-02-11,100,False
2017-02-12,59,False
2017-02-13,65,False
2017-02-14,77,False
2017-02-15,73,False
2017-02-16,58,False
2017-02-17,61,False
2017-02-18,54,False
2017-02-19,75,False
2017-02-20,53,False
2017-02-21,50,False
2017-02-22,69,False
2017-02-23,66,False
2017-02-24,73,False
2017-02-25,60,False
2017-02-26,65,False
2017-02-27,70,False
2017-02-28,65,False
2017-03-01,73,False
2017-03-02,65,False
2017-03-03,52,False
2017-03-04,57,False
2017-03-05,82,False
2017-03-06,51,False
2017-03-07,68,False
2017-03-08,64,False
2017-03-09,80,False
2017-03-10,77,False
2017-03-11,95,False
2017-03-12,40,False
2017-03-13,95,False
2017-03-14,73,False
2017-03-15,70,False
2017-03-16,97,False
2017-03-17,80,False
2017-03-18,76,False
2017-03-19,55,False
2017-03-20,54,False
2017-03-21,88,False
2017-03-22,73,False
2017-03-23,39,False
2017-03-24,69,False
2017-03-25,75,False
2017-03-26,26,False
2017-03-27,49,False
2017-03-28,58,False
2017-03-29,47,False
2017-03-30,73,False
2017-03-31,73,False
2017-04-01,71,False
2017-04-02,71,False
2017-04-03,76,False
2017-04-04,68,False
2017-04-05,80,False
2017-04-06,65,False
2017-04-07,74,False
2017-04-08,35,False
2017-04-09,60,False
2017-04-10,60,False
2017-04-11,44,False
2017-04-12,70,False
2017-04-13,71,False
2017-04-14,84,False
2017-04-15,60,False
2017-04-16,79,False
2017-04-17,86,False
2017-04-18,62,False
2017-04-19,72,False
2017-04-20,50,False
2017-04-21,51,False
2017-04-22,54,False
2017-04-23,49,False
2017-04-24,43,False
2017-04-25,50,False
2017-04-26,46,False
2017-04-27,49,False
2017-04-28,56,False
2017-04-29,72,False
2017-04-30,49,False
2017-05-01,56,False
2017-05-02,60,False
2017-05-03,68,False
2017-05-04,67,False
2017-05-05,84,False
2017-05-06,76,False
2017-05-07,70,False
2017-05-08,61,False
2017-05-09,69,False
2017-05-10,59,False
2017-05-11,39,False
2017-05-12,53,False
2017-05-13,49,False
2017-05-14,39,False
2017-05-15,37,False
2017-05-16,67,False
