date,SIRI
2011-01-01,50
2011-01-02,47
2011-01-03,73
2011-01-04,79
2011-01-05,76
2011-01-06,70
2011-01-07,65
2011-01-08,49
2011-01-09,46
2011-01-10,59
2011-01-11,73
2011-01-12,54
2011-01-13,59
2011-01-14,66
2011-01-15,50
2011-01-16,42
2011-01-17,58
2011-01-18,58
2011-01-19,59
2011-01-20,59
2011-01-21,65
2011-01-22,43
2011-01-23,43
2011-01-24,63
2011-01-25,57
2011-01-26,66
2011-01-27,63
2011-01-28,62
2011-01-29,40
2011-01-30,47
2011-01-31,58
2011-02-01,67
2011-02-02,69
2011-02-03,72
2011-02-04,71
2011-02-05,42
2011-02-06,47
2011-02-07,70
2011-02-08,69
2011-02-09,61
2011-02-10,62
2011-02-11,67
2011-02-12,55
2011-02-13,41
2011-02-14,71
2011-02-15,73
2011-02-16,76
2011-02-17,70
2011-02-18,66
2011-02-19,51
2011-02-20,43
2011-02-21,57
2011-02-22,70
2011-02-23,66
2011-02-24,64
2011-02-25,65
2011-02-26,46
2011-02-27,47
2011-02-28,59
2011-03-01,61
2011-03-02,61
2011-03-03,63
2011-03-04,67
2011-03-05,47
2011-03-06,42
2011-03-07,67
2011-03-08,62
2011-03-09,61
2011-03-10,65
2011-03-11,55
2011-03-12,43
2011-03-13,43
2011-03-14,57
2011-03-15,57
2011-03-16,58
2011-03-17,59
2011-03-18,55
2011-03-19,42
2011-03-20,42
2011-03-21,55
2011-03-22,54
2011-03-23,60
2011-03-24,64
2011-03-25,57
2011-03-26,42
2011-03-27,41
2011-03-28,53
2011-03-29,67
2011-03-30,62
2011-03-31,64
2011-04-01,100
2011-04-02,72
2011-04-03,58
2011-04-04,65
2011-04-05,88
2011-04-06,80
2011-04-07,67
2011-04-08,64
2011-04-09,48
2011-04-10,47
2011-04-11,63
2011-04-12,60
2011-04-13,66
2011-04-14,55
2011-04-15,64
2011-04-16,48
2011-04-17,60
2011-04-18,71
2011-04-19,63
2011-04-20,62
2011-04-21,74
2011-04-22,59
2011-04-23,48
2011-04-24,43
2011-04-25,66
2011-04-26,71
2011-04-27,73
2011-04-28,64
2011-04-29,56
2011-04-30,51
2011-05-01,42
2011-05-02,67
2011-05-03,80
2011-05-04,81
2011-05-05,77
2011-05-06,74
2011-05-07,57
2011-05-08,57
2011-05-09,80
2011-05-10,80
2011-05-11,90
2011-05-12,71
2011-05-13,70
2011-05-14,50
2011-05-15,42
2011-05-16,66
2011-05-17,71
2011-05-18,66
2011-05-19,68
2011-05-20,63
2011-05-21,47
2011-05-22,43
2011-05-23,62
2011-05-24,69
2011-05-25,70
2011-05-26,59
2011-05-27,68
2011-05-28,51
2011-05-29,40
2011-05-30,54
2011-05-31,72
2011-06-01,63
2011-06-02,65
2011-06-03,68
2011-06-04,48
2011-06-05,54
2011-06-06,61
2011-06-07,63
2011-06-08,66
2011-06-09,68
2011-06-10,69
2011-06-11,45
2011-06-12,53
2011-06-13,75
2011-06-14,72
2011-06-15,65
2011-06-16,66
2011-06-17,68
2011-06-18,50
2011-06-19,51
2011-06-20,69
2011-06-21,65
2011-06-22,67
2011-06-23,71
2011-06-24,65
2011-06-25,51
2011-06-26,51
2011-06-27,74
2011-06-28,78
2011-06-29,73
2011-06-30,65
2011-07-01,71
2011-07-02,50
2011-07-03,47
2011-07-04,52
2011-07-05,67
2011-07-06,57
2011-07-07,63
2011-07-08,66
2011-07-09,58
2011-07-10,59
2011-07-11,74
2011-07-12,81
2011-07-13,72
2011-07-14,74
2011-07-15,70
2011-07-16,53
2011-07-17,52
2011-07-18,64
2011-07-19,66
2011-07-20,75
2011-07-21,65
2011-07-22,69
2011-07-23,51
2011-07-24,55
2011-07-25,73
2011-07-26,67
2011-07-27,62
2011-07-28,61
2011-07-29,64
2011-07-30,52
2011-07-31,57
2011-08-01,75
2011-08-02,75
2011-08-03,63
2011-08-04,81
2011-08-05,77
2011-08-06,49
2011-08-07,52
2011-08-08,83
2011-08-09,80
2011-08-10,75
2011-08-11,65
2011-08-12,69
2011-08-13,50
2011-08-14,49
2011-08-15,69
2011-08-16,67
2011-08-17,57
2011-08-18,60
2011-08-19,69
2011-08-20,52
2011-08-21,42
2011-08-22,63
2011-08-23,62
2011-08-24,64
2011-08-25,64
2011-08-26,56
2011-08-27,44
2011-08-28,34
2011-08-29,62
2011-08-30,59
2011-08-31,54
2011-09-01,50
2011-09-02,53
2011-09-03,44
2011-09-04,43
2011-09-05,39
2011-09-06,56
2011-09-07,59
2011-09-08,56
2011-09-09,53
2011-09-10,39
2011-09-11,37
2011-09-12,54
2011-09-13,53
2011-09-14,55
2011-09-15,58
2011-09-16,59
2011-09-17,43
2011-09-18,56
