date,SIRI
2016-05-04,51
2016-05-05,59
2016-05-06,60
2016-05-07,75
2016-05-08,71
2016-05-09,55
2016-05-10,63
2016-05-11,59
2016-05-12,61
2016-05-13,61
2016-05-14,70
2016-05-15,75
2016-05-16,58
2016-05-17,56
2016-05-18,57
2016-05-19,59
2016-05-20,59
2016-05-21,71
2016-05-22,78
2016-05-23,57
2016-05-24,55
2016-05-25,58
2016-05-26,60
2016-05-27,63
2016-05-28,72
2016-05-29,75
2016-05-30,61
2016-05-31,56
2016-06-01,57
2016-06-02,60
2016-06-03,62
2016-06-04,70
2016-06-05,79
2016-06-06,57
2016-06-07,56
2016-06-08,63
2016-06-09,64
2016-06-10,61
2016-06-11,71
2016-06-12,70
2016-06-13,61
2016-06-14,65
2016-06-15,74
2016-06-16,62
2016-06-17,62
2016-06-18,72
2016-06-19,72
2016-06-20,57
2016-06-21,57
2016-06-22,60
2016-06-23,57
2016-06-24,57
2016-06-25,66
2016-06-26,65
2016-06-27,53
2016-06-28,51
2016-06-29,55
2016-06-30,57
2016-07-01,59
2016-07-02,66
2016-07-03,65
2016-07-04,55
2016-07-05,54
2016-07-06,56
2016-07-07,56
2016-07-08,60
2016-07-09,65
2016-07-10,62
2016-07-11,53
2016-07-12,53
2016-07-13,55
2016-07-14,57
2016-07-15,53
2016-07-16,62
2016-07-17,61
2016-07-18,51
2016-07-19,54
2016-07-20,54
2016-07-21,52
2016-07-22,54
2016-07-23,60
2016-07-24,61
2016-07-25,50
2016-07-26,49
2016-07-27,54
2016-07-28,53
2016-07-29,52
2016-07-30,60
2016-07-31,59
2016-08-01,51
2016-08-02,54
2016-08-03,52
2016-08-04,50
2016-08-05,53
2016-08-06,58
2016-08-07,61
2016-08-08,50
2016-08-09,51
2016-08-10,51
2016-08-11,51
2016-08-12,54
2016-08-13,61
2016-08-14,57
2016-08-15,53
2016-08-16,49
2016-08-17,51
2016-08-18,56
2016-08-19,54
2016-08-20,61
2016-08-21,61
2016-08-22,52
2016-08-23,51
2016-08-24,51
2016-08-25,52
2016-08-26,54
2016-08-27,61
2016-08-28,60
2016-08-29,48
2016-08-30,50
2016-08-31,49
2016-09-01,47
2016-09-02,52
2016-09-03,61
2016-09-04,58
2016-09-05,52
2016-09-06,47
2016-09-07,51
2016-09-08,51
2016-09-09,54
2016-09-10,62
2016-09-11,62
2016-09-12,50
2016-09-13,57
2016-09-14,81
2016-09-15,76
2016-09-16,74
2016-09-17,88
2016-09-18,82
2016-09-19,63
2016-09-20,65
2016-09-21,76
2016-09-22,72
2016-09-23,69
2016-09-24,77
2016-09-25,75
2016-09-26,58
2016-09-27,61
2016-09-28,61
2016-09-29,63
2016-09-30,70
2016-10-01,78
2016-10-02,73
2016-10-03,58
2016-10-04,63
2016-10-05,64
2016-10-06,69
2016-10-07,64
2016-10-08,78
2016-10-09,81
2016-10-10,65
2016-10-11,61
2016-10-12,62
2016-10-13,62
2016-10-14,63
2016-10-15,74
2016-10-16,79
2016-10-17,62
2016-10-18,60
2016-10-19,60
2016-10-20,61
2016-10-21,64
2016-10-22,74
2016-10-23,74
2016-10-24,56
2016-10-25,58
2016-10-26,57
2016-10-27,61
2016-10-28,65
2016-10-29,71
2016-10-30,70
2016-10-31,54
2016-11-01,54
2016-11-02,56
2016-11-03,56
2016-11-04,58
2016-11-05,69
2016-11-06,71
2016-11-07,60
2016-11-08,60
2016-11-09,52
2016-11-10,54
2016-11-11,60
2016-11-12,70
2016-11-13,69
2016-11-14,53
2016-11-15,57
2016-11-16,54
2016-11-17,57
2016-11-18,56
2016-11-19,71
2016-11-20,93
2016-11-21,59
2016-11-22,56
2016-11-23,60
2016-11-24,62
2016-11-25,64
2016-11-26,72
2016-11-27,79
2016-11-28,65
2016-11-29,65
2016-11-30,62
2016-12-01,58
2016-12-02,64
2016-12-03,72
2016-12-04,71
2016-12-05,60
2016-12-06,57
2016-12-07,62
2016-12-08,60
2016-12-09,61
2016-12-10,68
2016-12-11,69
2016-12-12,57
2016-12-13,57
2016-12-14,55
2016-12-15,57
2016-12-16,60
2016-12-17,72
2016-12-18,73
2016-12-19,65
2016-12-20,66
2016-12-21,67
2016-12-22,68
2016-12-23,74
2016-12-24,85
2016-12-25,100
2016-12-26,82
2016-12-27,73
2016-12-28,74
2016-12-29,72
2016-12-30,74
2016-12-31,80
2017-01-01,88
2017-01-02,73
2017-01-03,69
2017-01-04,66
2017-01-05,66
2017-01-06,70
2017-01-07,81
2017-01-08,82
2017-01-09,64
2017-01-10,63
2017-01-11,62
2017-01-12,60
2017-01-13,62
2017-01-14,78
2017-01-15,73
2017-01-16,58
2017-01-17,58
2017-01-18,60
2017-01-19,60
