date,SIRI
2015-12-26,80
2015-12-27,76
2015-12-28,61
2015-12-29,58
2015-12-30,64
2015-12-31,72
2016-01-01,80
2016-01-02,74
2016-01-03,66
2016-01-04,51
2016-01-05,52
2016-01-06,51
2016-01-07,49
2016-01-08,51
2016-01-09,61
2016-01-10,63
2016-01-11,47
2016-01-12,68
2016-01-13,100
2016-01-14,86
2016-01-15,85
2016-01-16,97
2016-01-17,90
2016-01-18,71
2016-01-19,64
2016-01-20,64
2016-01-21,65
2016-01-22,70
2016-01-23,88
2016-01-24,81
2016-01-25,60
2016-01-26,57
2016-01-27,57
2016-01-28,57
2016-01-29,59
2016-01-30,71
2016-01-31,67
2016-02-01,48
2016-02-02,49
2016-02-03,50
2016-02-04,48
2016-02-05,52
2016-02-06,65
2016-02-07,60
2016-02-08,49
2016-02-09,45
2016-02-10,46
2016-02-11,46
2016-02-12,49
2016-02-13,57
2016-02-14,57
2016-02-15,50
2016-02-16,45
2016-02-17,50
2016-02-18,46
2016-02-19,47
2016-02-20,62
2016-02-21,63
2016-02-22,44
2016-02-23,41
2016-02-24,42
2016-02-25,46
2016-02-26,44
2016-02-27,56
2016-02-28,53
2016-02-29,41
2016-03-01,41
2016-03-02,48
2016-03-03,48
2016-03-04,51
2016-03-05,59
2016-03-06,61
2016-03-07,50
2016-03-08,45
2016-03-09,45
2016-03-10,42
2016-03-11,46
2016-03-12,57
2016-03-13,58
2016-03-14,42
2016-03-15,42
2016-03-16,44
2016-03-17,48
2016-03-18,52
2016-03-19,61
2016-03-20,61
2016-03-21,51
2016-03-22,50
2016-03-23,50
2016-03-24,52
2016-03-25,60
2016-03-26,67
2016-03-27,69
2016-03-28,51
2016-03-29,47
2016-03-30,49
2016-03-31,50
2016-04-01,53
2016-04-02,60
2016-04-03,58
2016-04-04,46
2016-04-05,46
2016-04-06,44
2016-04-07,46
2016-04-08,49
2016-04-09,60
2016-04-10,56
2016-04-11,44
2016-04-12,46
2016-04-13,47
2016-04-14,45
2016-04-15,46
2016-04-16,53
2016-04-17,51
2016-04-18,41
2016-04-19,41
2016-04-20,44
2016-04-21,44
2016-04-22,44
2016-04-23,51
2016-04-24,49
2016-04-25,36
2016-04-26,39
2016-04-27,39
2016-04-28,40
2016-04-29,43
2016-04-30,50
2016-05-01,50
2016-05-02,37
2016-05-03,37
2016-05-04,38
2016-05-05,43
2016-05-06,45
2016-05-07,54
2016-05-08,54
2016-05-09,41
2016-05-10,45
2016-05-11,43
2016-05-12,45
2016-05-13,46
2016-05-14,52
2016-05-15,56
2016-05-16,42
2016-05-17,41
2016-05-18,41
2016-05-19,42
2016-05-20,45
2016-05-21,51
2016-05-22,56
2016-05-23,40
2016-05-24,41
2016-05-25,41
2016-05-26,44
2016-05-27,44
2016-05-28,53
2016-05-29,55
2016-05-30,45
2016-05-31,39
2016-06-01,42
2016-06-02,42
2016-06-03,46
2016-06-04,52
2016-06-05,57
2016-06-06,43
2016-06-07,41
2016-06-08,46
2016-06-09,47
2016-06-10,44
2016-06-11,51
2016-06-12,50
2016-06-13,44
2016-06-14,48
2016-06-15,55
2016-06-16,45
2016-06-17,44
2016-06-18,51
2016-06-19,51
2016-06-20,42
2016-06-21,42
2016-06-22,42
2016-06-23,41
2016-06-24,43
2016-06-25,47
2016-06-26,46
2016-06-27,38
2016-06-28,38
2016-06-29,43
2016-06-30,42
2016-07-01,45
2016-07-02,49
2016-07-03,49
2016-07-04,41
2016-07-05,40
2016-07-06,42
2016-07-07,41
2016-07-08,44
2016-07-09,48
2016-07-10,47
2016-07-11,40
2016-07-12,39
2016-07-13,40
2016-07-14,41
2016-07-15,39
2016-07-16,44
2016-07-17,46
2016-07-18,37
2016-07-19,39
2016-07-20,39
2016-07-21,39
2016-07-22,41
2016-07-23,45
2016-07-24,44
2016-07-25,38
2016-07-26,38
2016-07-27,41
2016-07-28,39
2016-07-29,39
2016-07-30,44
2016-07-31,45
2016-08-01,36
2016-08-02,39
2016-08-03,38
2016-08-04,38
2016-08-05,39
2016-08-06,44
2016-08-07,46
2016-08-08,36
2016-08-09,37
2016-08-10,36
2016-08-11,38
2016-08-12,39
2016-08-13,43
2016-08-14,43
2016-08-15,37
2016-08-16,36
2016-08-17,38
2016-08-18,41
2016-08-19,42
2016-08-20,45
2016-08-21,44
2016-08-22,39
2016-08-23,38
2016-08-24,38
2016-08-25,39
2016-08-26,39
2016-08-27,46
2016-08-28,44
2016-08-29,35
2016-08-30,36
2016-08-31,36
2016-09-01,36
2016-09-02,39
2016-09-03,44
2016-09-04,42
2016-09-05,38
2016-09-06,35
2016-09-07,37
2016-09-08,37
2016-09-09,40
2016-09-10,45
2016-09-11,45
