date,SIRI
2012-01-26,26
2012-01-27,32
2012-01-28,33
2012-01-29,32
2012-01-30,27
2012-01-31,26
2012-02-01,24
2012-02-02,24
2012-02-03,25
2012-02-04,28
2012-02-05,29
2012-02-06,22
2012-02-07,22
2012-02-08,21
2012-02-09,23
2012-02-10,26
2012-02-11,29
2012-02-12,26
2012-02-13,24
2012-02-14,22
2012-02-15,23
2012-02-16,23
2012-02-17,24
2012-02-18,28
2012-02-19,26
2012-02-20,23
2012-02-21,23
2012-02-22,22
2012-02-23,19
2012-02-24,22
2012-02-25,26
2012-02-26,25
2012-02-27,20
2012-02-28,22
2012-02-29,21
2012-03-01,21
2012-03-02,23
2012-03-03,25
2012-03-04,26
2012-03-05,20
2012-03-06,21
2012-03-07,29
2012-03-08,66
2012-03-09,53
2012-03-10,49
2012-03-11,44
2012-03-12,31
2012-03-13,29
2012-03-14,28
2012-03-15,28
2012-03-16,30
2012-03-17,32
2012-03-18,31
2012-03-19,22
2012-03-20,21
2012-03-21,20
2012-03-22,19
2012-03-23,20
2012-03-24,22
2012-03-25,23
2012-03-26,19
2012-03-27,18
2012-03-28,18
2012-03-29,17
2012-03-30,18
2012-03-31,21
2012-04-01,20
2012-04-02,16
2012-04-03,16
2012-04-04,17
2012-04-05,18
2012-04-06,19
2012-04-07,20
2012-04-08,21
2012-04-09,17
2012-04-10,15
2012-04-11,14
2012-04-12,14
2012-04-13,14
2012-04-14,17
2012-04-15,16
2012-04-16,13
2012-04-17,14
2012-04-18,16
2012-04-19,16
2012-04-20,17
2012-04-21,20
2012-04-22,19
2012-04-23,15
2012-04-24,15
2012-04-25,16
2012-04-26,16
2012-04-27,16
2012-04-28,20
2012-04-29,20
2012-04-30,17
2012-05-01,17
2012-05-02,16
2012-05-03,17
2012-05-04,17
2012-05-05,22
2012-05-06,21
2012-05-07,17
2012-05-08,17
2012-05-09,18
2012-05-10,17
2012-05-11,18
2012-05-12,23
2012-05-13,22
2012-05-14,18
2012-05-15,18
2012-05-16,18
2012-05-17,18
2012-05-18,18
2012-05-19,21
2012-05-20,20
2012-05-21,16
2012-05-22,16
2012-05-23,17
2012-05-24,19
2012-05-25,21
2012-05-26,24
2012-05-27,24
2012-05-28,22
2012-05-29,19
2012-05-30,19
2012-05-31,19
2012-06-01,20
2012-06-02,24
2012-06-03,22
2012-06-04,18
2012-06-05,18
2012-06-06,17
2012-06-07,17
2012-06-08,18
2012-06-09,21
2012-06-10,22
2012-06-11,27
2012-06-12,34
2012-06-13,27
2012-06-14,23
2012-06-15,23
2012-06-16,26
2012-06-17,25
2012-06-18,19
2012-06-19,19
2012-06-20,18
2012-06-21,18
2012-06-22,18
2012-06-23,21
2012-06-24,21
2012-06-25,17
2012-06-26,17
2012-06-27,17
2012-06-28,18
2012-06-29,19
2012-06-30,22
2012-07-01,21
2012-07-02,16
2012-07-03,18
2012-07-04,16
2012-07-05,16
2012-07-06,18
2012-07-07,19
2012-07-08,18
2012-07-09,15
2012-07-10,15
2012-07-11,16
2012-07-12,16
2012-07-13,16
2012-07-14,18
2012-07-15,18
2012-07-16,15
2012-07-17,15
2012-07-18,15
2012-07-19,15
2012-07-20,16
2012-07-21,18
2012-07-22,18
2012-07-23,13
2012-07-24,16
2012-07-25,17
2012-07-26,17
2012-07-27,17
2012-07-28,19
2012-07-29,18
2012-07-30,15
2012-07-31,16
2012-08-01,15
2012-08-02,16
2012-08-03,15
2012-08-04,19
2012-08-05,18
2012-08-06,15
2012-08-07,16
2012-08-08,16
2012-08-09,17
2012-08-10,17
2012-08-11,19
2012-08-12,18
2012-08-13,14
2012-08-14,15
2012-08-15,15
2012-08-16,15
2012-08-17,16
2012-08-18,18
2012-08-19,19
2012-08-20,15
2012-08-21,14
2012-08-22,13
2012-08-23,14
2012-08-24,14
2012-08-25,16
2012-08-26,16
2012-08-27,13
2012-08-28,12
2012-08-29,13
2012-08-30,12
2012-08-31,14
2012-09-01,16
2012-09-02,16
2012-09-03,12
2012-09-04,12
2012-09-05,12
2012-09-06,11
2012-09-07,15
2012-09-08,14
2012-09-09,14
2012-09-10,11
2012-09-11,12
2012-09-12,21
2012-09-13,24
2012-09-14,21
2012-09-15,23
2012-09-16,21
2012-09-17,17
2012-09-18,17
2012-09-19,47
2012-09-20,100
2012-09-21,84
2012-09-22,84
2012-09-23,66
2012-09-24,46
2012-09-25,40
2012-09-26,40
2012-09-27,36
2012-09-28,36
2012-09-29,43
2012-09-30,39
2012-10-01,27
2012-10-02,27
2012-10-03,25
2012-10-04,24
2012-10-05,24
2012-10-06,28
2012-10-07,28
2012-10-08,20
2012-10-09,19
2012-10-10,18
2012-10-11,20
2012-10-12,21
