date,SIRI
2014-12-01,11
2014-12-02,11
2014-12-03,12
2014-12-04,12
2014-12-05,12
2014-12-06,14
2014-12-07,14
2014-12-08,12
2014-12-09,11
2014-12-10,11
2014-12-11,11
2014-12-12,12
2014-12-13,14
2014-12-14,13
2014-12-15,12
2014-12-16,11
2014-12-17,11
2014-12-18,12
2014-12-19,12
2014-12-20,14
2014-12-21,15
2014-12-22,14
2014-12-23,15
2014-12-24,17
2014-12-25,22
2014-12-26,20
2014-12-27,20
2014-12-28,18
2014-12-29,15
2014-12-30,16
2014-12-31,15
2015-01-01,19
2015-01-02,15
2015-01-03,15
2015-01-04,15
2015-01-05,12
2015-01-06,13
2015-01-07,13
2015-01-08,12
2015-01-09,12
2015-01-10,15
2015-01-11,15
2015-01-12,12
2015-01-13,11
2015-01-14,12
2015-01-15,12
2015-01-16,13
2015-01-17,14
2015-01-18,14
2015-01-19,12
2015-01-20,11
2015-01-21,11
2015-01-22,12
2015-01-23,13
2015-01-24,14
2015-01-25,14
2015-01-26,12
2015-01-27,14
2015-01-28,12
2015-01-29,14
2015-01-30,13
2015-01-31,14
2015-02-01,14
2015-02-02,11
2015-02-03,11
2015-02-04,11
2015-02-05,11
2015-02-06,12
2015-02-07,14
2015-02-08,13
2015-02-09,11
2015-02-10,11
2015-02-11,11
2015-02-12,12
2015-02-13,12
2015-02-14,13
2015-02-15,14
2015-02-16,12
2015-02-17,11
2015-02-18,11
2015-02-19,11
2015-02-20,12
2015-02-21,13
2015-02-22,13
2015-02-23,11
2015-02-24,15
2015-02-25,14
2015-02-26,14
2015-02-27,13
2015-02-28,15
2015-03-01,16
2015-03-02,12
2015-03-03,12
2015-03-04,12
2015-03-05,12
2015-03-06,12
2015-03-07,14
2015-03-08,14
2015-03-09,12
2015-03-10,13
2015-03-11,12
2015-03-12,13
2015-03-13,14
2015-03-14,16
2015-03-15,16
2015-03-16,13
2015-03-17,12
2015-03-18,12
2015-03-19,12
2015-03-20,14
2015-03-21,16
2015-03-22,16
2015-03-23,13
2015-03-24,12
2015-03-25,12
2015-03-26,12
2015-03-27,14
2015-03-28,15
2015-03-29,14
2015-03-30,12
2015-03-31,11
2015-04-01,11
2015-04-02,12
2015-04-03,14
2015-04-04,14
2015-04-05,15
2015-04-06,12
2015-04-07,12
2015-04-08,14
2015-04-09,33
2015-04-10,38
2015-04-11,35
2015-04-12,30
2015-04-13,24
2015-04-14,25
2015-04-15,21
2015-04-16,20
2015-04-17,19
2015-04-18,21
2015-04-19,20
2015-04-20,16
2015-04-21,16
2015-04-22,14
2015-04-23,15
2015-04-24,15
2015-04-25,17
2015-04-26,17
2015-04-27,14
2015-04-28,13
2015-04-29,13
2015-04-30,13
2015-05-01,16
2015-05-02,17
2015-05-03,16
2015-05-04,13
2015-05-05,13
2015-05-06,13
2015-05-07,12
2015-05-08,13
2015-05-09,15
2015-05-10,15
2015-05-11,12
2015-05-12,12
2015-05-13,13
2015-05-14,13
2015-05-15,13
2015-05-16,15
2015-05-17,15
2015-05-18,12
2015-05-19,12
2015-05-20,12
2015-05-21,12
2015-05-22,13
2015-05-23,14
2015-05-24,14
2015-05-25,12
2015-05-26,12
2015-05-27,12
2015-05-28,12
2015-05-29,13
2015-05-30,14
2015-05-31,15
2015-06-01,12
2015-06-02,13
2015-06-03,12
2015-06-04,13
2015-06-05,13
2015-06-06,14
2015-06-07,16
2015-06-08,13
2015-06-09,14
2015-06-10,13
2015-06-11,13
2015-06-12,13
2015-06-13,14
2015-06-14,15
2015-06-15,12
2015-06-16,12
2015-06-17,12
2015-06-18,12
2015-06-19,16
2015-06-20,19
2015-06-21,17
2015-06-22,14
2015-06-23,14
2015-06-24,14
2015-06-25,14
2015-06-26,17
2015-06-27,18
2015-06-28,21
2015-06-29,23
2015-06-30,83
2015-07-01,100
2015-07-02,59
2015-07-03,45
2015-07-04,43
2015-07-05,39
2015-07-06,29
2015-07-07,27
2015-07-08,25
2015-07-09,25
2015-07-10,25
2015-07-11,28
2015-07-12,26
2015-07-13,20
2015-07-14,21
2015-07-15,21
2015-07-16,25
2015-07-17,24
2015-07-18,26
2015-07-19,25
2015-07-20,19
2015-07-21,19
2015-07-22,19
2015-07-23,19
2015-07-24,18
2015-07-25,21
2015-07-26,21
2015-07-27,17
2015-07-28,17
2015-07-29,18
2015-07-30,19
2015-07-31,19
2015-08-01,21
2015-08-02,22
2015-08-03,17
2015-08-04,18
2015-08-05,17
2015-08-06,17
2015-08-07,17
2015-08-08,20
2015-08-09,20
2015-08-10,17
2015-08-11,16
2015-08-12,16
2015-08-13,16
2015-08-14,18
2015-08-15,21
2015-08-16,20
2015-08-17,18
2015-08-18,17
