date,SIRI
2011-09-18,2
2011-09-19,2
2011-09-20,2
2011-09-21,2
2011-09-22,2
2011-09-23,2
2011-09-24,2
2011-09-25,1
2011-09-26,2
2011-09-27,2
2011-09-28,2
2011-09-29,2
2011-09-30,2
2011-10-01,2
2011-10-02,2
2011-10-03,2
2011-10-04,37
2011-10-05,69
2011-10-06,32
2011-10-07,24
2011-10-08,21
2011-10-09,18
2011-10-10,17
2011-10-11,18
2011-10-12,34
2011-10-13,46
2011-10-14,72
2011-10-15,100
2011-10-16,75
2011-10-17,70
2011-10-18,64
2011-10-19,53
2011-10-20,47
2011-10-21,51
2011-10-22,49
2011-10-23,43
2011-10-24,37
2011-10-25,35
2011-10-26,32
2011-10-27,30
2011-10-28,33
2011-10-29,35
2011-10-30,39
2011-10-31,35
2011-11-01,32
2011-11-02,29
2011-11-03,30
2011-11-04,31
2011-11-05,31
2011-11-06,32
2011-11-07,30
2011-11-08,28
2011-11-09,28
2011-11-10,27
2011-11-11,29
2011-11-12,30
2011-11-13,29
2011-11-14,23
2011-11-15,25
2011-11-16,24
2011-11-17,25
2011-11-18,26
2011-11-19,28
2011-11-20,26
2011-11-21,24
2011-11-22,22
2011-11-23,22
2011-11-24,25
2011-11-25,24
2011-11-26,27
2011-11-27,25
2011-11-28,24
2011-11-29,23
2011-11-30,24
2011-12-01,27
2011-12-02,27
2011-12-03,27
2011-12-04,25
2011-12-05,23
2011-12-06,23
2011-12-07,21
2011-12-08,20
2011-12-09,21
2011-12-10,23
2011-12-11,22
2011-12-12,18
2011-12-13,18
2011-12-14,19
2011-12-15,20
2011-12-16,22
2011-12-17,26
2011-12-18,27
2011-12-19,23
2011-12-20,24
2011-12-21,23
2011-12-22,25
2011-12-23,26
2011-12-24,33
2011-12-25,41
2011-12-26,33
2011-12-27,36
2011-12-28,37
2011-12-29,33
2011-12-30,33
2011-12-31,33
2012-01-01,30
2012-01-02,28
2012-01-03,27
2012-01-04,25
2012-01-05,24
2012-01-06,26
2012-01-07,28
2012-01-08,27
2012-01-09,23
2012-01-10,22
2012-01-11,22
2012-01-12,22
2012-01-13,21
2012-01-14,24
2012-01-15,24
2012-01-16,20
2012-01-17,19
2012-01-18,19
2012-01-19,19
2012-01-20,19
2012-01-21,24
2012-01-22,26
2012-01-23,21
2012-01-24,21
2012-01-25,21
2012-01-26,20
2012-01-27,24
2012-01-28,27
2012-01-29,25
2012-01-30,21
2012-01-31,20
2012-02-01,19
2012-02-02,19
2012-02-03,19
2012-02-04,22
2012-02-05,22
2012-02-06,18
2012-02-07,17
2012-02-08,17
2012-02-09,18
2012-02-10,20
2012-02-11,22
2012-02-12,21
2012-02-13,19
2012-02-14,17
2012-02-15,18
2012-02-16,18
2012-02-17,19
2012-02-18,21
2012-02-19,21
2012-02-20,18
2012-02-21,18
2012-02-22,16
2012-02-23,16
2012-02-24,17
2012-02-25,20
2012-02-26,18
2012-02-27,16
2012-02-28,18
2012-02-29,17
2012-03-01,16
2012-03-02,18
2012-03-03,20
2012-03-04,20
2012-03-05,16
2012-03-06,16
2012-03-07,23
2012-03-08,52
2012-03-09,40
2012-03-10,39
2012-03-11,33
2012-03-12,24
2012-03-13,22
2012-03-14,22
2012-03-15,21
2012-03-16,23
2012-03-17,25
2012-03-18,23
2012-03-19,17
2012-03-20,16
2012-03-21,16
2012-03-22,15
2012-03-23,15
2012-03-24,17
2012-03-25,17
2012-03-26,14
2012-03-27,14
2012-03-28,14
2012-03-29,14
2012-03-30,14
2012-03-31,16
2012-04-01,15
2012-04-02,12
2012-04-03,13
2012-04-04,12
2012-04-05,14
2012-04-06,15
2012-04-07,16
2012-04-08,16
2012-04-09,13
2012-04-10,11
2012-04-11,11
2012-04-12,11
2012-04-13,12
2012-04-14,13
2012-04-15,12
2012-04-16,10
2012-04-17,11
2012-04-18,13
2012-04-19,13
2012-04-20,13
2012-04-21,15
2012-04-22,15
2012-04-23,11
2012-04-24,12
2012-04-25,12
2012-04-26,13
2012-04-27,12
2012-04-28,15
2012-04-29,15
2012-04-30,13
2012-05-01,13
2012-05-02,12
2012-05-03,13
2012-05-04,14
2012-05-05,17
2012-05-06,16
2012-05-07,13
2012-05-08,13
2012-05-09,13
2012-05-10,13
2012-05-11,15
2012-05-12,17
2012-05-13,18
2012-05-14,14
2012-05-15,13
2012-05-16,14
2012-05-17,14
2012-05-18,14
2012-05-19,17
2012-05-20,16
2012-05-21,12
2012-05-22,12
2012-05-23,13
2012-05-24,15
2012-05-25,16
2012-05-26,19
2012-05-27,19
2012-05-28,17
2012-05-29,15
2012-05-30,15
2012-05-31,14
2012-06-01,15
2012-06-02,18
2012-06-03,17
2012-06-04,14
