date,SIRI
2013-11-06,49
2013-11-07,48
2013-11-08,50
2013-11-09,56
2013-11-10,55
2013-11-11,49
2013-11-12,46
2013-11-13,45
2013-11-14,47
2013-11-15,53
2013-11-16,55
2013-11-17,57
2013-11-18,47
2013-11-19,47
2013-11-20,48
2013-11-21,46
2013-11-22,47
2013-11-23,55
2013-11-24,53
2013-11-25,45
2013-11-26,44
2013-11-27,50
2013-11-28,57
2013-11-29,57
2013-11-30,60
2013-12-01,54
2013-12-02,44
2013-12-03,44
2013-12-04,47
2013-12-05,46
2013-12-06,47
2013-12-07,55
2013-12-08,56
2013-12-09,46
2013-12-10,46
2013-12-11,47
2013-12-12,46
2013-12-13,45
2013-12-14,52
2013-12-15,54
2013-12-16,46
2013-12-17,45
2013-12-18,60
2013-12-19,65
2013-12-20,65
2013-12-21,68
2013-12-22,68
2013-12-23,63
2013-12-24,72
2013-12-25,100
2013-12-26,81
2013-12-27,78
2013-12-28,75
2013-12-29,67
2013-12-30,70
2013-12-31,76
2014-01-01,77
2014-01-02,66
2014-01-03,68
2014-01-04,70
2014-01-05,70
2014-01-06,70
2014-01-07,72
2014-01-08,66
2014-01-09,63
2014-01-10,63
2014-01-11,71
2014-01-12,71
2014-01-13,55
2014-01-14,56
2014-01-15,58
2014-01-16,56
2014-01-17,55
2014-01-18,68
2014-01-19,66
2014-01-20,52
2014-01-21,49
2014-01-22,51
2014-01-23,53
2014-01-24,51
2014-01-25,58
2014-01-26,54
2014-01-27,47
2014-01-28,47
2014-01-29,46
2014-01-30,47
2014-01-31,47
2014-02-01,53
2014-02-02,55
2014-02-03,43
2014-02-04,50
2014-02-05,47
2014-02-06,41
2014-02-07,51
2014-02-08,56
2014-02-09,53
2014-02-10,44
2014-02-11,45
2014-02-12,44
2014-02-13,43
2014-02-14,49
2014-02-15,55
2014-02-16,54
2014-02-17,44
2014-02-18,41
2014-02-19,45
2014-02-20,41
2014-02-21,43
2014-02-22,51
2014-02-23,52
2014-02-24,43
2014-02-25,42
2014-02-26,41
2014-02-27,43
2014-02-28,46
2014-03-01,51
2014-03-02,51
2014-03-03,46
2014-03-04,48
2014-03-05,45
2014-03-06,49
2014-03-07,50
2014-03-08,54
2014-03-09,53
2014-03-10,47
2014-03-11,58
2014-03-12,56
2014-03-13,54
2014-03-14,52
2014-03-15,59
2014-03-16,59
2014-03-17,48
2014-03-18,49
2014-03-19,46
2014-03-20,46
2014-03-21,48
2014-03-22,54
2014-03-23,53
2014-03-24,42
2014-03-25,48
2014-03-26,44
2014-03-27,49
2014-03-28,57
2014-03-29,61
2014-03-30,58
2014-03-31,46
2014-04-01,46
2014-04-02,52
2014-04-03,53
2014-04-04,53
2014-04-05,58
2014-04-06,55
2014-04-07,44
2014-04-08,44
2014-04-09,43
2014-04-10,49
2014-04-11,49
2014-04-12,54
2014-04-13,54
2014-04-14,48
2014-04-15,47
2014-04-16,49
2014-04-17,55
2014-04-18,56
2014-04-19,58
2014-04-20,58
2014-04-21,49
2014-04-22,44
2014-04-23,46
2014-04-24,46
2014-04-25,48
2014-04-26,51
2014-04-27,49
2014-04-28,42
2014-04-29,47
2014-04-30,42
2014-05-01,49
2014-05-02,48
2014-05-03,52
2014-05-04,49
2014-05-05,42
2014-05-06,43
2014-05-07,42
2014-05-08,41
2014-05-09,45
2014-05-10,51
2014-05-11,51
2014-05-12,42
2014-05-13,43
2014-05-14,43
2014-05-15,42
2014-05-16,44
2014-05-17,49
2014-05-18,47
2014-05-19,40
2014-05-20,37
2014-05-21,40
2014-05-22,39
2014-05-23,40
2014-05-24,48
2014-05-25,47
2014-05-26,39
2014-05-27,39
2014-05-28,40
2014-05-29,43
2014-05-30,44
2014-05-31,47
2014-06-01,47
2014-06-02,49
2014-06-03,54
2014-06-04,49
2014-06-05,48
2014-06-06,46
2014-06-07,49
2014-06-08,51
2014-06-09,43
2014-06-10,43
2014-06-11,43
2014-06-12,46
2014-06-13,42
2014-06-14,49
2014-06-15,49
2014-06-16,41
2014-06-17,43
2014-06-18,42
2014-06-19,46
2014-06-20,45
2014-06-21,45
2014-06-22,49
2014-06-23,40
2014-06-24,44
2014-06-25,44
2014-06-26,44
2014-06-27,46
2014-06-28,51
2014-06-29,50
2014-06-30,41
2014-07-01,42
2014-07-02,44
2014-07-03,46
2014-07-04,51
2014-07-05,51
2014-07-06,52
2014-07-07,49
2014-07-08,46
2014-07-09,47
2014-07-10,50
2014-07-11,53
2014-07-12,57
2014-07-13,58
2014-07-14,50
2014-07-15,49
2014-07-16,48
2014-07-17,49
2014-07-18,46
2014-07-19,53
2014-07-20,52
2014-07-21,47
2014-07-22,46
2014-07-23,50
2014-07-24,49
