date,SIRI
2016-08-02,44
2016-08-03,44
2016-08-04,43
2016-08-05,45
2016-08-06,48
2016-08-07,51
2016-08-08,40
2016-08-09,42
2016-08-10,42
2016-08-11,44
2016-08-12,46
2016-08-13,49
2016-08-14,49
2016-08-15,43
2016-08-16,41
2016-08-17,43
2016-08-18,47
2016-08-19,45
2016-08-20,51
2016-08-21,50
2016-08-22,45
2016-08-23,45
2016-08-24,42
2016-08-25,44
2016-08-26,45
2016-08-27,52
2016-08-28,49
2016-08-29,40
2016-08-30,40
2016-08-31,41
2016-09-01,38
2016-09-02,42
2016-09-03,51
2016-09-04,49
2016-09-05,42
2016-09-06,38
2016-09-07,42
2016-09-08,42
2016-09-09,46
2016-09-10,51
2016-09-11,52
2016-09-12,42
2016-09-13,48
2016-09-14,68
2016-09-15,65
2016-09-16,64
2016-09-17,74
2016-09-18,68
2016-09-19,53
2016-09-20,55
2016-09-21,65
2016-09-22,60
2016-09-23,57
2016-09-24,66
2016-09-25,63
2016-09-26,49
2016-09-27,52
2016-09-28,51
2016-09-29,52
2016-09-30,61
2016-10-01,68
2016-10-02,64
2016-10-03,51
2016-10-04,55
2016-10-05,54
2016-10-06,57
2016-10-07,55
2016-10-08,66
2016-10-09,67
2016-10-10,55
2016-10-11,53
2016-10-12,52
2016-10-13,50
2016-10-14,52
2016-10-15,60
2016-10-16,64
2016-10-17,51
2016-10-18,50
2016-10-19,50
2016-10-20,51
2016-10-21,52
2016-10-22,61
2016-10-23,61
2016-10-24,47
2016-10-25,48
2016-10-26,49
2016-10-27,51
2016-10-28,54
2016-10-29,58
2016-10-30,60
2016-10-31,47
2016-11-01,49
2016-11-02,48
2016-11-03,47
2016-11-04,48
2016-11-05,61
2016-11-06,59
2016-11-07,51
2016-11-08,49
2016-11-09,42
2016-11-10,45
2016-11-11,52
2016-11-12,59
2016-11-13,59
2016-11-14,47
2016-11-15,48
2016-11-16,46
2016-11-17,47
2016-11-18,49
2016-11-19,60
2016-11-20,78
2016-11-21,50
2016-11-22,48
2016-11-23,50
2016-11-24,53
2016-11-25,54
2016-11-26,62
2016-11-27,65
2016-11-28,54
2016-11-29,52
2016-11-30,52
2016-12-01,50
2016-12-02,52
2016-12-03,61
2016-12-04,60
2016-12-05,51
2016-12-06,48
2016-12-07,52
2016-12-08,51
2016-12-09,49
2016-12-10,57
2016-12-11,58
2016-12-12,48
2016-12-13,49
2016-12-14,47
2016-12-15,47
2016-12-16,50
2016-12-17,61
2016-12-18,64
2016-12-19,56
2016-12-20,58
2016-12-21,54
2016-12-22,55
2016-12-23,60
2016-12-24,72
2016-12-25,86
2016-12-26,72
2016-12-27,61
2016-12-28,63
2016-12-29,62
2016-12-30,61
2016-12-31,67
2017-01-01,74
2017-01-02,60
2017-01-03,57
2017-01-04,53
2017-01-05,55
2017-01-06,61
2017-01-07,70
2017-01-08,69
2017-01-09,53
2017-01-10,53
2017-01-11,51
2017-01-12,50
2017-01-13,52
2017-01-14,65
2017-01-15,61
2017-01-16,50
2017-01-17,51
2017-01-18,49
2017-01-19,48
2017-01-20,50
2017-01-21,60
2017-01-22,61
2017-01-23,47
2017-01-24,47
2017-01-25,46
2017-01-26,47
2017-01-27,50
2017-01-28,57
2017-01-29,58
2017-01-30,47
2017-01-31,71
2017-02-01,56
2017-02-02,49
2017-02-03,52
2017-02-04,59
2017-02-05,58
2017-02-06,46
2017-02-07,46
2017-02-08,48
2017-02-09,47
2017-02-10,46
2017-02-11,57
2017-02-12,55
2017-02-13,43
2017-02-14,44
2017-02-15,46
2017-02-16,47
2017-02-17,49
2017-02-18,56
2017-02-19,57
2017-02-20,47
2017-02-21,46
2017-02-22,46
2017-02-23,45
2017-02-24,52
2017-02-25,60
2017-02-26,56
2017-02-27,45
2017-02-28,47
2017-03-01,46
2017-03-02,48
2017-03-03,50
2017-03-04,54
2017-03-05,56
2017-03-06,44
2017-03-07,45
2017-03-08,45
2017-03-09,48
2017-03-10,54
2017-03-11,65
2017-03-12,66
2017-03-13,52
2017-03-14,59
2017-03-15,62
2017-03-16,67
2017-03-17,100
2017-03-18,85
2017-03-19,80
2017-03-20,63
2017-03-21,57
2017-03-22,55
2017-03-23,56
2017-03-24,57
2017-03-25,65
2017-03-26,64
2017-03-27,50
2017-03-28,51
2017-03-29,51
2017-03-30,49
2017-03-31,52
2017-04-01,62
2017-04-02,61
2017-04-03,48
2017-04-04,48
2017-04-05,50
2017-04-06,50
2017-04-07,56
2017-04-08,60
2017-04-09,61
2017-04-10,52
2017-04-11,50
2017-04-12,50
2017-04-13,51
2017-04-14,56
2017-04-15,63
2017-04-16,65
2017-04-17,53
2017-04-18,46
