date,SIRI
2017-01-19,50
2017-01-20,53
2017-01-21,63
2017-01-22,62
2017-01-23,47
2017-01-24,47
2017-01-25,46
2017-01-26,47
2017-01-27,51
2017-01-28,60
2017-01-29,59
2017-01-30,47
2017-01-31,73
2017-02-01,58
2017-02-02,50
2017-02-03,53
2017-02-04,61
2017-02-05,59
2017-02-06,47
2017-02-07,47
2017-02-08,49
2017-02-09,49
2017-02-10,48
2017-02-11,57
2017-02-12,56
2017-02-13,44
2017-02-14,44
2017-02-15,47
2017-02-16,49
2017-02-17,50
2017-02-18,58
2017-02-19,58
2017-02-20,48
2017-02-21,46
2017-02-22,48
2017-02-23,45
2017-02-24,53
2017-02-25,61
2017-02-26,59
2017-02-27,47
2017-02-28,49
2017-03-01,48
2017-03-02,50
2017-03-03,50
2017-03-04,55
2017-03-05,57
2017-03-06,45
2017-03-07,45
2017-03-08,46
2017-03-09,50
2017-03-10,57
2017-03-11,63
2017-03-12,64
2017-03-13,51
2017-03-14,63
2017-03-15,64
2017-03-16,68
2017-03-17,100
2017-03-18,87
2017-03-19,83
2017-03-20,64
2017-03-21,59
2017-03-22,55
2017-03-23,58
2017-03-24,58
2017-03-25,67
2017-03-26,65
2017-03-27,50
2017-03-28,51
2017-03-29,52
2017-03-30,52
2017-03-31,54
2017-04-01,64
