date,CHTR,isPartial
2015-08-18,0,False
2015-08-19,0,False
2015-08-20,13,False
2015-08-21,27,False
2015-08-22,16,False
2015-08-23,0,False
2015-08-24,13,False
2015-08-25,0,False
2015-08-26,25,False
2015-08-27,0,False
2015-08-28,13,False
2015-08-29,0,False
2015-08-30,0,False
2015-08-31,0,False
2015-09-01,50,False
2015-09-02,0,False
2015-09-03,26,False
2015-09-04,0,False
2015-09-05,15,False
2015-09-06,0,False
2015-09-07,52,False
2015-09-08,25,False
2015-09-09,0,False
2015-09-10,0,False
2015-09-11,26,False
2015-09-12,0,False
2015-09-13,0,False
2015-09-14,37,False
2015-09-15,12,False
2015-09-16,0,False
2015-09-17,37,False
2015-09-18,26,False
2015-09-19,15,False
2015-09-20,0,False
2015-09-21,12,False
2015-09-22,0,False
2015-09-23,0,False
2015-09-24,25,False
2015-09-25,13,False
2015-09-26,15,False
2015-09-27,0,False
2015-09-28,36,False
2015-09-29,0,False
2015-09-30,37,False
2015-10-01,12,False
2015-10-02,0,False
2015-10-03,0,False
2015-10-04,0,False
2015-10-05,12,False
2015-10-06,24,False
2015-10-07,12,False
2015-10-08,62,False
2015-10-09,13,False
2015-10-10,15,False
2015-10-11,0,False
2015-10-12,13,False
2015-10-13,0,False
2015-10-14,24,False
2015-10-15,0,False
2015-10-16,0,False
2015-10-17,14,False
2015-10-18,0,False
2015-10-19,12,False
2015-10-20,0,False
2015-10-21,12,False
2015-10-22,0,False
2015-10-23,13,False
2015-10-24,14,False
2015-10-25,14,False
2015-10-26,0,False
2015-10-27,24,False
2015-10-28,12,False
2015-10-29,0,False
2015-10-30,0,False
2015-10-31,0,False
2015-11-01,0,False
2015-11-02,61,False
2015-11-03,36,False
2015-11-04,24,False
2015-11-05,12,False
2015-11-06,25,False
2015-11-07,0,False
2015-11-08,0,False
2015-11-09,0,False
2015-11-10,12,False
2015-11-11,25,False
2015-11-12,37,False
2015-11-13,0,False
2015-11-14,0,False
2015-11-15,0,False
2015-11-16,24,False
2015-11-17,12,False
2015-11-18,12,False
2015-11-19,12,False
2015-11-20,0,False
2015-11-21,28,False
2015-11-22,14,False
2015-11-23,36,False
2015-11-24,0,False
2015-11-25,0,False
2015-11-26,38,False
2015-11-27,13,False
2015-11-28,14,False
2015-11-29,14,False
2015-11-30,12,False
2015-12-01,12,False
2015-12-02,48,False
2015-12-03,12,False
2015-12-04,37,False
2015-12-05,29,False
2015-12-06,14,False
2015-12-07,0,False
2015-12-08,0,False
2015-12-09,48,False
2015-12-10,0,False
2015-12-11,38,False
2015-12-12,0,False
2015-12-13,0,False
2015-12-14,12,False
2015-12-15,0,False
2015-12-16,0,False
2015-12-17,13,False
2015-12-18,0,False
2015-12-19,15,False
2015-12-20,15,False
2015-12-21,0,False
2015-12-22,39,False
2015-12-23,0,False
2015-12-24,31,False
2015-12-25,17,False
2015-12-26,31,False
2015-12-27,0,False
2015-12-28,26,False
2015-12-29,27,False
2015-12-30,14,False
2015-12-31,0,False
2016-01-01,17,False
2016-01-02,0,False
2016-01-03,0,False
2016-01-04,26,False
2016-01-05,13,False
2016-01-06,0,False
2016-01-07,53,False
2016-01-08,0,False
2016-01-09,0,False
2016-01-10,14,False
2016-01-11,13,False
2016-01-12,0,False
2016-01-13,26,False
2016-01-14,26,False
2016-01-15,13,False
2016-01-16,0,False
2016-01-17,14,False
2016-01-18,26,False
2016-01-19,0,False
2016-01-20,0,False
2016-01-21,0,False
2016-01-22,27,False
2016-01-23,0,False
2016-01-24,0,False
2016-01-25,13,False
2016-01-26,13,False
2016-01-27,25,False
2016-01-28,13,False
2016-01-29,53,False
2016-01-30,44,False
2016-01-31,0,False
2016-02-01,0,False
2016-02-02,50,False
2016-02-03,25,False
2016-02-04,13,False
2016-02-05,13,False
2016-02-06,15,False
2016-02-07,0,False
2016-02-08,0,False
2016-02-09,0,False
2016-02-10,25,False
2016-02-11,0,False
2016-02-12,13,False
2016-02-13,44,False
2016-02-14,43,False
2016-02-15,0,False
2016-02-16,13,False
2016-02-17,25,False
2016-02-18,38,False
2016-02-19,0,False
2016-02-20,0,False
2016-02-21,0,False
2016-02-22,12,False
2016-02-23,37,False
2016-02-24,38,False
2016-02-25,26,False
2016-02-26,0,False
2016-02-27,14,False
2016-02-28,14,False
2016-02-29,12,False
2016-03-01,0,False
2016-03-02,12,False
2016-03-03,13,False
2016-03-04,26,False
2016-03-05,0,False
2016-03-06,28,False
2016-03-07,25,False
2016-03-08,12,False
2016-03-09,13,False
2016-03-10,26,False
2016-03-11,13,False
2016-03-12,15,False
2016-03-13,28,False
2016-03-14,12,False
2016-03-15,37,False
2016-03-16,100,False
2016-03-17,39,False
2016-03-18,0,False
2016-03-19,29,False
2016-03-20,15,False
2016-03-21,25,False
2016-03-22,13,False
2016-03-23,0,False
2016-03-24,0,False
2016-03-25,14,False
2016-03-26,0,False
2016-03-27,0,False
2016-03-28,26,False
2016-03-29,25,False
2016-03-30,0,False
2016-03-31,25,False
2016-04-01,26,False
2016-04-02,15,False
2016-04-03,0,False
2016-04-04,38,False
2016-04-05,13,False
2016-04-06,13,False
2016-04-07,26,False
2016-04-08,27,False
2016-04-09,30,False
2016-04-10,14,False
2016-04-11,25,False
2016-04-12,50,False
2016-04-13,13,False
2016-04-14,26,False
2016-04-15,0,False
2016-04-16,15,False
2016-04-17,14,False
2016-04-18,13,False
2016-04-19,12,False
2016-04-20,13,False
2016-04-21,0,False
2016-04-22,13,False
2016-04-23,0,False
2016-04-24,14,False
2016-04-25,63,False
2016-04-26,12,False
2016-04-27,13,False
2016-04-28,52,False
2016-04-29,27,False
2016-04-30,15,False
2016-05-01,0,False
2016-05-02,26,False
2016-05-03,25,False
2016-05-04,0,False
