date,CHTR,isPartial
2012-06-04,0,False
2012-06-05,34,False
2012-06-06,0,False
2012-06-07,17,False
2012-06-08,36,False
2012-06-09,0,False
2012-06-10,21,False
2012-06-11,17,False
2012-06-12,25,False
2012-06-13,0,False
2012-06-14,17,False
2012-06-15,36,False
2012-06-16,42,False
2012-06-17,32,False
2012-06-18,0,False
2012-06-19,0,False
2012-06-20,26,False
2012-06-21,17,False
2012-06-22,18,False
2012-06-23,43,False
2012-06-24,0,False
2012-06-25,17,False
2012-06-26,17,False
2012-06-27,26,False
2012-06-28,0,False
2012-06-29,0,False
2012-06-30,0,False
2012-07-01,21,False
2012-07-02,17,False
2012-07-03,17,False
2012-07-04,18,False
2012-07-05,18,False
2012-07-06,18,False
2012-07-07,22,False
2012-07-08,21,False
2012-07-09,0,False
2012-07-10,17,False
2012-07-11,0,False
2012-07-12,26,False
2012-07-13,18,False
2012-07-14,0,False
2012-07-15,21,False
2012-07-16,17,False
2012-07-17,17,False
2012-07-18,17,False
2012-07-19,0,False
2012-07-20,18,False
2012-07-21,0,False
2012-07-22,22,False
2012-07-23,34,False
2012-07-24,0,False
2012-07-25,0,False
2012-07-26,18,False
2012-07-27,0,False
2012-07-28,0,False
2012-07-29,21,False
2012-07-30,17,False
2012-07-31,17,False
2012-08-01,35,False
2012-08-02,18,False
2012-08-03,27,False
2012-08-04,0,False
2012-08-05,21,False
2012-08-06,17,False
2012-08-07,0,False
2012-08-08,35,False
2012-08-09,53,False
2012-08-10,18,False
2012-08-11,43,False
2012-08-12,22,False
2012-08-13,0,False
2012-08-14,17,False
2012-08-15,18,False
2012-08-16,35,False
2012-08-17,0,False
2012-08-18,22,False
2012-08-19,22,False
2012-08-20,18,False
2012-08-21,17,False
2012-08-22,0,False
2012-08-23,18,False
2012-08-24,18,False
2012-08-25,0,False
2012-08-26,0,False
2012-08-27,17,False
2012-08-28,17,False
2012-08-29,17,False
2012-08-30,17,False
2012-08-31,35,False
2012-09-01,21,False
2012-09-02,21,False
2012-09-03,26,False
2012-09-04,0,False
2012-09-05,17,False
2012-09-06,17,False
2012-09-07,0,False
2012-09-08,0,False
2012-09-09,30,False
2012-09-10,25,False
2012-09-11,16,False
2012-09-12,16,False
2012-09-13,25,False
2012-09-14,0,False
2012-09-15,0,False
2012-09-16,20,False
2012-09-17,25,False
2012-09-18,25,False
2012-09-19,16,False
2012-09-20,17,False
2012-09-21,34,False
2012-09-22,100,False
2012-09-23,0,False
2012-09-24,0,False
2012-09-25,16,False
2012-09-26,0,False
2012-09-27,25,False
2012-09-28,17,False
2012-09-29,0,False
2012-09-30,20,False
2012-10-01,49,False
2012-10-02,32,False
2012-10-03,17,False
2012-10-04,16,False
2012-10-05,17,False
2012-10-06,29,False
2012-10-07,0,False
2012-10-08,31,False
2012-10-09,16,False
2012-10-10,16,False
2012-10-11,0,False
2012-10-12,33,False
2012-10-13,0,False
2012-10-14,37,False
2012-10-15,47,False
2012-10-16,15,False
2012-10-17,16,False
2012-10-18,0,False
2012-10-19,17,False
2012-10-20,19,False
2012-10-21,19,False
2012-10-22,0,False
2012-10-23,15,False
2012-10-24,16,False
2012-10-25,0,False
2012-10-26,17,False
2012-10-27,19,False
2012-10-28,18,False
2012-10-29,15,False
2012-10-30,23,False
2012-10-31,32,False
2012-11-01,16,False
2012-11-02,0,False
2012-11-03,19,False
2012-11-04,0,False
2012-11-05,15,False
2012-11-06,15,False
2012-11-07,30,False
2012-11-08,16,False
2012-11-09,0,False
2012-11-10,37,False
2012-11-11,18,False
2012-11-12,15,False
2012-11-13,15,False
2012-11-14,31,False
2012-11-15,24,False
2012-11-16,16,False
2012-11-17,55,False
2012-11-18,18,False
2012-11-19,31,False
2012-11-20,15,False
2012-11-21,16,False
2012-11-22,32,False
2012-11-23,25,False
2012-11-24,37,False
2012-11-25,0,False
2012-11-26,15,False
2012-11-27,15,False
2012-11-28,15,False
2012-11-29,76,False
2012-11-30,16,False
2012-12-01,0,False
2012-12-02,18,False
2012-12-03,15,False
2012-12-04,44,False
2012-12-05,15,False
2012-12-06,15,False
2012-12-07,16,False
2012-12-08,0,False
2012-12-09,0,False
2012-12-10,15,False
2012-12-11,15,False
2012-12-12,30,False
2012-12-13,46,False
2012-12-14,0,False
2012-12-15,18,False
2012-12-16,18,False
2012-12-17,0,False
2012-12-18,0,False
2012-12-19,0,False
2012-12-20,32,False
2012-12-21,17,False
2012-12-22,19,False
2012-12-23,39,False
2012-12-24,0,False
2012-12-25,20,False
2012-12-26,0,False
2012-12-27,16,False
2012-12-28,17,False
2012-12-29,18,False
2012-12-30,19,False
2012-12-31,19,False
2013-01-01,20,False
2013-01-02,31,False
2013-01-03,0,False
2013-01-04,16,False
2013-01-05,17,False
2013-01-06,17,False
2013-01-07,0,False
2013-01-08,0,False
2013-01-09,15,False
2013-01-10,0,False
2013-01-11,0,False
2013-01-12,17,False
2013-01-13,25,False
2013-01-14,14,False
2013-01-15,14,False
2013-01-16,0,False
2013-01-17,0,False
2013-01-18,15,False
2013-01-19,17,False
2013-01-20,0,False
2013-01-21,14,False
2013-01-22,0,False
2013-01-23,14,False
2013-01-24,0,False
2013-01-25,30,False
2013-01-26,17,False
2013-01-27,17,False
2013-01-28,28,False
2013-01-29,14,False
2013-01-30,28,False
2013-01-31,29,False
2013-02-01,15,False
2013-02-02,17,False
2013-02-03,25,False
2013-02-04,14,False
2013-02-05,21,False
2013-02-06,21,False
2013-02-07,14,False
2013-02-08,15,False
2013-02-09,17,False
2013-02-10,0,False
2013-02-11,29,False
2013-02-12,22,False
2013-02-13,14,False
2013-02-14,45,False
2013-02-15,15,False
2013-02-16,0,False
2013-02-17,17,False
2013-02-18,43,False
2013-02-19,28,False
