date,CHTR,isPartial
2015-12-26,12,False
2015-12-27,12,False
2015-12-28,10,False
2015-12-29,0,False
2015-12-30,11,False
2015-12-31,12,False
2016-01-01,13,False
2016-01-02,12,False
2016-01-03,0,False
2016-01-04,31,False
2016-01-05,0,False
2016-01-06,0,False
2016-01-07,10,False
2016-01-08,11,False
2016-01-09,0,False
2016-01-10,33,False
2016-01-11,10,False
2016-01-12,20,False
2016-01-13,0,False
2016-01-14,20,False
2016-01-15,42,False
2016-01-16,0,False
2016-01-17,11,False
2016-01-18,20,False
2016-01-19,10,False
2016-01-20,0,False
2016-01-21,0,False
2016-01-22,0,False
2016-01-23,12,False
2016-01-24,0,False
2016-01-25,0,False
2016-01-26,10,False
2016-01-27,20,False
2016-01-28,10,False
2016-01-29,11,False
2016-01-30,12,False
2016-01-31,0,False
2016-02-01,10,False
2016-02-02,10,False
2016-02-03,10,False
2016-02-04,0,False
2016-02-05,0,False
2016-02-06,0,False
2016-02-07,0,False
2016-02-08,10,False
2016-02-09,0,False
2016-02-10,10,False
2016-02-11,0,False
2016-02-12,21,False
2016-02-13,0,False
2016-02-14,0,False
2016-02-15,0,False
2016-02-16,10,False
2016-02-17,10,False
2016-02-18,20,False
2016-02-19,10,False
2016-02-20,0,False
2016-02-21,0,False
2016-02-22,0,False
2016-02-23,20,False
2016-02-24,19,False
2016-02-25,10,False
2016-02-26,10,False
2016-02-27,0,False
2016-02-28,11,False
2016-02-29,29,False
2016-03-01,10,False
2016-03-02,30,False
2016-03-03,0,False
2016-03-04,10,False
2016-03-05,23,False
2016-03-06,0,False
2016-03-07,20,False
2016-03-08,0,False
2016-03-09,10,False
2016-03-10,0,False
2016-03-11,21,False
2016-03-12,12,False
2016-03-13,0,False
2016-03-14,0,False
2016-03-15,10,False
2016-03-16,0,False
2016-03-17,10,False
2016-03-18,11,False
2016-03-19,0,False
2016-03-20,23,False
2016-03-21,31,False
2016-03-22,10,False
2016-03-23,20,False
2016-03-24,21,False
2016-03-25,0,False
2016-03-26,12,False
2016-03-27,12,False
2016-03-28,10,False
2016-03-29,10,False
2016-03-30,10,False
2016-03-31,0,False
2016-04-01,21,False
2016-04-02,23,False
2016-04-03,0,False
2016-04-04,10,False
2016-04-05,0,False
2016-04-06,30,False
2016-04-07,30,False
2016-04-08,10,False
2016-04-09,11,False
2016-04-10,11,False
2016-04-11,20,False
2016-04-12,10,False
2016-04-13,10,False
2016-04-14,41,False
2016-04-15,21,False
2016-04-16,23,False
2016-04-17,23,False
2016-04-18,20,False
2016-04-19,10,False
2016-04-20,30,False
2016-04-21,41,False
2016-04-22,21,False
2016-04-23,0,False
2016-04-24,0,False
2016-04-25,29,False
2016-04-26,30,False
2016-04-27,0,False
2016-04-28,61,False
2016-04-29,0,False
2016-04-30,0,False
2016-05-01,23,False
2016-05-02,31,False
2016-05-03,20,False
2016-05-04,10,False
2016-05-05,21,False
2016-05-06,0,False
2016-05-07,12,False
2016-05-08,0,False
2016-05-09,0,False
2016-05-10,10,False
2016-05-11,20,False
2016-05-12,30,False
2016-05-13,21,False
