date,CMCSA,isPartial
2015-12-26,0,False
2015-12-27,8,False
2015-12-28,36,False
2015-12-29,15,False
2015-12-30,37,False
2015-12-31,33,False
2016-01-01,9,False
2016-01-02,0,False
2016-01-03,0,False
2016-01-04,29,False
2016-01-05,44,False
2016-01-06,29,False
2016-01-07,7,False
2016-01-08,22,False
2016-01-09,25,False
2016-01-10,0,False
2016-01-11,14,False
2016-01-12,14,False
2016-01-13,7,False
2016-01-14,35,False
2016-01-15,29,False
2016-01-16,0,False
2016-01-17,0,False
2016-01-18,0,False
2016-01-19,35,False
2016-01-20,21,False
2016-01-21,14,False
2016-01-22,29,False
2016-01-23,8,False
2016-01-24,0,False
2016-01-25,35,False
2016-01-26,28,False
2016-01-27,28,False
2016-01-28,36,False
2016-01-29,37,False
2016-01-30,0,False
2016-01-31,0,False
2016-02-01,14,False
2016-02-02,14,False
2016-02-03,79,False
2016-02-04,51,False
2016-02-05,59,False
2016-02-06,16,False
2016-02-07,0,False
2016-02-08,36,False
2016-02-09,22,False
2016-02-10,42,False
2016-02-11,100,False
2016-02-12,44,False
2016-02-13,16,False
2016-02-14,0,False
2016-02-15,21,False
2016-02-16,28,False
2016-02-17,14,False
2016-02-18,28,False
2016-02-19,50,False
2016-02-20,32,False
2016-02-21,0,False
2016-02-22,56,False
2016-02-23,28,False
2016-02-24,14,False
2016-02-25,28,False
2016-02-26,51,False
2016-02-27,0,False
2016-02-28,16,False
2016-02-29,54,False
2016-03-01,28,False
2016-03-02,35,False
2016-03-03,14,False
2016-03-04,22,False
2016-03-05,8,False
2016-03-06,24,False
2016-03-07,7,False
2016-03-08,56,False
2016-03-09,21,False
2016-03-10,28,False
2016-03-11,51,False
2016-03-12,8,False
2016-03-13,8,False
2016-03-14,42,False
2016-03-15,14,False
2016-03-16,14,False
2016-03-17,21,False
2016-03-18,30,False
2016-03-19,8,False
2016-03-20,16,False
2016-03-21,29,False
2016-03-22,21,False
2016-03-23,50,False
2016-03-24,30,False
2016-03-25,8,False
2016-03-26,17,False
2016-03-27,0,False
2016-03-28,15,False
2016-03-29,21,False
2016-03-30,21,False
2016-03-31,21,False
2016-04-01,52,False
2016-04-02,16,False
2016-04-03,0,False
2016-04-04,28,False
2016-04-05,42,False
2016-04-06,35,False
2016-04-07,43,False
2016-04-08,22,False
2016-04-09,24,False
2016-04-10,16,False
2016-04-11,21,False
2016-04-12,42,False
2016-04-13,43,False
2016-04-14,58,False
2016-04-15,44,False
2016-04-16,8,False
2016-04-17,8,False
2016-04-18,42,False
2016-04-19,49,False
2016-04-20,14,False
2016-04-21,14,False
2016-04-22,29,False
2016-04-23,0,False
2016-04-24,0,False
2016-04-25,41,False
2016-04-26,63,False
2016-04-27,77,False
2016-04-28,71,False
2016-04-29,37,False
2016-04-30,17,False
2016-05-01,0,False
2016-05-02,29,False
2016-05-03,28,False
2016-05-04,35,False
2016-05-05,36,False
2016-05-06,37,False
2016-05-07,8,False
2016-05-08,8,False
2016-05-09,28,False
2016-05-10,55,False
2016-05-11,35,False
2016-05-12,28,False
2016-05-13,29,False
2016-05-14,8,False
2016-05-15,8,False
2016-05-16,35,False
2016-05-17,21,False
2016-05-18,21,False
2016-05-19,21,False
2016-05-20,15,False
2016-05-21,8,False
2016-05-22,0,False
2016-05-23,42,False
2016-05-24,42,False
2016-05-25,28,False
2016-05-26,44,False
2016-05-27,15,False
2016-05-28,8,False
2016-05-29,16,False
2016-05-30,22,False
2016-05-31,21,False
2016-06-01,14,False
2016-06-02,22,False
2016-06-03,38,False
2016-06-04,8,False
2016-06-05,0,False
2016-06-06,14,False
