date,CMCSA,isPartial
2011-01-01,46,False
2011-01-02,20,False
2011-01-03,16,False
2011-01-04,31,False
2011-01-05,31,False
2011-01-06,40,False
2011-01-07,24,False
2011-01-08,28,False
2011-01-09,18,False
2011-01-10,30,False
2011-01-11,44,False
2011-01-12,37,False
2011-01-13,15,False
2011-01-14,23,False
2011-01-15,19,False
2011-01-16,0,False
2011-01-17,29,False
2011-01-18,29,False
2011-01-19,66,False
2011-01-20,52,False
2011-01-21,46,False
2011-01-22,36,False
2011-01-23,36,False
2011-01-24,43,False
2011-01-25,44,False
2011-01-26,59,False
2011-01-27,96,False
2011-01-28,47,False
2011-01-29,18,False
2011-01-30,17,False
2011-01-31,35,False
2011-02-01,28,False
2011-02-02,42,False
2011-02-03,22,False
2011-02-04,37,False
2011-02-05,35,False
2011-02-06,17,False
2011-02-07,49,False
2011-02-08,14,False
2011-02-09,29,False
2011-02-10,22,False
2011-02-11,46,False
2011-02-12,27,False
2011-02-13,18,False
2011-02-14,36,False
2011-02-15,35,False
2011-02-16,100,False
2011-02-17,44,False
2011-02-18,53,False
2011-02-19,36,False
2011-02-20,18,False
2011-02-21,57,False
2011-02-22,50,False
2011-02-23,72,False
2011-02-24,79,False
2011-02-25,45,False
2011-02-26,18,False
2011-02-27,0,False
2011-02-28,49,False
2011-03-01,35,False
2011-03-02,43,False
2011-03-03,43,False
2011-03-04,61,False
2011-03-05,18,False
2011-03-06,18,False
2011-03-07,44,False
2011-03-08,88,False
2011-03-09,14,False
2011-03-10,57,False
2011-03-11,51,False
2011-03-12,18,False
2011-03-13,0,False
2011-03-14,22,False
2011-03-15,43,False
2011-03-16,42,False
2011-03-17,43,False
2011-03-18,38,False
2011-03-19,27,False
2011-03-20,0,False
2011-03-21,42,False
2011-03-22,36,False
2011-03-23,50,False
2011-03-24,22,False
2011-03-25,23,False
2011-03-26,18,False
2011-03-27,17,False
2011-03-28,21,False
2011-03-29,35,False
2011-03-30,42,False
2011-03-31,36,False
2011-04-01,30,False
