date,CMCSA,isPartial
2013-11-06,12,False
2013-11-07,20,False
2013-11-08,34,False
2013-11-09,5,False
2013-11-10,0,False
2013-11-11,4,False
2013-11-12,24,False
2013-11-13,12,False
2013-11-14,12,False
2013-11-15,9,False
2013-11-16,0,False
2013-11-17,0,False
2013-11-18,16,False
2013-11-19,8,False
2013-11-20,24,False
2013-11-21,24,False
2013-11-22,41,False
2013-11-23,14,False
2013-11-24,0,False
2013-11-25,31,False
2013-11-26,12,False
2013-11-27,16,False
2013-11-28,9,False
2013-11-29,9,False
2013-11-30,5,False
2013-12-01,13,False
2013-12-02,27,False
2013-12-03,12,False
2013-12-04,8,False
2013-12-05,12,False
2013-12-06,25,False
2013-12-07,5,False
2013-12-08,0,False
2013-12-09,19,False
2013-12-10,28,False
2013-12-11,40,False
2013-12-12,16,False
2013-12-13,4,False
2013-12-14,5,False
2013-12-15,5,False
2013-12-16,28,False
2013-12-17,4,False
2013-12-18,8,False
2013-12-19,21,False
2013-12-20,22,False
2013-12-21,5,False
2013-12-22,5,False
2013-12-23,23,False
2013-12-24,30,False
2013-12-25,5,False
2013-12-26,18,False
2013-12-27,22,False
2013-12-28,0,False
2013-12-29,0,False
2013-12-30,30,False
2013-12-31,29,False
2014-01-01,0,False
2014-01-02,29,False
2014-01-03,8,False
2014-01-04,27,False
2014-01-05,5,False
2014-01-06,16,False
2014-01-07,51,False
2014-01-08,19,False
2014-01-09,20,False
2014-01-10,8,False
2014-01-11,5,False
2014-01-12,0,False
2014-01-13,15,False
2014-01-14,23,False
2014-01-15,27,False
2014-01-16,23,False
2014-01-17,32,False
2014-01-18,0,False
2014-01-19,4,False
2014-01-20,4,False
2014-01-21,15,False
2014-01-22,30,False
2014-01-23,11,False
2014-01-24,4,False
2014-01-25,0,False
2014-01-26,4,False
2014-01-27,19,False
2014-01-28,41,False
2014-01-29,23,False
2014-01-30,12,False
2014-01-31,20,False
2014-02-01,0,False
2014-02-02,4,False
2014-02-03,15,False
2014-02-04,27,False
2014-02-05,23,False
2014-02-06,10,False
2014-02-07,30,False
2014-02-08,13,False
2014-02-09,9,False
2014-02-10,15,False
2014-02-11,23,False
2014-02-12,15,False
2014-02-13,100,False
2014-02-14,52,False
2014-02-15,18,False
2014-02-16,0,False
2014-02-17,15,False
2014-02-18,15,False
2014-02-19,27,False
2014-02-20,35,False
2014-02-21,16,False
2014-02-22,9,False
2014-02-23,13,False
2014-02-24,34,False
2014-02-25,26,False
2014-02-26,30,False
2014-02-27,23,False
2014-02-28,28,False
2014-03-01,9,False
2014-03-02,9,False
2014-03-03,19,False
2014-03-04,23,False
2014-03-05,31,False
2014-03-06,8,False
2014-03-07,16,False
2014-03-08,0,False
2014-03-09,9,False
2014-03-10,23,False
2014-03-11,30,False
2014-03-12,19,False
2014-03-13,19,False
2014-03-14,20,False
2014-03-15,9,False
2014-03-16,4,False
2014-03-17,11,False
2014-03-18,34,False
2014-03-19,15,False
2014-03-20,15,False
2014-03-21,12,False
2014-03-22,9,False
2014-03-23,0,False
2014-03-24,11,False
2014-03-25,22,False
2014-03-26,19,False
2014-03-27,19,False
2014-03-28,24,False
2014-03-29,4,False
2014-03-30,4,False
2014-03-31,19,False
2014-04-01,30,False
2014-04-02,23,False
2014-04-03,27,False
2014-04-04,31,False
2014-04-05,4,False
2014-04-06,9,False
2014-04-07,15,False
2014-04-08,26,False
2014-04-09,23,False
2014-04-10,31,False
2014-04-11,24,False
2014-04-12,14,False
2014-04-13,5,False
2014-04-14,8,False
2014-04-15,46,False
2014-04-16,16,False
2014-04-17,16,False
2014-04-18,13,False
2014-04-19,5,False
2014-04-20,0,False
2014-04-21,25,False
2014-04-22,72,False
2014-04-23,38,False
2014-04-24,8,False
2014-04-25,0,False
2014-04-26,5,False
2014-04-27,0,False
2014-04-28,26,False
2014-04-29,15,False
2014-04-30,35,False
2014-05-01,21,False
2014-05-02,33,False
2014-05-03,5,False
2014-05-04,0,False
2014-05-05,27,False
2014-05-06,19,False
2014-05-07,8,False
2014-05-08,19,False
2014-05-09,12,False
2014-05-10,0,False
2014-05-11,4,False
2014-05-12,26,False
2014-05-13,26,False
2014-05-14,23,False
2014-05-15,19,False
2014-05-16,32,False
2014-05-17,23,False
2014-05-18,0,False
2014-05-19,4,False
2014-05-20,8,False
2014-05-21,38,False
2014-05-22,29,False
2014-05-23,17,False
2014-05-24,10,False
2014-05-25,5,False
2014-05-26,0,False
2014-05-27,28,False
2014-05-28,12,False
2014-05-29,17,False
2014-05-30,18,False
2014-05-31,5,False
2014-06-01,0,False
2014-06-02,12,False
2014-06-03,21,False
2014-06-04,16,False
2014-06-05,17,False
2014-06-06,13,False
2014-06-07,26,False
2014-06-08,5,False
2014-06-09,9,False
2014-06-10,21,False
2014-06-11,21,False
2014-06-12,17,False
2014-06-13,26,False
2014-06-14,5,False
2014-06-15,0,False
2014-06-16,25,False
2014-06-17,17,False
2014-06-18,9,False
2014-06-19,9,False
2014-06-20,9,False
2014-06-21,5,False
2014-06-22,0,False
2014-06-23,17,False
2014-06-24,17,False
2014-06-25,13,False
2014-06-26,13,False
2014-06-27,9,False
2014-06-28,26,False
2014-06-29,10,False
2014-06-30,8,False
2014-07-01,38,False
2014-07-02,26,False
2014-07-03,13,False
2014-07-04,9,False
2014-07-05,0,False
2014-07-06,0,False
2014-07-07,13,False
2014-07-08,4,False
2014-07-09,13,False
2014-07-10,13,False
2014-07-11,35,False
2014-07-12,0,False
2014-07-13,0,False
2014-07-14,38,False
2014-07-15,4,False
2014-07-16,26,False
2014-07-17,26,False
2014-07-18,9,False
2014-07-19,16,False
2014-07-20,5,False
2014-07-21,26,False
2014-07-22,30,False
2014-07-23,17,False
2014-07-24,22,False
