date,CMCSA,isPartial
2012-01-26,43,False
2012-01-27,87,False
2012-01-28,0,False
2012-01-29,0,False
2012-01-30,0,False
2012-01-31,28,False
2012-02-01,28,False
2012-02-02,41,False
2012-02-03,44,False
2012-02-04,0,False
2012-02-05,0,False
2012-02-06,28,False
2012-02-07,28,False
2012-02-08,0,False
2012-02-09,28,False
2012-02-10,29,False
2012-02-11,0,False
2012-02-12,0,False
2012-02-13,82,False
2012-02-14,42,False
2012-02-15,84,False
2012-02-16,28,False
2012-02-17,58,False
2012-02-18,17,False
2012-02-19,17,False
2012-02-20,29,False
2012-02-21,71,False
2012-02-22,28,False
2012-02-23,42,False
2012-02-24,100,False
2012-02-25,0,False
2012-02-26,16,False
2012-02-27,54,False
2012-02-28,14,False
2012-02-29,14,False
2012-03-01,14,False
2012-03-02,75,False
2012-03-03,34,False
2012-03-04,51,False
2012-03-05,28,False
2012-03-06,27,False
2012-03-07,68,False
2012-03-08,42,False
2012-03-09,15,False
2012-03-10,0,False
2012-03-11,50,False
2012-03-12,27,False
2012-03-13,69,False
2012-03-14,41,False
2012-03-15,28,False
2012-03-16,15,False
2012-03-17,17,False
2012-03-18,0,False
2012-03-19,0,False
2012-03-20,41,False
2012-03-21,41,False
2012-03-22,28,False
2012-03-23,29,False
2012-03-24,0,False
2012-03-25,17,False
2012-03-26,28,False
2012-03-27,55,False
2012-03-28,14,False
2012-03-29,28,False
2012-03-30,30,False
2012-03-31,17,False
2012-04-01,0,False
2012-04-02,69,False
2012-04-03,42,False
2012-04-04,14,False
2012-04-05,44,False
2012-04-06,16,False
2012-04-07,35,False
2012-04-08,0,False
2012-04-09,0,False
2012-04-10,14,False
2012-04-11,69,False
2012-04-12,42,False
2012-04-13,44,False
2012-04-14,16,False
2012-04-15,0,False
2012-04-16,40,False
2012-04-17,68,False
2012-04-18,27,False
2012-04-19,41,False
2012-04-20,14,False
2012-04-21,0,False
2012-04-22,0,False
2012-04-23,0,False
2012-04-24,54,False
2012-04-25,0,False
2012-04-26,14,False
2012-04-27,29,False
2012-04-28,0,False
2012-04-29,0,False
2012-04-30,0,False
2012-05-01,60,False
2012-05-02,0,False
2012-05-03,41,False
2012-05-04,14,False
2012-05-05,16,False
2012-05-06,16,False
2012-05-07,54,False
2012-05-08,0,False
2012-05-09,0,False
2012-05-10,14,False
2012-05-11,29,False
2012-05-12,0,False
2012-05-13,0,False
2012-05-14,40,False
2012-05-15,0,False
2012-05-16,0,False
2012-05-17,14,False
2012-05-18,86,False
2012-05-19,17,False
2012-05-20,17,False
2012-05-21,27,False
2012-05-22,68,False
2012-05-23,0,False
2012-05-24,14,False
2012-05-25,29,False
2012-05-26,0,False
2012-05-27,0,False
2012-05-28,0,False
2012-05-29,39,False
2012-05-30,0,False
2012-05-31,27,False
2012-06-01,0,False
2012-06-02,0,False
2012-06-03,17,False
2012-06-04,27,False
2012-06-05,40,False
2012-06-06,27,False
2012-06-07,28,False
2012-06-08,29,False
2012-06-09,0,False
2012-06-10,0,False
2012-06-11,13,False
2012-06-12,26,False
2012-06-13,27,False
2012-06-14,0,False
2012-06-15,28,False
2012-06-16,0,False
2012-06-17,0,False
2012-06-18,13,False
2012-06-19,27,False
2012-06-20,41,False
2012-06-21,41,False
2012-06-22,29,False
2012-06-23,34,False
2012-06-24,17,False
2012-06-25,13,False
2012-06-26,13,False
2012-06-27,14,False
2012-06-28,42,False
2012-06-29,15,False
2012-06-30,0,False
2012-07-01,0,False
2012-07-02,0,False
2012-07-03,41,False
2012-07-04,14,False
2012-07-05,14,False
2012-07-06,43,False
2012-07-07,0,False
2012-07-08,0,False
2012-07-09,40,False
2012-07-10,27,False
2012-07-11,14,False
2012-07-12,41,False
2012-07-13,29,False
2012-07-14,0,False
2012-07-15,17,False
2012-07-16,55,False
2012-07-17,14,False
2012-07-18,0,False
2012-07-19,0,False
2012-07-20,29,False
2012-07-21,17,False
2012-07-22,0,False
2012-07-23,0,False
2012-07-24,55,False
2012-07-25,14,False
2012-07-26,14,False
2012-07-27,29,False
2012-07-28,17,False
2012-07-29,34,False
2012-07-30,14,False
2012-07-31,14,False
2012-08-01,41,False
2012-08-02,56,False
2012-08-03,43,False
2012-08-04,17,False
2012-08-05,0,False
2012-08-06,14,False
2012-08-07,14,False
2012-08-08,28,False
2012-08-09,14,False
2012-08-10,0,False
2012-08-11,17,False
2012-08-12,0,False
2012-08-13,0,False
2012-08-14,41,False
2012-08-15,58,False
2012-08-16,28,False
2012-08-17,15,False
2012-08-18,0,False
2012-08-19,17,False
2012-08-20,28,False
2012-08-21,14,False
2012-08-22,41,False
2012-08-23,55,False
2012-08-24,14,False
2012-08-25,0,False
2012-08-26,16,False
2012-08-27,40,False
2012-08-28,40,False
2012-08-29,27,False
2012-08-30,27,False
2012-08-31,0,False
2012-09-01,16,False
2012-09-02,33,False
2012-09-03,0,False
2012-09-04,13,False
2012-09-05,26,False
2012-09-06,27,False
2012-09-07,14,False
2012-09-08,0,False
2012-09-09,0,False
2012-09-10,52,False
2012-09-11,26,False
2012-09-12,0,False
2012-09-13,13,False
2012-09-14,27,False
2012-09-15,16,False
2012-09-16,0,False
2012-09-17,26,False
2012-09-18,13,False
2012-09-19,52,False
2012-09-20,13,False
2012-09-21,41,False
2012-09-22,32,False
2012-09-23,16,False
2012-09-24,13,False
2012-09-25,26,False
2012-09-26,52,False
2012-09-27,26,False
2012-09-28,55,False
2012-09-29,16,False
2012-09-30,0,False
2012-10-01,51,False
2012-10-02,13,False
2012-10-03,39,False
2012-10-04,13,False
2012-10-05,27,False
2012-10-06,15,False
2012-10-07,0,False
2012-10-08,37,False
2012-10-09,0,False
2012-10-10,25,False
2012-10-11,63,False
2012-10-12,13,False
