date,CMCSA,isPartial
2015-08-18,55,False
2015-08-19,48,False
2015-08-20,16,False
2015-08-21,29,False
2015-08-22,19,False
2015-08-23,9,False
2015-08-24,89,False
2015-08-25,54,False
2015-08-26,66,False
2015-08-27,55,False
2015-08-28,53,False
2015-08-29,23,False
2015-08-30,18,False
2015-08-31,54,False
2015-09-01,58,False
2015-09-02,12,False
2015-09-03,28,False
2015-09-04,53,False
2015-09-05,9,False
2015-09-06,0,False
2015-09-07,0,False
2015-09-08,27,False
2015-09-09,42,False
2015-09-10,35,False
2015-09-11,44,False
2015-09-12,14,False
2015-09-13,9,False
2015-09-14,49,False
2015-09-15,34,False
2015-09-16,50,False
2015-09-17,57,False
2015-09-18,40,False
2015-09-19,9,False
2015-09-20,18,False
2015-09-21,45,False
2015-09-22,23,False
2015-09-23,35,False
2015-09-24,27,False
2015-09-25,33,False
2015-09-26,18,False
2015-09-27,18,False
2015-09-28,19,False
2015-09-29,26,False
2015-09-30,15,False
2015-10-01,34,False
2015-10-02,48,False
2015-10-03,13,False
2015-10-04,9,False
2015-10-05,49,False
2015-10-06,52,False
2015-10-07,45,False
2015-10-08,30,False
2015-10-09,31,False
2015-10-10,18,False
2015-10-11,13,False
2015-10-12,50,False
2015-10-13,52,False
2015-10-14,37,False
2015-10-15,41,False
2015-10-16,39,False
2015-10-17,9,False
2015-10-18,9,False
2015-10-19,29,False
2015-10-20,26,False
2015-10-21,37,False
2015-10-22,26,False
2015-10-23,59,False
2015-10-24,26,False
2015-10-25,13,False
2015-10-26,26,False
2015-10-27,100,False
2015-10-28,59,False
2015-10-29,41,False
2015-10-30,63,False
2015-10-31,22,False
2015-11-01,13,False
2015-11-02,26,False
2015-11-03,44,False
2015-11-04,30,False
2015-11-05,30,False
2015-11-06,19,False
2015-11-07,52,False
2015-11-08,9,False
2015-11-09,33,False
2015-11-10,37,False
2015-11-11,23,False
2015-11-12,23,False
2015-11-13,19,False
2015-11-14,0,False
2015-11-15,26,False
2015-11-16,22,False
2015-11-17,51,False
2015-11-18,29,False
2015-11-19,37,False
2015-11-20,27,False
2015-11-21,17,False
2015-11-22,9,False
2015-11-23,22,False
2015-11-24,48,False
2015-11-25,37,False
2015-11-26,8,False
2015-11-27,32,False
2015-11-28,9,False
2015-11-29,9,False
2015-11-30,47,False
2015-12-01,33,False
2015-12-02,18,False
2015-12-03,37,False
2015-12-04,31,False
2015-12-05,9,False
2015-12-06,0,False
2015-12-07,26,False
2015-12-08,41,False
2015-12-09,18,False
2015-12-10,41,False
2015-12-11,43,False
2015-12-12,17,False
2015-12-13,9,False
2015-12-14,37,False
2015-12-15,54,False
2015-12-16,19,False
2015-12-17,31,False
2015-12-18,29,False
2015-12-19,9,False
2015-12-20,9,False
2015-12-21,31,False
2015-12-22,24,False
2015-12-23,34,False
2015-12-24,24,False
2015-12-25,0,False
2015-12-26,9,False
2015-12-27,0,False
2015-12-28,24,False
2015-12-29,33,False
2015-12-30,45,False
2015-12-31,14,False
2016-01-01,15,False
2016-01-02,18,False
2016-01-03,0,False
2016-01-04,40,False
2016-01-05,28,False
2016-01-06,36,False
2016-01-07,16,False
2016-01-08,45,False
2016-01-09,18,False
2016-01-10,0,False
2016-01-11,27,False
2016-01-12,23,False
2016-01-13,28,False
2016-01-14,31,False
2016-01-15,37,False
2016-01-16,9,False
2016-01-17,26,False
2016-01-18,8,False
2016-01-19,35,False
2016-01-20,16,False
2016-01-21,40,False
2016-01-22,41,False
2016-01-23,9,False
2016-01-24,9,False
2016-01-25,47,False
2016-01-26,24,False
2016-01-27,31,False
2016-01-28,39,False
2016-01-29,33,False
2016-01-30,14,False
2016-01-31,9,False
2016-02-01,19,False
2016-02-02,23,False
2016-02-03,98,False
2016-02-04,67,False
2016-02-05,66,False
2016-02-06,14,False
2016-02-07,13,False
2016-02-08,36,False
2016-02-09,20,False
2016-02-10,47,False
2016-02-11,55,False
2016-02-12,33,False
2016-02-13,9,False
2016-02-14,13,False
2016-02-15,31,False
2016-02-16,50,False
2016-02-17,12,False
2016-02-18,31,False
2016-02-19,28,False
2016-02-20,22,False
2016-02-21,9,False
2016-02-22,42,False
2016-02-23,23,False
2016-02-24,31,False
2016-02-25,27,False
2016-02-26,41,False
2016-02-27,18,False
2016-02-28,26,False
2016-02-29,49,False
2016-03-01,23,False
2016-03-02,49,False
2016-03-03,35,False
2016-03-04,28,False
2016-03-05,18,False
2016-03-06,17,False
2016-03-07,23,False
2016-03-08,35,False
2016-03-09,23,False
2016-03-10,20,False
2016-03-11,40,False
2016-03-12,14,False
2016-03-13,13,False
2016-03-14,23,False
2016-03-15,62,False
2016-03-16,23,False
2016-03-17,47,False
2016-03-18,41,False
2016-03-19,27,False
2016-03-20,13,False
2016-03-21,24,False
2016-03-22,27,False
2016-03-23,32,False
2016-03-24,37,False
2016-03-25,9,False
2016-03-26,19,False
2016-03-27,9,False
2016-03-28,32,False
2016-03-29,35,False
2016-03-30,43,False
2016-03-31,59,False
2016-04-01,53,False
2016-04-02,27,False
2016-04-03,9,False
2016-04-04,23,False
2016-04-05,23,False
2016-04-06,62,False
2016-04-07,39,False
2016-04-08,33,False
2016-04-09,27,False
2016-04-10,9,False
2016-04-11,32,False
2016-04-12,15,False
2016-04-13,51,False
2016-04-14,43,False
2016-04-15,69,False
2016-04-16,9,False
2016-04-17,9,False
2016-04-18,85,False
2016-04-19,35,False
2016-04-20,39,False
2016-04-21,32,False
2016-04-22,41,False
2016-04-23,9,False
2016-04-24,22,False
2016-04-25,38,False
2016-04-26,57,False
2016-04-27,58,False
2016-04-28,99,False
2016-04-29,70,False
2016-04-30,9,False
2016-05-01,9,False
2016-05-02,55,False
2016-05-03,47,False
2016-05-04,31,False
