stock,OPEN,average,Weighted Ave,Ind average,Self,Ind Self,ranked average,ranked Ind average,ranked 2 weeks,1 week,2 weeks,4 weeks,8 weeks,price
ACN,1.51495840106562,0.9977119775468489,0.9909355751641329,0.9990154809935411,81,22,54.45977011494253,14.434782608695652,83,0.952239485299125,0.946781145059904,0.942687430725538,0.942847945692038,124.580002
AVP,0.389734191647736,1.0320145606067297,1.02547113591507,1.067089421285346,6,1,29.67816091954023,2,86,1.01465201437729,0.941391941391941,1.02930402882967,1.07142857128205,5.46
AMGN,1.3045830207971,1.0028027734068539,0.9959430120307973,0.9897454381310195,71,9,49.47126436781609,9.333333333333334,58,0.97144184261657,0.985621534615529,1.04167777041006,1.11178104433516,150.919998
AMZN,1.96539529532487,0.9956156953485379,0.9883192615743311,1.0126062212930562,82,10,52.45977011494253,6.3,27,1.00811767570348,1.00313728635045,1.07405231876305,1.07843137241082,765.0
ATVI,1.70190416636687,0.997173726792178,0.9898481860641293,0.9860566911658816,59,12,50.44827586206897,13.956521739130435,57,0.997031038577568,0.986774682912102,1.062348234187,1.07368421282683,37.049999
AVGO,2.20242217720167,0.993351014806692,0.9863898976673916,0.9782403090190733,67,17,57.44827586206897,14.3,38,1.01244813307951,1.00082984239523,1.00016596921576,1.14904565386961,180.75
BIDU,1.06825493676845,1.0157165413600635,1.008960956699597,1.0085921826734185,12,6,35.37931034482759,9.826086956521738,23,0.993089808954209,1.0048671917373,1.07384935153046,1.10239159477211,166.419998
BIIB,1.22579461016838,1.0132036727403129,1.0063704023128823,1.0059364196490983,79,12,35.95402298850575,5.916666666666667,26,0.984528259440894,1.00326821185029,1.00778801908353,0.942771743409639,287.619995
BMRN,1.24596850733123,1.0201229488242252,1.013327536367966,1.0161306217425794,10,3,34.3448275862069,5.5,68,0.998710724632822,0.981481457747795,1.03293479845778,1.08052041747101,85.32
CA,1.16733455867984,1.0074810245788712,1.0007119511481348,1.0080223669614254,40,7,42.85057471264368,11.08695652173913,50,0.989911402932174,0.991439956448791,1.01620308869346,0.976459858283191,32.709999
CELG,1.54483880808798,1.0149089772317545,1.0083037915510131,1.0082630672163206,78,10,37.94252873563219,5.25,33,1.00528419796022,1.00187506115293,1.01167642544591,0.996505548673169,234.037412
CERN,0.990037858575198,1.0079666170118002,1.0007731041819565,0.9983274932205487,28,5,40.40229885057471,6.25,69,0.986176032107163,0.980890444359385,1.04797723232857,1.10002037169672,193.6126673
CHKP,1.28842905059043,1.002865574706711,0.9962140003662279,1.0049802266286665,29,14,48.85057471264368,12.782608695652174,32,1.00596772785488,1.00198921153451,1.07921839529715,1.17633980982565,85.459999
CHTR,2.10570309350122,1.0011111496401004,0.9956591790330445,1.042996426745254,2,1,49.195402298850574,5.846153846153846,36,0.997163604626056,1.00126442132269,1.02545968188241,1.11564485190067,292.619995
CMCSA,1.49939394431547,0.9999543191265439,0.9930491883516273,1.0097174600402974,30,5,51.367816091954026,9.23076923076923,43,1.01153678990572,0.997721178885232,1.03888339289109,1.07164220262986,70.209999
COST,1.34099532533162,0.9966425118505509,0.9897172276654117,1.0094478495020052,24,3,55.3448275862069,6.7,28,1.0198142743926,1.00311545884479,1.01021870504528,1.06810388611463,160.490005
CSCO,1.30070725875113,1.0037339279326485,0.9969283050914791,1.00470675444976,59,14,47.804597701149426,12.434782608695652,45,0.992833843933751,0.996742638254998,0.984364756463689,1.03224755600008,30.700001
CSX,1.33328892626596,0.9989836918205603,0.9921682523561484,1.0094772719103748,78,10,51.48275862068966,5.8,46,1.00273232171392,0.99453562732096,1.06065579530467,1.31557389655794,108.4477422
CTRP,1.57439207071384,1.0168630801056566,1.0105126413961518,1.0170374401274198,6,1,37.7816091954023,2.25,66,0.975216506840362,0.981713138332951,1.05486041729521,1.05365736189726,82.61150824
CTSH,1.2191840446069,1.0086942911521974,1.0016349319378122,1.0045563598591505,56,14,44.839080459770116,12.565217391304348,44,0.997706070402971,0.997176636110669,1.00794072671768,1.03070411201131,113.6155057
CTXS,1.29793410426339,1.003993406253165,0.9971134272074152,1.0017475767257655,60,13,44.7816091954023,11.130434782608695,64,0.990678516930799,0.982441003599859,0.998482582054941,0.860394532880934,92.259997
