stock,OPEN,average,Weighted Ave,Ind average,Self,Ind Self,ranked average,ranked Ind average,ranked 2 weeks,1 week,2 weeks,4 weeks,8 weeks,price
ACN,1.41293158471559,1.012717075607605,0.9992965764801267,1.018965698993058,63,17,46.735632183908045,11.043478260869565,32,1.03614766276638,1.04260260751023,1.08202081818302,0.998278647058723,116.190002
AVP,0.394730783848348,1.0372310233561937,1.0233905260550573,1.0209902488281986,48,2,23.919540229885058,2,72,1.01627486407595,1.00361663643761,1.01446654654973,0.974683544231465,5.53
AMGN,1.27562502029128,1.0160671613012446,1.0023889940526836,0.9975712496077871,62,7,42.839080459770116,7.166666666666667,75,0.995798536687727,0.991529444183288,1.01626342670941,1.07833568832243,147.570007
AMZN,1.90085840644698,1.0153564305529035,1.0017132466299266,1.0109617886741973,69,7,44.41379310344828,4.6,37,1.07098450958181,1.03812783355593,1.05754989603723,1.0785532711635,739.880005
ATVI,1.76896971152361,1.0081716161541436,0.9947305513969193,1.0090687726880445,15,4,48.35632183908046,13.391304347826088,76,0.999480757925773,0.990911503004165,0.990911503093722,0.99948075775293,38.509998
AVGO,2.02635028866337,1.005898498728676,0.9921936236333242,1.0129701077149664,52,15,50.0919540229885,13.15,19,1.06686707625964,1.05772694419428,1.09404689527393,1.0868310384676,166.300003
BIDU,1.05406893854506,1.0196308231304851,1.0061765912565177,1.0212314868990044,7,2,37.735632183908045,10.434782608695652,31,1.02003527714362,1.04469883455949,1.05352897288737,1.11442660104202,164.210007
BIIB,1.37721830125594,1.0169572970215222,1.0033750629476201,1.0082160758214702,71,9,41.689655172413794,6,86,0.993346761642309,0.941667936146089,0.895868807864654,0.932755743717986,323.149994
BMRN,1.33782438118357,1.0186392581633366,1.0049942963321177,1.009823577703534,5,1,40.252873563218394,7,83,0.963868595592146,0.959502249027342,0.920860169403331,1.00425716607029,91.610001
CA,1.11808599332086,1.0170103128243697,1.00345515232566,1.0195521682687503,73,21,40.67816091954023,10.652173913043478,33,1.00861793852439,1.0398979253112,1.05234602578551,1.0609639960865,31.33
CELG,1.58104699511142,1.0179362927178213,1.004050713044587,1.0027106098700118,83,10,47.50574712643678,7.5,54,1.03922384188535,1.02398398537556,0.964940049713399,1.01257490011472,239.5228195
CERN,0.988830290327313,1.0221282679743322,1.0083913361663692,1.0074613884892134,9,2,31.64367816091954,5.583333333333333,50,1.03053124243246,1.02605330704632,0.989822918505999,1.01282306037745,193.3765142
CHKP,1.23747086691775,1.0101851919412925,0.9969076323548791,1.0148883786633975,25,9,49.89655172413793,13.08695652173913,69,1.02936154885815,1.0062133767287,1.03935180248763,1.08345513969131,82.080002
CHTR,1.87096853825835,0.9891519635745009,0.9753113851238927,1.0024085161278686,14,4,47.59770114942529,7.3076923076923075,7,1.05100003890687,1.08107687288444,1.09653848484815,1.1544230533406,260.0
CMCSA,1.42614339165555,1.0125457113079182,0.9989727155127542,1.0113142522847403,16,7,46.666666666666664,7.769230769230769,24,1.03563948814929,1.05241090184424,1.05166223530492,1.07457327163854,66.779999
COST,1.27164355963606,1.0064045214922923,0.9928826924265042,1.0076633578328713,19,1,53.71264367816092,5.9,74,1.00565083756722,0.995728964158724,1.06472166944967,1.06715291310248,152.190002
CSCO,1.33968610692938,1.0093775289070948,0.9958919152005383,1.0131719067888931,68,14,50.333333333333336,14.565217391304348,85,0.954775459869214,0.947185327221211,0.969006894888425,0.966160595953315,31.620001
CSX,1.25606023639481,1.0083083478662416,0.9948415866710202,1.005725504366558,10,1,50.85057471264368,6.1,29,1.0168213747236,1.04669373621993,1.07859625900756,1.0896171699234,102.1660752
CTRP,1.54484373237842,1.0144744735794362,1.0008020228286434,1.001797029327233,60,2,43,2.25,1,1.04217756366874,1.13609620263262,1.058116799448,1.07356547548679,81.06104769
CTSH,1.1572245148246,1.0106173717970373,0.9970997701562049,1.009447235340533,17,3,48.55172413793103,12.782608695652174,30,0.995538166896815,1.04591925878387,1.05651609882384,1.0583751432925,107.8415101
CTXS,1.20606871416045,1.0142785778732542,1.000667354469522,1.0194110157639382,14,3,43.229885057471265,10,47,1.03219406144361,1.03009445843335,1.06228851950304,1.06730432405079,85.730004
DISCA,0.893109549893509,1.0234416766004388,1.0099415153570803,1.024969474681184,79,11,32.60919540229885,5.153846153846154,66,1.00756480525822,1.00864553361101,1.04466858804955,0.96469744191819,53.28636172
DISCK,0.929345082453574,1.021923358334633,1.00836216058802,1.0115672025377114,75,12,34.02298850574713,7.461538461538462,49,1.01462861980342,1.02700671425294,1.05251309057264,0.982370630100551,52.59473723
DISH,1.14559266124823,1.0111052450850022,0.9976037148364351,1.0059808435588635,53,7,47.310344827586206,7.230769230769231,9,1.03680529997075,1.07508277552448,1.07857933422419,1.13746781334256,54.34
DLTR,1.37175171750065,1.0101510068317456,0.9969482126606243,1.003889220775267,52,6,49.28735632183908,6.6,2,1.14448479442002,1.12633023129936,1.08689113223718,0.981595080281386,159.4526565
EA,1.9345988893173,1.0127619931990504,0.9993168054427619,1.0238018671900802,26,11,44.333333333333336,10.91304347826087,28,1.01237113423265,1.0485825394085,1.06443299159238,1.02100522007068,77.599998
EBAY,1.32768732853066,1.023474767791945,1.0101522955393871,1.016536035960868,22,3,34.41379310344828,5.9,67,1.03698492551973,1.00704476952723,1.07502645546244,1.08207115469632,69.98784109
ESRX,1.1512401934079,1.0152676809593502,1.0018700773308915,1.0121313150772437,23,5,42.87356321839081,6,71,0.990267324042316,1.00363350658801,0.954061755879684,0.947313805833138,77.059998
