stock,OPEN,average,Weighted Ave,Ind average,Self,Ind Self,ranked average,ranked Ind average,ranked 2 weeks,1 week,2 weeks,4 weeks,8 weeks,price
ACN,1.37535550955124,1.0093057582334493,0.999375837301197,1.0214394482319664,50,15,43.0919540229885,10.565217391304348,22,1.00663129996762,1.02175066388155,0.998762166403746,1.05048629589511,113.099998
AVP,0.392589387190943,1.0172946944681664,1.0078117648618887,1.077179304540728,68,4,36.05747126436781,2,5,1.02545454523636,1.06181818198909,1.02909090894545,1.12363636372364,5.5
AMGN,1.508759040123,1.0077331641014786,0.9979079705509171,1.0086698991220482,34,8,47.770114942528735,7.833333333333333,62,1.0036667809046,0.988312174791934,0.988770533085764,0.961326915104009,174.539993
AMZN,1.97469558439951,1.0050117796629792,0.9953904887501628,1.0141331034007475,37,2,50.10344827586207,5.5,40,0.98858991606444,1.00827455030951,1.00525614499423,1.10224822049357,768.619995
ATVI,1.84889728866839,0.9981566218528526,0.9883727938555625,1.0108017826574949,43,6,56.11494252873563,15.434782608695652,13,0.998012372639802,1.03354032319004,1.08173915559509,1.10807448443423,40.25
AVGO,2.1300437974649,0.9994687433301388,0.9897689364022814,0.9866837388816776,65,14,55.0919540229885,13.15,21,1.00858074504983,1.02213829284896,0.942451815731415,0.999084698117608,174.809998
BIDU,1.11049216609738,1.0158984126329293,1.005874428834142,1.0259315382961756,9,2,37.87356321839081,9.91304347826087,45,1.02890173413464,1.00520227749054,1.06890172294393,1.06433528856936,173.0
BIIB,1.33511115610619,1.0039112052265258,0.9940170896426844,1.008141514611867,79,9,50.7816091954023,8.25,63,1.02410067475063,0.986816566937678,0.969930145608145,0.989210667654191,313.269989
BMRN,1.35447232835175,1.014954457391791,1.0051311090863595,1.019785031674169,55,10,38.85057471264368,6.333333333333333,9,1.06199460878791,1.0435579623059,1.04075470625934,1.03256061447436,92.75
CA,1.22122259206913,1.0058179142591215,0.995980012361029,1.01924610885966,53,13,49.724137931034484,12.956521739130435,44,0.998538778490814,1.0052601110158,0.974868498972167,0.974868498490108,34.220001
CELG,1.50204731313286,1.0147102613274892,1.0053318964176712,1.0073538807253761,21,5,39.67816091954023,6.916666666666667,81,1.00341864445595,0.959326789108469,0.939253156668775,0.92347472126192,227.5546575
CERN,1.34004317851112,1.01149171204034,1.0015338630142825,1.016897009252138,37,10,40.632183908045974,6,70,0.977470712367949,0.97987377625123,0.945178703687565,0.922499190722505,262.060013
CHKP,1.13540358481758,1.0179211633263012,1.0077510634625042,1.031828867537349,24,8,37.55172413793103,9.08695652173913,16,1.00876381693504,1.02668970961777,1.0304076491942,1.04488121267822,75.309998
CHTR,1.87449452238936,0.9936952795879476,0.9830733944811088,0.9436816027545469,81,13,55.05747126436781,11.076923076923077,72,0.971553655478278,0.978924372948428,1.03535652955419,1.03443510778668,260.48999
CMCSA,1.43596705957771,1.0090337922548873,0.99915290462771,0.9914121898436463,23,5,44.241379310344826,6.769230769230769,68,0.988548527271783,0.981409874284712,0.980071445427763,0.978435498784626,67.239998
COST,1.40274344138533,1.0000615032066542,0.9900561415881888,1.0069217689890921,25,5,54.45977011494253,7,66,1.00482485662556,0.981891774447169,0.905349061268494,0.897307568271477,167.880005
CSCO,1.32273869689786,1.0040348650940798,0.9941983486417113,1.0157328640635905,66,20,50.81609195402299,14.08695652173913,34,0.985906533401539,1.01537482389093,1.00896864226663,1.01313260791552,31.219999
