date,KHC,isPartial
2013-06-29,20,False
2013-06-30,40,False
2013-07-01,33,False
2013-07-02,43,False
2013-07-03,39,False
2013-07-04,23,False
2013-07-05,30,False
2013-07-06,35,False
2013-07-07,34,False
2013-07-08,33,False
2013-07-09,66,False
2013-07-10,50,False
2013-07-11,78,False
2013-07-12,41,False
2013-07-13,41,False
2013-07-14,54,False
2013-07-15,55,False
2013-07-16,44,False
2013-07-17,39,False
2013-07-18,45,False
2013-07-19,23,False
2013-07-20,41,False
2013-07-21,62,False
2013-07-22,22,False
2013-07-23,71,False
2013-07-24,17,False
2013-07-25,62,False
2013-07-26,41,False
2013-07-27,61,False
2013-07-28,33,False
2013-07-29,38,False
2013-07-30,43,False
2013-07-31,44,False
2013-08-01,28,False
2013-08-02,46,False
2013-08-03,14,False
2013-08-04,61,False
2013-08-05,100,False
2013-08-06,28,False
2013-08-07,50,False
2013-08-08,74,False
2013-08-09,47,False
2013-08-10,34,False
2013-08-11,27,False
2013-08-12,44,False
2013-08-13,55,False
2013-08-14,55,False
2013-08-15,59,False
2013-08-16,47,False
2013-08-17,40,False
2013-08-18,79,False
2013-08-19,49,False
2013-08-20,92,False
2013-08-21,81,False
2013-08-22,27,False
2013-08-23,51,False
2013-08-24,46,False
2013-08-25,84,False
2013-08-26,68,False
2013-08-27,26,False
2013-08-28,32,False
2013-08-29,43,False
2013-08-30,39,False
2013-08-31,45,False
2013-09-01,32,False
2013-09-02,49,False
2013-09-03,26,False
2013-09-04,48,False
2013-09-05,75,False
2013-09-06,89,False
2013-09-07,76,False
2013-09-08,49,False
2013-09-09,31,False
2013-09-10,51,False
2013-09-11,36,False
2013-09-12,79,False
2013-09-13,75,False
2013-09-14,43,False
2013-09-15,54,False
2013-09-16,72,False
2013-09-17,51,False
2013-09-18,41,False
2013-09-19,68,False
2013-09-20,55,False
2013-09-21,62,False
2013-09-22,36,False
2013-09-23,62,False
2013-09-24,41,False
2013-09-25,47,False
2013-09-26,32,False
2013-09-27,38,False
2013-09-28,75,False
2013-09-29,49,False
2013-09-30,15,False
2013-10-01,71,False
2013-10-02,62,False
2013-10-03,68,False
2013-10-04,59,False
2013-10-05,37,False
2013-10-06,48,False
2013-10-07,56,False
2013-10-08,51,False
2013-10-09,47,False
2013-10-10,78,False
2013-10-11,49,False
2013-10-12,50,False
2013-10-13,55,False
2013-10-14,58,False
2013-10-15,78,False
2013-10-16,62,False
2013-10-17,84,False
2013-10-18,76,False
2013-10-19,43,False
2013-10-20,48,False
2013-10-21,30,False
2013-10-22,50,False
2013-10-23,36,False
2013-10-24,57,False
2013-10-25,37,False
2013-10-26,37,False
2013-10-27,48,False
2013-10-28,65,False
2013-10-29,65,False
2013-10-30,56,False
2013-10-31,48,False
2013-11-01,39,False
2013-11-02,55,False
2013-11-03,47,False
2013-11-04,40,False
2013-11-05,55,False
2013-11-06,80,False
2013-11-07,36,False
2013-11-08,37,False
2013-11-09,48,False
2013-11-10,41,False
