date,KHC,isPartial
2015-04-10,14,False
2015-04-11,6,False
2015-04-12,6,False
2015-04-13,18,False
2015-04-14,5,False
2015-04-15,10,False
2015-04-16,18,False
2015-04-17,16,False
2015-04-18,12,False
2015-04-19,9,False
2015-04-20,13,False
2015-04-21,18,False
2015-04-22,26,False
2015-04-23,8,False
2015-04-24,19,False
2015-04-25,6,False
2015-04-26,12,False
2015-04-27,13,False
2015-04-28,21,False
2015-04-29,21,False
2015-04-30,3,False
2015-05-01,15,False
2015-05-02,13,False
2015-05-03,9,False
2015-05-04,10,False
2015-05-05,16,False
2015-05-06,8,False
2015-05-07,3,False
2015-05-08,19,False
2015-05-09,19,False
2015-05-10,9,False
2015-05-11,16,False
2015-05-12,15,False
2015-05-13,21,False
2015-05-14,19,False
2015-05-15,22,False
2015-05-16,12,False
2015-05-17,3,False
2015-05-18,23,False
2015-05-19,5,False
2015-05-20,8,False
2015-05-21,19,False
2015-05-22,11,False
2015-05-23,12,False
2015-05-24,6,False
2015-05-25,16,False
2015-05-26,10,False
2015-05-27,23,False
2015-05-28,18,False
2015-05-29,8,False
2015-05-30,6,False
2015-05-31,19,False
2015-06-01,8,False
2015-06-02,13,False
2015-06-03,5,False
2015-06-04,22,False
2015-06-05,28,False
2015-06-06,13,False
2015-06-07,13,False
2015-06-08,18,False
2015-06-09,21,False
2015-06-10,21,False
2015-06-11,16,False
2015-06-12,8,False
2015-06-13,13,False
2015-06-14,12,False
2015-06-15,15,False
2015-06-16,5,False
2015-06-17,13,False
2015-06-18,18,False
2015-06-19,19,False
2015-06-20,13,False
2015-06-21,9,False
2015-06-22,13,False
2015-06-23,21,False
2015-06-24,5,False
2015-06-25,11,False
2015-06-26,27,False
2015-06-27,6,False
2015-06-28,9,False
2015-06-29,13,False
2015-06-30,10,False
2015-07-01,11,False
2015-07-02,11,False
2015-07-03,20,False
2015-07-04,29,False
2015-07-05,16,False
2015-07-06,100,False
2015-07-07,54,False
2015-07-08,41,False
2015-07-09,32,False
2015-07-10,43,False
2015-07-11,38,False
2015-07-12,22,False
2015-07-13,31,False
2015-07-14,31,False
2015-07-15,29,False
2015-07-16,32,False
2015-07-17,14,False
2015-07-18,13,False
2015-07-19,24,False
2015-07-20,30,False
2015-07-21,24,False
2015-07-22,26,False
2015-07-23,42,False
2015-07-24,22,False
2015-07-25,6,False
2015-07-26,22,False
2015-07-27,13,False
2015-07-28,31,False
2015-07-29,26,False
2015-07-30,40,False
2015-07-31,25,False
2015-08-01,19,False
2015-08-02,16,False
2015-08-03,5,False
2015-08-04,23,False
2015-08-05,26,False
2015-08-06,18,False
2015-08-07,8,False
2015-08-08,9,False
2015-08-09,12,False
2015-08-10,34,False
2015-08-11,31,False
2015-08-12,26,False
2015-08-13,24,False
2015-08-14,22,False
2015-08-15,9,False
2015-08-16,15,False
2015-08-17,26,False
2015-08-18,13,False
2015-08-19,10,False
2015-08-20,21,False
2015-08-21,5,False
2015-08-22,12,False
2015-08-23,3,False
2015-08-24,43,False
2015-08-25,20,False
2015-08-26,31,False
2015-08-27,26,False
2015-08-28,16,False
2015-08-29,15,False
2015-08-30,15,False
2015-08-31,25,False
2015-09-01,15,False
2015-09-02,28,False
2015-09-03,25,False
2015-09-04,23,False
2015-09-05,15,False
2015-09-06,12,False
2015-09-07,29,False
2015-09-08,17,False
2015-09-09,12,False
2015-09-10,40,False
2015-09-11,13,False
2015-09-12,17,False
2015-09-13,17,False
2015-09-14,32,False
2015-09-15,20,False
2015-09-16,12,False
2015-09-17,15,False
2015-09-18,16,False
2015-09-19,6,False
2015-09-20,17,False
2015-09-21,15,False
2015-09-22,15,False
2015-09-23,20,False
2015-09-24,31,False
2015-09-25,26,False
2015-09-26,21,False
2015-09-27,21,False
2015-09-28,17,False
2015-09-29,15,False
2015-09-30,12,False
2015-10-01,27,False
2015-10-02,31,False
2015-10-03,23,False
2015-10-04,23,False
2015-10-05,20,False
2015-10-06,12,False
2015-10-07,12,False
2015-10-08,17,False
2015-10-09,28,False
2015-10-10,15,False
2015-10-11,26,False
2015-10-12,33,False
2015-10-13,22,False
2015-10-14,36,False
2015-10-15,20,False
2015-10-16,23,False
2015-10-17,31,False
2015-10-18,20,False
2015-10-19,24,False
2015-10-20,22,False
2015-10-21,29,False
2015-10-22,27,False
2015-10-23,33,False
2015-10-24,20,False
2015-10-25,8,False
2015-10-26,31,False
2015-10-27,12,False
2015-10-28,41,False
2015-10-29,15,False
2015-10-30,28,False
2015-10-31,20,False
2015-11-01,9,False
2015-11-02,24,False
2015-11-03,19,False
2015-11-04,12,False
2015-11-05,33,False
2015-11-06,30,False
2015-11-07,25,False
2015-11-08,20,False
2015-11-09,19,False
2015-11-10,24,False
2015-11-11,27,False
2015-11-12,12,False
2015-11-13,23,False
2015-11-14,14,False
2015-11-15,11,False
2015-11-16,17,False
2015-11-17,24,False
2015-11-18,28,False
2015-11-19,29,False
2015-11-20,10,False
2015-11-21,14,False
2015-11-22,8,False
2015-11-23,24,False
2015-11-24,14,False
2015-11-25,12,False
2015-11-26,8,False
2015-11-27,18,False
2015-11-28,31,False
2015-11-29,8,False
2015-11-30,9,False
2015-12-01,9,False
2015-12-02,21,False
2015-12-03,15,False
2015-12-04,23,False
2015-12-05,17,False
2015-12-06,14,False
2015-12-07,19,False
2015-12-08,15,False
2015-12-09,24,False
2015-12-10,24,False
2015-12-11,25,False
2015-12-12,11,False
2015-12-13,14,False
2015-12-14,19,False
2015-12-15,22,False
2015-12-16,7,False
2015-12-17,23,False
2015-12-18,13,False
2015-12-19,6,False
2015-12-20,6,False
2015-12-21,15,False
2015-12-22,24,False
2015-12-23,19,False
2015-12-24,9,False
2015-12-25,7,False
2015-12-26,9,False
