date,KHC,isPartial
2011-01-01,45,False
2011-01-02,0,False
2011-01-03,32,False
2011-01-04,31,False
2011-01-05,15,False
2011-01-06,31,False
2011-01-07,0,False
2011-01-08,19,False
2011-01-09,0,False
2011-01-10,59,False
2011-01-11,29,False
2011-01-12,29,False
2011-01-13,30,False
2011-01-14,61,False
2011-01-15,18,False
2011-01-16,36,False
2011-01-17,43,False
2011-01-18,29,False
2011-01-19,15,False
2011-01-20,73,False
2011-01-21,45,False
2011-01-22,90,False
2011-01-23,18,False
2011-01-24,72,False
2011-01-25,43,False
2011-01-26,29,False
2011-01-27,44,False
2011-01-28,46,False
2011-01-29,35,False
2011-01-30,51,False
2011-01-31,55,False
2011-02-01,14,False
2011-02-02,0,False
2011-02-03,29,False
2011-02-04,15,False
2011-02-05,34,False
2011-02-06,0,False
2011-02-07,14,False
2011-02-08,28,False
2011-02-09,43,False
2011-02-10,44,False
2011-02-11,45,False
2011-02-12,54,False
2011-02-13,35,False
2011-02-14,43,False
2011-02-15,42,False
2011-02-16,14,False
2011-02-17,43,False
2011-02-18,30,False
2011-02-19,18,False
2011-02-20,70,False
2011-02-21,57,False
2011-02-22,42,False
2011-02-23,29,False
2011-02-24,29,False
2011-02-25,60,False
2011-02-26,17,False
2011-02-27,17,False
2011-02-28,55,False
2011-03-01,56,False
2011-03-02,43,False
2011-03-03,86,False
2011-03-04,30,False
2011-03-05,36,False
2011-03-06,18,False
2011-03-07,29,False
2011-03-08,14,False
2011-03-09,28,False
2011-03-10,28,False
2011-03-11,14,False
2011-03-12,54,False
2011-03-13,18,False
2011-03-14,29,False
2011-03-15,28,False
2011-03-16,70,False
2011-03-17,0,False
2011-03-18,60,False
2011-03-19,35,False
2011-03-20,69,False
2011-03-21,14,False
2011-03-22,14,False
2011-03-23,28,False
2011-03-24,86,False
2011-03-25,0,False
2011-03-26,17,False
2011-03-27,0,False
2011-03-28,41,False
2011-03-29,28,False
2011-03-30,14,False
2011-03-31,43,False
2011-04-01,30,False
2011-04-02,55,False
2011-04-03,53,False
2011-04-04,55,False
2011-04-05,69,False
2011-04-06,85,False
2011-04-07,14,False
2011-04-08,0,False
2011-04-09,36,False
2011-04-10,0,False
2011-04-11,28,False
2011-04-12,42,False
2011-04-13,14,False
2011-04-14,14,False
2011-04-15,30,False
2011-04-16,0,False
2011-04-17,18,False
2011-04-18,29,False
2011-04-19,29,False
2011-04-20,15,False
2011-04-21,16,False
2011-04-22,51,False
2011-04-23,38,False
2011-04-24,19,False
2011-04-25,31,False
2011-04-26,42,False
2011-04-27,28,False
2011-04-28,28,False
2011-04-29,15,False
2011-04-30,36,False
2011-05-01,18,False
2011-05-02,14,False
2011-05-03,41,False
2011-05-04,14,False
2011-05-05,14,False
2011-05-06,0,False
2011-05-07,54,False
2011-05-08,36,False
2011-05-09,69,False
2011-05-10,69,False
2011-05-11,14,False
2011-05-12,28,False
2011-05-13,15,False
2011-05-14,18,False
2011-05-15,34,False
2011-05-16,27,False
2011-05-17,28,False
2011-05-18,28,False
2011-05-19,14,False
2011-05-20,74,False
2011-05-21,36,False
2011-05-22,17,False
2011-05-23,55,False
2011-05-24,41,False
2011-05-25,28,False
2011-05-26,28,False
2011-05-27,15,False
2011-05-28,71,False
2011-05-29,37,False
2011-05-30,29,False
2011-05-31,14,False
2011-06-01,56,False
2011-06-02,29,False
2011-06-03,0,False
2011-06-04,55,False
2011-06-05,53,False
2011-06-06,14,False
2011-06-07,0,False
2011-06-08,28,False
2011-06-09,28,False
2011-06-10,73,False
2011-06-11,54,False
2011-06-12,71,False
2011-06-13,28,False
2011-06-14,41,False
2011-06-15,14,False
2011-06-16,28,False
2011-06-17,0,False
2011-06-18,53,False
