date,KHC,isPartial
2011-09-18,50,False
2011-09-19,75,False
2011-09-20,34,False
2011-09-21,54,False
2011-09-22,56,False
2011-09-23,36,False
2011-09-24,51,False
2011-09-25,50,False
2011-09-26,41,False
2011-09-27,40,False
2011-09-28,34,False
2011-09-29,69,False
2011-09-30,14,False
2011-10-01,43,False
2011-10-02,59,False
2011-10-03,34,False
2011-10-04,34,False
2011-10-05,47,False
2011-10-06,48,False
2011-10-07,49,False
2011-10-08,66,False
2011-10-09,32,False
2011-10-10,40,False
2011-10-11,32,False
2011-10-12,26,False
2011-10-13,54,False
2011-10-14,63,False
2011-10-15,0,False
2011-10-16,64,False
2011-10-17,40,False
2011-10-18,79,False
2011-10-19,59,False
2011-10-20,47,False
2011-10-21,50,False
2011-10-22,58,False
2011-10-23,71,False
2011-10-24,20,False
2011-10-25,39,False
2011-10-26,20,False
2011-10-27,74,False
2011-10-28,43,False
2011-10-29,41,False
2011-10-30,40,False
2011-10-31,62,False
2011-11-01,96,False
2011-11-02,67,False
2011-11-03,40,False
2011-11-04,41,False
2011-11-05,48,False
2011-11-06,24,False
2011-11-07,59,False
2011-11-08,85,False
2011-11-09,26,False
2011-11-10,53,False
2011-11-11,42,False
2011-11-12,57,False
2011-11-13,47,False
2011-11-14,65,False
2011-11-15,46,False
2011-11-16,26,False
2011-11-17,53,False
2011-11-18,34,False
2011-11-19,47,False
2011-11-20,47,False
2011-11-21,26,False
2011-11-22,45,False
2011-11-23,33,False
2011-11-24,41,False
2011-11-25,28,False
2011-11-26,64,False
2011-11-27,62,False
2011-11-28,44,False
2011-11-29,45,False
2011-11-30,32,False
2011-12-01,20,False
2011-12-02,41,False
2011-12-03,31,False
2011-12-04,54,False
2011-12-05,64,False
2011-12-06,51,False
2011-12-07,39,False
2011-12-08,20,False
2011-12-09,55,False
2011-12-10,39,False
2011-12-11,54,False
2011-12-12,64,False
2011-12-13,25,False
2011-12-14,51,False
2011-12-15,53,False
2011-12-16,27,False
2011-12-17,40,False
2011-12-18,16,False
2011-12-19,79,False
2011-12-20,66,False
2011-12-21,27,False
2011-12-22,28,False
2011-12-23,22,False
2011-12-24,35,False
2011-12-25,57,False
2011-12-26,54,False
2011-12-27,28,False
2011-12-28,56,False
2011-12-29,28,False
2011-12-30,37,False
2011-12-31,17,False
2012-01-01,27,False
2012-01-02,48,False
2012-01-03,38,False
2012-01-04,64,False
2012-01-05,45,False
2012-01-06,94,False
2012-01-07,76,False
2012-01-08,22,False
2012-01-09,31,False
2012-01-10,49,False
2012-01-11,37,False
2012-01-12,25,False
2012-01-13,64,False
2012-01-14,45,False
2012-01-15,44,False
2012-01-16,36,False
2012-01-17,73,False
2012-01-18,24,False
2012-01-19,31,False
2012-01-20,38,False
2012-01-21,44,False
2012-01-22,51,False
2012-01-23,49,False
2012-01-24,42,False
2012-01-25,25,False
2012-01-26,25,False
2012-01-27,51,False
2012-01-28,44,False
2012-01-29,36,False
2012-01-30,48,False
2012-01-31,30,False
2012-02-01,42,False
2012-02-02,24,False
2012-02-03,32,False
2012-02-04,58,False
2012-02-05,50,False
2012-02-06,42,False
2012-02-07,42,False
2012-02-08,60,False
2012-02-09,60,False
2012-02-10,44,False
2012-02-11,29,False
2012-02-12,49,False
2012-02-13,35,False
2012-02-14,36,False
2012-02-15,55,False
2012-02-16,43,False
2012-02-17,57,False
2012-02-18,29,False
2012-02-19,51,False
2012-02-20,49,False
2012-02-21,49,False
2012-02-22,36,False
2012-02-23,24,False
2012-02-24,31,False
2012-02-25,43,False
2012-02-26,43,False
2012-02-27,24,False
2012-02-28,47,False
2012-02-29,24,False
2012-03-01,50,False
2012-03-02,52,False
2012-03-03,30,False
2012-03-04,52,False
2012-03-05,31,False
2012-03-06,47,False
2012-03-07,24,False
2012-03-08,30,False
2012-03-09,82,False
2012-03-10,43,False
2012-03-11,14,False
2012-03-12,47,False
2012-03-13,53,False
2012-03-14,30,False
2012-03-15,54,False
2012-03-16,44,False
2012-03-17,37,False
2012-03-18,57,False
2012-03-19,30,False
2012-03-20,30,False
2012-03-21,12,False
2012-03-22,43,False
2012-03-23,58,False
2012-03-24,66,False
2012-03-25,59,False
2012-03-26,41,False
2012-03-27,54,False
2012-03-28,30,False
2012-03-29,43,False
2012-03-30,13,False
2012-03-31,44,False
2012-04-01,66,False
2012-04-02,48,False
2012-04-03,42,False
2012-04-04,37,False
2012-04-05,57,False
2012-04-06,42,False
2012-04-07,68,False
2012-04-08,62,False
2012-04-09,100,False
2012-04-10,56,False
2012-04-11,59,False
2012-04-12,48,False
2012-04-13,44,False
2012-04-14,50,False
2012-04-15,43,False
2012-04-16,59,False
2012-04-17,53,False
2012-04-18,59,False
2012-04-19,24,False
2012-04-20,50,False
2012-04-21,43,False
2012-04-22,42,False
2012-04-23,35,False
2012-04-24,58,False
2012-04-25,47,False
2012-04-26,60,False
2012-04-27,44,False
2012-04-28,37,False
2012-04-29,36,False
2012-04-30,50,False
2012-05-01,26,False
2012-05-02,35,False
2012-05-03,36,False
2012-05-04,75,False
2012-05-05,72,False
2012-05-06,49,False
2012-05-07,35,False
2012-05-08,29,False
2012-05-09,23,False
2012-05-10,48,False
2012-05-11,31,False
2012-05-12,44,False
2012-05-13,51,False
2012-05-14,64,False
2012-05-15,41,False
2012-05-16,53,False
2012-05-17,55,False
2012-05-18,38,False
2012-05-19,59,False
2012-05-20,73,False
2012-05-21,46,False
2012-05-22,58,False
2012-05-23,30,False
2012-05-24,30,False
2012-05-25,25,False
2012-05-26,68,False
2012-05-27,68,False
2012-05-28,56,False
2012-05-29,34,False
2012-05-30,76,False
2012-05-31,41,False
2012-06-01,43,False
2012-06-02,51,False
2012-06-03,85,False
2012-06-04,46,False
