date,KHC,isPartial
2014-12-01,19,False
2014-12-02,12,False
2014-12-03,11,False
2014-12-04,18,False
2014-12-05,16,False
2014-12-06,15,False
2014-12-07,18,False
2014-12-08,17,False
2014-12-09,14,False
2014-12-10,14,False
2014-12-11,16,False
2014-12-12,13,False
2014-12-13,13,False
2014-12-14,11,False
2014-12-15,17,False
2014-12-16,20,False
2014-12-17,9,False
2014-12-18,11,False
2014-12-19,15,False
2014-12-20,15,False
2014-12-21,10,False
2014-12-22,18,False
2014-12-23,14,False
2014-12-24,15,False
2014-12-25,12,False
2014-12-26,9,False
2014-12-27,20,False
2014-12-28,13,False
2014-12-29,10,False
2014-12-30,17,False
2014-12-31,17,False
2015-01-01,18,False
2015-01-02,12,False
2015-01-03,16,False
2015-01-04,21,False
2015-01-05,15,False
2015-01-06,15,False
2015-01-07,20,False
2015-01-08,14,False
2015-01-09,20,False
2015-01-10,29,False
2015-01-11,12,False
2015-01-12,13,False
2015-01-13,12,False
2015-01-14,13,False
2015-01-15,16,False
2015-01-16,19,False
2015-01-17,9,False
2015-01-18,15,False
2015-01-19,21,False
2015-01-20,6,False
2015-01-21,25,False
2015-01-22,13,False
2015-01-23,17,False
2015-01-24,17,False
2015-01-25,10,False
2015-01-26,15,False
2015-01-27,16,False
2015-01-28,6,False
2015-01-29,16,False
2015-01-30,23,False
2015-01-31,5,False
2015-02-01,15,False
2015-02-02,13,False
2015-02-03,16,False
2015-02-04,19,False
2015-02-05,13,False
2015-02-06,17,False
2015-02-07,14,False
2015-02-08,10,False
2015-02-09,10,False
2015-02-10,21,False
2015-02-11,19,False
2015-02-12,24,False
2015-02-13,14,False
2015-02-14,23,False
2015-02-15,14,False
2015-02-16,12,False
2015-02-17,12,False
2015-02-18,10,False
2015-02-19,6,False
2015-02-20,15,False
2015-02-21,10,False
2015-02-22,9,False
2015-02-23,24,False
2015-02-24,9,False
2015-02-25,20,False
2015-02-26,19,False
2015-02-27,17,False
2015-02-28,19,False
2015-03-01,13,False
2015-03-02,17,False
2015-03-03,10,False
2015-03-04,22,False
2015-03-05,16,False
2015-03-06,25,False
2015-03-07,12,False
2015-03-08,7,False
2015-03-09,22,False
2015-03-10,13,False
2015-03-11,17,False
2015-03-12,25,False
2015-03-13,24,False
2015-03-14,14,False
2015-03-15,23,False
2015-03-16,19,False
2015-03-17,20,False
2015-03-18,23,False
2015-03-19,23,False
2015-03-20,19,False
2015-03-21,17,False
2015-03-22,20,False
2015-03-23,22,False
2015-03-24,17,False
2015-03-25,15,False
2015-03-26,8,False
2015-03-27,15,False
2015-03-28,13,False
2015-03-29,23,False
2015-03-30,16,False
2015-03-31,18,False
2015-04-01,27,False
2015-04-02,14,False
2015-04-03,15,False
2015-04-04,25,False
2015-04-05,27,False
2015-04-06,28,False
2015-04-07,16,False
2015-04-08,13,False
2015-04-09,16,False
2015-04-10,9,False
2015-04-11,10,False
2015-04-12,7,False
2015-04-13,23,False
2015-04-14,9,False
2015-04-15,12,False
2015-04-16,23,False
2015-04-17,21,False
2015-04-18,19,False
2015-04-19,12,False
2015-04-20,16,False
2015-04-21,13,False
2015-04-22,22,False
2015-04-23,7,False
2015-04-24,15,False
2015-04-25,12,False
2015-04-26,17,False
2015-04-27,13,False
2015-04-28,14,False
2015-04-29,13,False
2015-04-30,18,False
2015-05-01,13,False
2015-05-02,12,False
2015-05-03,12,False
2015-05-04,13,False
2015-05-05,17,False
2015-05-06,12,False
2015-05-07,12,False
2015-05-08,21,False
2015-05-09,14,False
2015-05-10,14,False
2015-05-11,17,False
2015-05-12,23,False
2015-05-13,15,False
