date,debt
2015-12-26,21
2015-12-27,24
2015-12-28,33
2015-12-29,36
2015-12-30,37
2015-12-31,32
2016-01-01,24
2016-01-02,30
2016-01-03,30
2016-01-04,44
2016-01-05,49
2016-01-06,48
2016-01-07,50
2016-01-08,45
2016-01-09,32
2016-01-10,31
2016-01-11,47
2016-01-12,50
2016-01-13,58
2016-01-14,55
2016-01-15,47
2016-01-16,33
2016-01-17,31
2016-01-18,43
2016-01-19,51
2016-01-20,51
2016-01-21,52
2016-01-22,47
2016-01-23,31
2016-01-24,33
2016-01-25,49
2016-01-26,55
2016-01-27,53
2016-01-28,52
2016-01-29,48
2016-01-30,35
2016-01-31,36
2016-02-01,53
2016-02-02,58
2016-02-03,55
2016-02-04,52
2016-02-05,48
2016-02-06,35
2016-02-07,33
2016-02-08,49
2016-02-09,52
2016-02-10,56
2016-02-11,52
2016-02-12,48
2016-02-13,34
2016-02-14,46
2016-02-15,99
2016-02-16,100
2016-02-17,98
2016-02-18,94
2016-02-19,83
2016-02-20,65
2016-02-21,55
2016-02-22,68
2016-02-23,64
2016-02-24,61
2016-02-25,58
2016-02-26,55
2016-02-27,37
2016-02-28,37
2016-02-29,51
2016-03-01,54
2016-03-02,55
2016-03-03,54
2016-03-04,49
2016-03-05,37
2016-03-06,34
2016-03-07,53
2016-03-08,55
2016-03-09,53
2016-03-10,51
2016-03-11,48
2016-03-12,33
2016-03-13,34
2016-03-14,50
2016-03-15,52
2016-03-16,51
2016-03-17,50
2016-03-18,45
2016-03-19,32
2016-03-20,34
2016-03-21,49
2016-03-22,50
2016-03-23,49
2016-03-24,46
2016-03-25,36
2016-03-26,30
2016-03-27,30
2016-03-28,43
2016-03-29,52
2016-03-30,51
2016-03-31,50
2016-04-01,42
2016-04-02,31
2016-04-03,35
2016-04-04,50
2016-04-05,52
2016-04-06,51
2016-04-07,50
2016-04-08,46
2016-04-09,32
2016-04-10,34
2016-04-11,48
2016-04-12,51
2016-04-13,53
2016-04-14,52
2016-04-15,49
2016-04-16,34
2016-04-17,34
2016-04-18,51
2016-04-19,53
2016-04-20,52
2016-04-21,50
2016-04-22,45
2016-04-23,31
2016-04-24,33
2016-04-25,50
2016-04-26,52
2016-04-27,52
2016-04-28,50
2016-04-29,43
2016-04-30,33
2016-05-01,35
2016-05-02,49
2016-05-03,53
2016-05-04,52
2016-05-05,52
2016-05-06,47
2016-05-07,36
2016-05-08,35
2016-05-09,52
2016-05-10,54
2016-05-11,51
2016-05-12,48
2016-05-13,43
2016-05-14,31
2016-05-15,33
2016-05-16,48
2016-05-17,50
2016-05-18,49
2016-05-19,48
2016-05-20,43
2016-05-21,30
2016-05-22,31
2016-05-23,46
2016-05-24,49
2016-05-25,48
2016-05-26,46
2016-05-27,40
2016-05-28,28
2016-05-29,26
2016-05-30,30
2016-05-31,45
2016-06-01,46
2016-06-02,44
2016-06-03,40
2016-06-04,31
2016-06-05,31
2016-06-06,62
2016-06-07,61
2016-06-08,53
2016-06-09,46
2016-06-10,43
2016-06-11,30
2016-06-12,30
2016-06-13,41
2016-06-14,44
2016-06-15,43
2016-06-16,41
2016-06-17,38
2016-06-18,26
2016-06-19,26
2016-06-20,41
2016-06-21,46
2016-06-22,45
2016-06-23,45
2016-06-24,42
2016-06-25,31
2016-06-26,30
2016-06-27,43
2016-06-28,44
2016-06-29,45
2016-06-30,43
2016-07-01,37
2016-07-02,28
2016-07-03,29
2016-07-04,35
2016-07-05,45
2016-07-06,44
2016-07-07,44
2016-07-08,40
2016-07-09,32
2016-07-10,32
2016-07-11,44
2016-07-12,48
2016-07-13,45
2016-07-14,42
2016-07-15,39
2016-07-16,30
2016-07-17,30
2016-07-18,43
2016-07-19,47
2016-07-20,46
2016-07-21,48
2016-07-22,45
2016-07-23,32
2016-07-24,34
2016-07-25,45
2016-07-26,50
2016-07-27,48
2016-07-28,52
2016-07-29,47
2016-07-30,34
2016-07-31,33
2016-08-01,43
2016-08-02,46
2016-08-03,45
2016-08-04,46
2016-08-05,41
2016-08-06,30
2016-08-07,30
2016-08-08,43
2016-08-09,45
2016-08-10,46
2016-08-11,45
2016-08-12,40
2016-08-13,31
2016-08-14,31
2016-08-15,44
2016-08-16,45
2016-08-17,46
2016-08-18,44
2016-08-19,41
2016-08-20,32
2016-08-21,34
2016-08-22,45
2016-08-23,48
2016-08-24,45
2016-08-25,47
2016-08-26,40
2016-08-27,30
2016-08-28,32
2016-08-29,42
2016-08-30,47
2016-08-31,47
2016-09-01,49
2016-09-02,41
2016-09-03,27
2016-09-04,30
2016-09-05,36
2016-09-06,46
2016-09-07,51
2016-09-08,49
2016-09-09,43
2016-09-10,31
2016-09-11,29
