date,debt
2014-07-24,76
2014-07-25,70
2014-07-26,50
2014-07-27,54
2014-07-28,81
2014-07-29,85
2014-07-30,85
2014-07-31,87
2014-08-01,75
2014-08-02,53
2014-08-03,58
2014-08-04,78
2014-08-05,83
2014-08-06,82
2014-08-07,85
2014-08-08,73
2014-08-09,49
2014-08-10,54
2014-08-11,74
2014-08-12,77
2014-08-13,77
2014-08-14,78
2014-08-15,66
2014-08-16,53
2014-08-17,53
2014-08-18,77
2014-08-19,76
2014-08-20,73
2014-08-21,75
2014-08-22,67
2014-08-23,45
2014-08-24,49
2014-08-25,69
2014-08-26,77
2014-08-27,77
2014-08-28,74
2014-08-29,64
2014-08-30,44
2014-08-31,46
2014-09-01,57
2014-09-02,73
2014-09-03,81
2014-09-04,77
2014-09-05,71
2014-09-06,49
2014-09-07,45
2014-09-08,78
2014-09-09,78
2014-09-10,85
2014-09-11,83
2014-09-12,76
2014-09-13,50
2014-09-14,53
2014-09-15,80
2014-09-16,87
2014-09-17,88
2014-09-18,85
2014-09-19,74
2014-09-20,51
2014-09-21,49
2014-09-22,81
2014-09-23,83
2014-09-24,82
2014-09-25,82
2014-09-26,75
2014-09-27,50
2014-09-28,50
2014-09-29,83
2014-09-30,84
2014-10-01,86
2014-10-02,85
2014-10-03,77
2014-10-04,51
2014-10-05,50
2014-10-06,81
2014-10-07,85
2014-10-08,84
2014-10-09,83
2014-10-10,76
2014-10-11,53
2014-10-12,54
2014-10-13,77
2014-10-14,86
2014-10-15,85
2014-10-16,84
2014-10-17,74
2014-10-18,51
2014-10-19,55
2014-10-20,82
2014-10-21,84
2014-10-22,84
2014-10-23,79
2014-10-24,72
2014-10-25,50
2014-10-26,52
2014-10-27,81
2014-10-28,88
2014-10-29,85
2014-10-30,84
2014-10-31,73
2014-11-01,51
2014-11-02,54
2014-11-03,89
2014-11-04,90
2014-11-05,92
2014-11-06,88
2014-11-07,77
2014-11-08,54
2014-11-09,54
2014-11-10,83
2014-11-11,84
2014-11-12,85
2014-11-13,83
2014-11-14,80
2014-11-15,52
2014-11-16,57
2014-11-17,84
2014-11-18,89
2014-11-19,88
2014-11-20,88
2014-11-21,79
2014-11-22,53
2014-11-23,55
2014-11-24,82
2014-11-25,78
2014-11-26,70
2014-11-27,57
2014-11-28,54
2014-11-29,50
2014-11-30,57
2014-12-01,82
2014-12-02,93
2014-12-03,98
2014-12-04,92
2014-12-05,82
2014-12-06,60
2014-12-07,61
2014-12-08,91
2014-12-09,93
2014-12-10,88
2014-12-11,85
2014-12-12,75
2014-12-13,53
2014-12-14,53
2014-12-15,79
2014-12-16,80
2014-12-17,79
2014-12-18,70
2014-12-19,58
2014-12-20,44
2014-12-21,43
2014-12-22,54
2014-12-23,56
2014-12-24,42
2014-12-25,31
2014-12-26,43
2014-12-27,43
2014-12-28,44
2014-12-29,61
2014-12-30,66
2014-12-31,56
2015-01-01,43
2015-01-02,60
2015-01-03,51
2015-01-04,54
2015-01-05,79
2015-01-06,85
2015-01-07,81
2015-01-08,80
2015-01-09,78
2015-01-10,51
2015-01-11,53
2015-01-12,82
2015-01-13,82
2015-01-14,80
2015-01-15,84
2015-01-16,81
2015-01-17,52
2015-01-18,52
2015-01-19,76
2015-01-20,89
2015-01-21,100
2015-01-22,90
2015-01-23,79
2015-01-24,59
2015-01-25,60
2015-01-26,93
2015-01-27,95
2015-01-28,96
2015-01-29,90
2015-01-30,83
2015-01-31,66
2015-02-01,61
2015-02-02,92
2015-02-03,97
2015-02-04,95
2015-02-05,99
2015-02-06,85
2015-02-07,59
2015-02-08,65
2015-02-09,90
2015-02-10,96
2015-02-11,94
2015-02-12,92
2015-02-13,79
2015-02-14,50
2015-02-15,57
2015-02-16,80
2015-02-17,89
2015-02-18,89
2015-02-19,87
2015-02-20,84
2015-02-21,62
2015-02-22,59
2015-02-23,90
2015-02-24,95
2015-02-25,89
2015-02-26,88
2015-02-27,77
2015-02-28,59
2015-03-01,58
2015-03-02,86
2015-03-03,90
2015-03-04,93
2015-03-05,84
2015-03-06,76
2015-03-07,57
2015-03-08,56
2015-03-09,85
2015-03-10,90
2015-03-11,87
2015-03-12,88
2015-03-13,79
2015-03-14,55
2015-03-15,56
2015-03-16,87
2015-03-17,91
2015-03-18,92
2015-03-19,88
2015-03-20,76
2015-03-21,55
2015-03-22,55
2015-03-23,87
2015-03-24,94
2015-03-25,84
2015-03-26,82
2015-03-27,73
2015-03-28,53
2015-03-29,54
2015-03-30,83
2015-03-31,86
2015-04-01,83
2015-04-02,84
2015-04-03,65
2015-04-04,50
2015-04-05,51
2015-04-06,74
2015-04-07,88
2015-04-08,89
2015-04-09,89
2015-04-10,80
