date,debt
2012-01-26,83
2012-01-27,78
2012-01-28,57
2012-01-29,63
2012-01-30,78
2012-01-31,85
2012-02-01,77
2012-02-02,76
2012-02-03,69
2012-02-04,54
2012-02-05,55
2012-02-06,72
2012-02-07,78
2012-02-08,80
2012-02-09,75
2012-02-10,68
2012-02-11,56
2012-02-12,53
2012-02-13,72
2012-02-14,76
2012-02-15,78
2012-02-16,76
2012-02-17,68
2012-02-18,50
2012-02-19,54
2012-02-20,72
2012-02-21,83
2012-02-22,81
2012-02-23,70
2012-02-24,66
2012-02-25,51
2012-02-26,52
2012-02-27,69
2012-02-28,71
2012-02-29,71
2012-03-01,67
2012-03-02,63
2012-03-03,47
2012-03-04,46
2012-03-05,68
2012-03-06,71
2012-03-07,68
2012-03-08,71
2012-03-09,71
2012-03-10,47
2012-03-11,45
2012-03-12,62
2012-03-13,63
2012-03-14,65
2012-03-15,61
2012-03-16,56
2012-03-17,42
2012-03-18,44
2012-03-19,65
2012-03-20,70
2012-03-21,66
2012-03-22,65
2012-03-23,55
2012-03-24,41
2012-03-25,45
2012-03-26,65
2012-03-27,67
2012-03-28,63
2012-03-29,63
2012-03-30,60
2012-03-31,42
2012-04-01,44
2012-04-02,60
2012-04-03,64
2012-04-04,62
2012-04-05,60
2012-04-06,56
2012-04-07,41
2012-04-08,42
2012-04-09,54
2012-04-10,65
2012-04-11,67
2012-04-12,68
2012-04-13,59
2012-04-14,46
2012-04-15,45
2012-04-16,65
2012-04-17,71
2012-04-18,72
2012-04-19,68
2012-04-20,60
2012-04-21,42
2012-04-22,45
2012-04-23,70
2012-04-24,69
2012-04-25,72
2012-04-26,73
2012-04-27,66
2012-04-28,45
2012-04-29,48
2012-04-30,70
2012-05-01,71
2012-05-02,71
2012-05-03,63
2012-05-04,58
2012-05-05,38
2012-05-06,42
2012-05-07,63
2012-05-08,68
2012-05-09,70
2012-05-10,67
2012-05-11,57
2012-05-12,41
2012-05-13,46
2012-05-14,69
2012-05-15,74
2012-05-16,74
2012-05-17,75
2012-05-18,65
2012-05-19,43
2012-05-20,47
2012-05-21,62
2012-05-22,65
2012-05-23,64
2012-05-24,65
2012-05-25,54
2012-05-26,39
2012-05-27,42
2012-05-28,48
2012-05-29,60
2012-05-30,62
2012-05-31,61
2012-06-01,53
2012-06-02,40
2012-06-03,41
2012-06-04,55
2012-06-05,59
2012-06-06,60
2012-06-07,61
2012-06-08,60
2012-06-09,40
2012-06-10,39
2012-06-11,56
2012-06-12,63
2012-06-13,64
2012-06-14,63
2012-06-15,57
2012-06-16,39
2012-06-17,43
2012-06-18,61
2012-06-19,61
2012-06-20,59
2012-06-21,58
2012-06-22,54
2012-06-23,42
2012-06-24,39
2012-06-25,57
2012-06-26,66
2012-06-27,61
2012-06-28,60
2012-06-29,53
2012-06-30,38
2012-07-01,38
2012-07-02,54
2012-07-03,56
2012-07-04,47
2012-07-05,55
2012-07-06,53
2012-07-07,40
2012-07-08,39
2012-07-09,57
2012-07-10,63
2012-07-11,61
2012-07-12,58
2012-07-13,53
2012-07-14,41
2012-07-15,41
2012-07-16,58
2012-07-17,61
2012-07-18,64
2012-07-19,60
2012-07-20,53
2012-07-21,41
2012-07-22,40
2012-07-23,57
2012-07-24,63
2012-07-25,63
2012-07-26,61
2012-07-27,51
2012-07-28,40
2012-07-29,42
2012-07-30,57
2012-07-31,59
2012-08-01,59
2012-08-02,58
2012-08-03,54
2012-08-04,37
2012-08-05,35
2012-08-06,56
2012-08-07,59
2012-08-08,58
2012-08-09,58
2012-08-10,51
2012-08-11,42
2012-08-12,43
2012-08-13,61
2012-08-14,65
2012-08-15,66
2012-08-16,61
2012-08-17,57
2012-08-18,40
2012-08-19,42
2012-08-20,60
2012-08-21,59
2012-08-22,61
2012-08-23,62
2012-08-24,56
2012-08-25,42
2012-08-26,41
2012-08-27,61
2012-08-28,66
2012-08-29,72
2012-08-30,78
2012-08-31,70
2012-09-01,46
2012-09-02,46
2012-09-03,57
2012-09-04,83
2012-09-05,100
2012-09-06,90
2012-09-07,82
2012-09-08,51
2012-09-09,50
2012-09-10,70
2012-09-11,73
2012-09-12,70
2012-09-13,69
2012-09-14,63
2012-09-15,46
2012-09-16,48
2012-09-17,65
2012-09-18,77
2012-09-19,71
2012-09-20,73
2012-09-21,65
2012-09-22,46
2012-09-23,47
2012-09-24,65
2012-09-25,68
2012-09-26,72
2012-09-27,71
2012-09-28,62
2012-09-29,46
2012-09-30,52
2012-10-01,68
2012-10-02,72
2012-10-03,76
2012-10-04,96
2012-10-05,66
2012-10-06,45
2012-10-07,50
2012-10-08,63
2012-10-09,73
2012-10-10,70
2012-10-11,71
2012-10-12,66
