date,debt
2017-01-19,93
2017-01-20,99
2017-01-21,78
2017-01-22,66
2017-01-23,87
2017-01-24,89
2017-01-25,89
2017-01-26,88
2017-01-27,83
2017-01-28,60
2017-01-29,61
2017-01-30,83
2017-01-31,90
2017-02-01,83
2017-02-02,86
2017-02-03,78
2017-02-04,57
2017-02-05,51
2017-02-06,75
2017-02-07,85
2017-02-08,84
2017-02-09,82
2017-02-10,75
2017-02-11,53
2017-02-12,54
2017-02-13,78
2017-02-14,78
2017-02-15,84
2017-02-16,84
2017-02-17,74
2017-02-18,54
2017-02-19,56
2017-02-20,74
2017-02-21,85
2017-02-22,86
2017-02-23,86
2017-02-24,82
2017-02-25,80
2017-02-26,84
2017-02-27,100
2017-02-28,99
2017-03-01,93
2017-03-02,88
2017-03-03,80
2017-03-04,53
2017-03-05,54
2017-03-06,81
2017-03-07,84
2017-03-08,85
2017-03-09,81
2017-03-10,74
2017-03-11,53
2017-03-12,53
2017-03-13,77
2017-03-14,79
2017-03-15,86
2017-03-16,84
2017-03-17,77
2017-03-18,54
2017-03-19,54
2017-03-20,82
2017-03-21,84
2017-03-22,83
2017-03-23,81
2017-03-24,72
2017-03-25,50
2017-03-26,52
2017-03-27,79
2017-03-28,84
2017-03-29,83
2017-03-30,81
2017-03-31,75
2017-04-01,50
