date,debt
2016-05-04,69
2016-05-05,67
2016-05-06,61
2016-05-07,46
2016-05-08,43
2016-05-09,69
2016-05-10,70
2016-05-11,66
2016-05-12,63
2016-05-13,55
2016-05-14,40
2016-05-15,42
2016-05-16,63
2016-05-17,66
2016-05-18,65
2016-05-19,62
2016-05-20,56
2016-05-21,39
2016-05-22,40
2016-05-23,60
2016-05-24,63
2016-05-25,63
2016-05-26,59
2016-05-27,52
2016-05-28,35
2016-05-29,35
2016-05-30,41
2016-05-31,59
2016-06-01,60
2016-06-02,58
2016-06-03,53
2016-06-04,39
2016-06-05,40
2016-06-06,82
2016-06-07,82
2016-06-08,69
2016-06-09,64
2016-06-10,55
2016-06-11,39
2016-06-12,38
2016-06-13,54
2016-06-14,57
2016-06-15,56
2016-06-16,53
2016-06-17,50
2016-06-18,36
2016-06-19,35
2016-06-20,52
2016-06-21,60
2016-06-22,60
2016-06-23,56
2016-06-24,53
2016-06-25,38
2016-06-26,38
2016-06-27,55
2016-06-28,57
2016-06-29,57
2016-06-30,57
2016-07-01,49
2016-07-02,37
2016-07-03,36
2016-07-04,43
2016-07-05,58
2016-07-06,58
2016-07-07,56
2016-07-08,53
2016-07-09,41
2016-07-10,40
2016-07-11,57
2016-07-12,61
2016-07-13,60
2016-07-14,57
2016-07-15,51
2016-07-16,39
2016-07-17,39
2016-07-18,57
2016-07-19,60
2016-07-20,60
2016-07-21,63
2016-07-22,62
2016-07-23,42
2016-07-24,43
2016-07-25,59
2016-07-26,64
2016-07-27,62
2016-07-28,69
2016-07-29,61
2016-07-30,45
2016-07-31,42
2016-08-01,57
2016-08-02,59
2016-08-03,59
2016-08-04,59
2016-08-05,53
2016-08-06,39
2016-08-07,39
2016-08-08,55
2016-08-09,55
2016-08-10,59
2016-08-11,59
2016-08-12,51
2016-08-13,39
2016-08-14,40
2016-08-15,57
2016-08-16,60
2016-08-17,61
2016-08-18,58
2016-08-19,54
2016-08-20,44
2016-08-21,45
2016-08-22,59
2016-08-23,63
2016-08-24,59
2016-08-25,62
2016-08-26,55
2016-08-27,38
2016-08-28,40
2016-08-29,55
2016-08-30,63
2016-08-31,62
2016-09-01,61
2016-09-02,55
2016-09-03,38
2016-09-04,38
2016-09-05,46
2016-09-06,61
2016-09-07,64
2016-09-08,63
2016-09-09,55
2016-09-10,41
2016-09-11,40
2016-09-12,61
2016-09-13,66
2016-09-14,67
2016-09-15,66
2016-09-16,58
2016-09-17,41
2016-09-18,44
2016-09-19,65
2016-09-20,65
2016-09-21,65
2016-09-22,64
2016-09-23,58
2016-09-24,41
2016-09-25,43
2016-09-26,66
2016-09-27,95
2016-09-28,70
2016-09-29,66
2016-09-30,64
2016-10-01,40
2016-10-02,41
2016-10-03,61
2016-10-04,67
2016-10-05,73
2016-10-06,66
2016-10-07,56
2016-10-08,41
2016-10-09,41
2016-10-10,67
2016-10-11,65
2016-10-12,67
2016-10-13,64
2016-10-14,58
2016-10-15,42
2016-10-16,44
2016-10-17,66
2016-10-18,66
2016-10-19,67
2016-10-20,100
2016-10-21,62
2016-10-22,44
2016-10-23,42
2016-10-24,67
2016-10-25,67
2016-10-26,65
2016-10-27,64
2016-10-28,58
2016-10-29,42
2016-10-30,39
2016-10-31,61
2016-11-01,66
2016-11-02,68
2016-11-03,65
2016-11-04,59
2016-11-05,40
2016-11-06,44
2016-11-07,67
2016-11-08,69
2016-11-09,89
2016-11-10,82
2016-11-11,66
2016-11-12,46
2016-11-13,47
2016-11-14,68
2016-11-15,70
2016-11-16,71
2016-11-17,68
2016-11-18,59
2016-11-19,39
2016-11-20,43
2016-11-21,62
2016-11-22,64
2016-11-23,57
2016-11-24,45
2016-11-25,43
2016-11-26,45
2016-11-27,42
2016-11-28,63
2016-11-29,65
2016-11-30,71
2016-12-01,71
2016-12-02,59
2016-12-03,44
2016-12-04,50
2016-12-05,67
2016-12-06,68
2016-12-07,67
2016-12-08,65
2016-12-09,53
2016-12-10,35
2016-12-11,38
2016-12-12,60
2016-12-13,59
2016-12-14,62
2016-12-15,58
2016-12-16,52
2016-12-17,36
2016-12-18,34
2016-12-19,50
2016-12-20,54
2016-12-21,50
2016-12-22,46
2016-12-23,38
2016-12-24,27
2016-12-25,23
2016-12-26,31
2016-12-27,40
2016-12-28,48
2016-12-29,45
2016-12-30,45
2016-12-31,34
2017-01-01,32
2017-01-02,40
2017-01-03,57
2017-01-04,64
2017-01-05,63
2017-01-06,59
2017-01-07,42
2017-01-08,42
2017-01-09,60
2017-01-10,64
2017-01-11,70
2017-01-12,70
2017-01-13,65
2017-01-14,46
2017-01-15,47
2017-01-16,59
2017-01-17,67
2017-01-18,70
2017-01-19,74
