date,debt
2011-01-01,9
2011-01-02,11
2011-01-03,16
2011-01-04,20
2011-01-05,20
2011-01-06,21
2011-01-07,19
2011-01-08,12
2011-01-09,12
2011-01-10,17
2011-01-11,18
2011-01-12,18
2011-01-13,18
2011-01-14,18
2011-01-15,12
2011-01-16,13
2011-01-17,18
2011-01-18,20
2011-01-19,20
2011-01-20,19
2011-01-21,18
2011-01-22,13
2011-01-23,13
2011-01-24,18
2011-01-25,19
2011-01-26,22
2011-01-27,20
2011-01-28,18
2011-01-29,13
2011-01-30,14
2011-01-31,20
2011-02-01,19
2011-02-02,18
2011-02-03,19
2011-02-04,17
2011-02-05,13
2011-02-06,13
2011-02-07,17
2011-02-08,19
2011-02-09,20
2011-02-10,18
2011-02-11,17
2011-02-12,12
2011-02-13,12
2011-02-14,18
2011-02-15,20
2011-02-16,20
2011-02-17,20
2011-02-18,17
2011-02-19,13
2011-02-20,12
2011-02-21,17
2011-02-22,19
2011-02-23,19
2011-02-24,18
2011-02-25,17
2011-02-26,12
2011-02-27,11
2011-02-28,18
2011-03-01,19
2011-03-02,19
2011-03-03,19
2011-03-04,17
2011-03-05,11
2011-03-06,12
2011-03-07,19
2011-03-08,19
2011-03-09,19
2011-03-10,19
2011-03-11,16
2011-03-12,11
2011-03-13,11
2011-03-14,18
2011-03-15,18
2011-03-16,18
2011-03-17,17
2011-03-18,15
2011-03-19,11
2011-03-20,12
2011-03-21,18
2011-03-22,18
2011-03-23,19
2011-03-24,18
2011-03-25,17
2011-03-26,12
2011-03-27,12
2011-03-28,18
2011-03-29,19
2011-03-30,19
2011-03-31,18
2011-04-01,17
2011-04-02,12
2011-04-03,13
2011-04-04,18
2011-04-05,20
2011-04-06,20
2011-04-07,20
2011-04-08,19
2011-04-09,15
2011-04-10,15
2011-04-11,22
2011-04-12,23
2011-04-13,24
2011-04-14,23
2011-04-15,19
2011-04-16,13
2011-04-17,14
2011-04-18,22
2011-04-19,24
2011-04-20,21
2011-04-21,20
2011-04-22,14
2011-04-23,13
2011-04-24,13
2011-04-25,18
2011-04-26,20
2011-04-27,19
2011-04-28,17
2011-04-29,15
2011-04-30,11
2011-05-01,12
2011-05-02,17
2011-05-03,19
2011-05-04,18
2011-05-05,18
2011-05-06,16
2011-05-07,11
2011-05-08,12
2011-05-09,18
2011-05-10,19
2011-05-11,18
2011-05-12,18
2011-05-13,17
2011-05-14,12
2011-05-15,13
2011-05-16,25
2011-05-17,23
2011-05-18,20
2011-05-19,19
2011-05-20,16
2011-05-21,12
2011-05-22,12
2011-05-23,18
2011-05-24,18
2011-05-25,18
2011-05-26,17
2011-05-27,15
2011-05-28,10
2011-05-29,11
2011-05-30,12
2011-05-31,18
2011-06-01,20
2011-06-02,19
2011-06-03,17
2011-06-04,12
2011-06-05,11
2011-06-06,17
2011-06-07,17
2011-06-08,18
2011-06-09,18
2011-06-10,15
2011-06-11,11
2011-06-12,11
2011-06-13,17
2011-06-14,17
2011-06-15,19
2011-06-16,18
2011-06-17,17
2011-06-18,12
2011-06-19,12
2011-06-20,18
2011-06-21,19
2011-06-22,19
2011-06-23,18
2011-06-24,18
2011-06-25,11
2011-06-26,12
2011-06-27,19
2011-06-28,20
2011-06-29,22
2011-06-30,22
2011-07-01,18
2011-07-02,12
2011-07-03,12
2011-07-04,15
2011-07-05,20
2011-07-06,22
2011-07-07,22
2011-07-08,21
2011-07-09,15
2011-07-10,18
2011-07-11,29
2011-07-12,33
2011-07-13,32
2011-07-14,38
2011-07-15,35
2011-07-16,25
2011-07-17,23
2011-07-18,32
2011-07-19,33
2011-07-20,31
2011-07-21,32
2011-07-22,32
2011-07-23,30
2011-07-24,33
2011-07-25,46
2011-07-26,69
2011-07-27,59
2011-07-28,63
2011-07-29,77
2011-07-30,67
2011-07-31,68
2011-08-01,100
2011-08-02,91
2011-08-03,49
2011-08-04,37
2011-08-05,31
2011-08-06,42
2011-08-07,30
2011-08-08,39
2011-08-09,32
2011-08-10,27
2011-08-11,26
2011-08-12,22
2011-08-13,15
2011-08-14,16
2011-08-15,22
2011-08-16,23
2011-08-17,22
2011-08-18,21
2011-08-19,20
2011-08-20,14
2011-08-21,15
2011-08-22,19
2011-08-23,20
2011-08-24,20
2011-08-25,21
2011-08-26,17
2011-08-27,13
2011-08-28,14
2011-08-29,17
2011-08-30,22
2011-08-31,24
2011-09-01,23
2011-09-02,24
2011-09-03,24
2011-09-04,24
2011-09-05,24
2011-09-06,25
2011-09-07,24
2011-09-08,24
2011-09-09,24
2011-09-10,20
2011-09-11,19
2011-09-12,23
2011-09-13,24
2011-09-14,24
2011-09-15,24
2011-09-16,21
2011-09-17,18
2011-09-18,18
