date,debt
2014-12-01,50
2014-12-02,58
2014-12-03,64
2014-12-04,59
2014-12-05,51
2014-12-06,36
2014-12-07,38
2014-12-08,57
2014-12-09,56
2014-12-10,57
2014-12-11,54
2014-12-12,50
2014-12-13,33
2014-12-14,33
2014-12-15,51
2014-12-16,53
2014-12-17,51
2014-12-18,46
2014-12-19,39
2014-12-20,28
2014-12-21,25
2014-12-22,37
2014-12-23,35
2014-12-24,27
2014-12-25,20
2014-12-26,24
2014-12-27,26
2014-12-28,28
2014-12-29,39
2014-12-30,43
2014-12-31,36
2015-01-01,27
2015-01-02,38
2015-01-03,32
2015-01-04,34
2015-01-05,47
2015-01-06,53
2015-01-07,51
2015-01-08,49
2015-01-09,47
2015-01-10,32
2015-01-11,32
2015-01-12,48
2015-01-13,53
2015-01-14,53
2015-01-15,52
2015-01-16,51
2015-01-17,33
2015-01-18,33
2015-01-19,45
2015-01-20,55
2015-01-21,60
2015-01-22,58
2015-01-23,49
2015-01-24,35
2015-01-25,38
2015-01-26,57
2015-01-27,61
2015-01-28,62
2015-01-29,55
2015-01-30,52
2015-01-31,40
2015-02-01,38
2015-02-02,57
2015-02-03,59
2015-02-04,59
2015-02-05,61
2015-02-06,55
2015-02-07,37
2015-02-08,38
2015-02-09,55
2015-02-10,61
2015-02-11,59
2015-02-12,58
2015-02-13,49
2015-02-14,31
2015-02-15,33
2015-02-16,48
2015-02-17,56
2015-02-18,57
2015-02-19,55
2015-02-20,54
2015-02-21,39
2015-02-22,38
2015-02-23,55
2015-02-24,57
2015-02-25,56
2015-02-26,55
2015-02-27,49
2015-02-28,36
2015-03-01,37
2015-03-02,54
2015-03-03,56
2015-03-04,55
2015-03-05,54
2015-03-06,49
2015-03-07,34
2015-03-08,36
2015-03-09,54
2015-03-10,56
2015-03-11,57
2015-03-12,55
2015-03-13,48
2015-03-14,33
2015-03-15,34
2015-03-16,55
2015-03-17,56
2015-03-18,57
2015-03-19,53
2015-03-20,49
2015-03-21,35
2015-03-22,35
2015-03-23,53
2015-03-24,56
2015-03-25,50
2015-03-26,50
2015-03-27,47
2015-03-28,33
2015-03-29,35
2015-03-30,53
2015-03-31,56
2015-04-01,51
2015-04-02,53
2015-04-03,40
2015-04-04,30
2015-04-05,30
2015-04-06,46
2015-04-07,53
2015-04-08,55
2015-04-09,57
2015-04-10,50
2015-04-11,35
2015-04-12,35
2015-04-13,53
2015-04-14,59
2015-04-15,59
2015-04-16,58
2015-04-17,50
2015-04-18,35
2015-04-19,37
2015-04-20,56
2015-04-21,59
2015-04-22,54
2015-04-23,54
2015-04-24,49
2015-04-25,36
2015-04-26,36
2015-04-27,54
2015-04-28,55
2015-04-29,55
2015-04-30,54
2015-05-01,48
2015-05-02,31
2015-05-03,33
2015-05-04,49
2015-05-05,55
2015-05-06,55
2015-05-07,55
2015-05-08,51
2015-05-09,33
2015-05-10,34
2015-05-11,53
2015-05-12,55
2015-05-13,53
2015-05-14,52
2015-05-15,49
2015-05-16,32
2015-05-17,34
2015-05-18,51
2015-05-19,53
2015-05-20,50
2015-05-21,50
2015-05-22,42
2015-05-23,29
2015-05-24,29
2015-05-25,34
2015-05-26,50
2015-05-27,50
2015-05-28,48
2015-05-29,45
2015-05-30,32
2015-05-31,35
2015-06-01,47
2015-06-02,51
2015-06-03,50
2015-06-04,54
2015-06-05,49
2015-06-06,33
2015-06-07,32
2015-06-08,48
2015-06-09,51
2015-06-10,51
2015-06-11,50
2015-06-12,45
2015-06-13,32
2015-06-14,33
2015-06-15,50
2015-06-16,54
2015-06-17,55
2015-06-18,58
2015-06-19,49
2015-06-20,33
2015-06-21,34
2015-06-22,54
2015-06-23,54
2015-06-24,54
2015-06-25,53
2015-06-26,48
2015-06-27,41
2015-06-28,50
2015-06-29,85
2015-06-30,100
2015-07-01,85
2015-07-02,69
2015-07-03,58
2015-07-04,49
2015-07-05,62
2015-07-06,93
2015-07-07,82
2015-07-08,78
2015-07-09,69
2015-07-10,61
2015-07-11,46
2015-07-12,52
2015-07-13,73
2015-07-14,62
2015-07-15,65
2015-07-16,60
2015-07-17,55
2015-07-18,37
2015-07-19,39
2015-07-20,53
2015-07-21,54
2015-07-22,54
2015-07-23,53
2015-07-24,47
2015-07-25,35
2015-07-26,35
2015-07-27,49
2015-07-28,53
2015-07-29,51
2015-07-30,51
2015-07-31,46
2015-08-01,31
2015-08-02,33
2015-08-03,48
2015-08-04,55
2015-08-05,52
2015-08-06,51
2015-08-07,51
2015-08-08,33
2015-08-09,36
2015-08-10,48
2015-08-11,54
2015-08-12,53
2015-08-13,49
2015-08-14,46
2015-08-15,33
2015-08-16,32
2015-08-17,49
2015-08-18,52
