date,debt
2015-04-10,51
2015-04-11,36
2015-04-12,38
2015-04-13,55
2015-04-14,60
2015-04-15,61
2015-04-16,61
2015-04-17,52
2015-04-18,35
2015-04-19,37
2015-04-20,56
2015-04-21,61
2015-04-22,57
2015-04-23,55
2015-04-24,50
2015-04-25,35
2015-04-26,35
2015-04-27,54
2015-04-28,57
2015-04-29,56
2015-04-30,56
2015-05-01,51
2015-05-02,32
2015-05-03,33
2015-05-04,50
2015-05-05,58
2015-05-06,58
2015-05-07,58
2015-05-08,53
2015-05-09,36
2015-05-10,36
2015-05-11,53
2015-05-12,58
2015-05-13,55
2015-05-14,53
2015-05-15,50
2015-05-16,33
2015-05-17,34
2015-05-18,53
2015-05-19,52
2015-05-20,53
2015-05-21,53
2015-05-22,44
2015-05-23,29
2015-05-24,30
2015-05-25,36
2015-05-26,51
2015-05-27,51
2015-05-28,50
2015-05-29,46
2015-05-30,34
2015-05-31,35
2015-06-01,50
2015-06-02,52
2015-06-03,52
2015-06-04,56
2015-06-05,51
2015-06-06,35
2015-06-07,36
2015-06-08,50
2015-06-09,56
2015-06-10,50
2015-06-11,50
2015-06-12,48
2015-06-13,32
2015-06-14,33
2015-06-15,53
2015-06-16,54
2015-06-17,58
2015-06-18,60
2015-06-19,51
2015-06-20,34
2015-06-21,34
2015-06-22,57
2015-06-23,54
2015-06-24,55
2015-06-25,54
2015-06-26,50
2015-06-27,44
2015-06-28,50
2015-06-29,88
2015-06-30,100
2015-07-01,90
2015-07-02,71
2015-07-03,60
2015-07-04,53
2015-07-05,64
2015-07-06,99
2015-07-07,84
2015-07-08,78
2015-07-09,71
2015-07-10,63
2015-07-11,48
2015-07-12,52
2015-07-13,74
2015-07-14,63
2015-07-15,68
2015-07-16,61
2015-07-17,55
2015-07-18,38
2015-07-19,41
2015-07-20,56
2015-07-21,55
2015-07-22,56
2015-07-23,54
2015-07-24,49
2015-07-25,37
2015-07-26,36
2015-07-27,52
2015-07-28,53
2015-07-29,50
2015-07-30,52
2015-07-31,45
2015-08-01,32
2015-08-02,37
2015-08-03,50
2015-08-04,56
2015-08-05,52
2015-08-06,53
2015-08-07,52
2015-08-08,34
2015-08-09,37
2015-08-10,51
2015-08-11,55
2015-08-12,51
2015-08-13,52
2015-08-14,46
2015-08-15,35
2015-08-16,34
2015-08-17,50
2015-08-18,54
2015-08-19,51
2015-08-20,51
2015-08-21,46
2015-08-22,35
2015-08-23,34
2015-08-24,52
2015-08-25,55
2015-08-26,55
2015-08-27,50
2015-08-28,48
2015-08-29,32
2015-08-30,35
2015-08-31,48
2015-09-01,53
2015-09-02,51
2015-09-03,49
2015-09-04,46
2015-09-05,34
2015-09-06,32
2015-09-07,43
2015-09-08,51
2015-09-09,56
2015-09-10,53
2015-09-11,50
2015-09-12,33
2015-09-13,34
2015-09-14,54
2015-09-15,58
2015-09-16,56
2015-09-17,61
2015-09-18,50
2015-09-19,34
2015-09-20,36
2015-09-21,55
2015-09-22,57
2015-09-23,56
2015-09-24,53
2015-09-25,51
2015-09-26,33
2015-09-27,34
2015-09-28,54
2015-09-29,60
2015-09-30,58
2015-10-01,53
2015-10-02,49
2015-10-03,32
2015-10-04,34
2015-10-05,54
2015-10-06,57
2015-10-07,60
2015-10-08,58
2015-10-09,53
2015-10-10,34
2015-10-11,37
2015-10-12,53
2015-10-13,57
2015-10-14,61
2015-10-15,58
2015-10-16,54
2015-10-17,35
2015-10-18,38
2015-10-19,59
2015-10-20,60
2015-10-21,59
2015-10-22,56
2015-10-23,51
2015-10-24,35
2015-10-25,37
2015-10-26,57
2015-10-27,62
2015-10-28,64
2015-10-29,62
2015-10-30,52
2015-10-31,34
2015-11-01,35
2015-11-02,59
2015-11-03,61
2015-11-04,61
2015-11-05,59
2015-11-06,55
2015-11-07,35
2015-11-08,37
2015-11-09,55
2015-11-10,59
2015-11-11,57
2015-11-12,56
2015-11-13,49
2015-11-14,34
2015-11-15,37
2015-11-16,54
2015-11-17,57
2015-11-18,57
2015-11-19,56
2015-11-20,50
2015-11-21,33
2015-11-22,33
2015-11-23,51
2015-11-24,52
2015-11-25,48
2015-11-26,37
2015-11-27,35
2015-11-28,33
2015-11-29,33
2015-11-30,53
2015-12-01,58
2015-12-02,60
2015-12-03,56
2015-12-04,50
2015-12-05,33
2015-12-06,33
2015-12-07,55
2015-12-08,57
2015-12-09,55
2015-12-10,53
2015-12-11,51
2015-12-12,32
2015-12-13,34
2015-12-14,52
2015-12-15,55
2015-12-16,54
2015-12-17,51
2015-12-18,45
2015-12-19,30
2015-12-20,30
2015-12-21,40
2015-12-22,42
2015-12-23,39
2015-12-24,28
2015-12-25,21
2015-12-26,25
