date,debt
2016-09-11,39
2016-09-12,61
2016-09-13,65
2016-09-14,67
2016-09-15,65
2016-09-16,60
2016-09-17,42
2016-09-18,44
2016-09-19,66
2016-09-20,65
2016-09-21,64
2016-09-22,63
2016-09-23,57
2016-09-24,41
2016-09-25,43
2016-09-26,67
2016-09-27,94
2016-09-28,72
2016-09-29,67
2016-09-30,62
2016-10-01,40
2016-10-02,40
2016-10-03,65
2016-10-04,67
2016-10-05,73
2016-10-06,66
2016-10-07,56
2016-10-08,41
2016-10-09,41
2016-10-10,66
2016-10-11,65
2016-10-12,68
2016-10-13,65
2016-10-14,58
2016-10-15,43
2016-10-16,45
2016-10-17,66
2016-10-18,67
2016-10-19,69
2016-10-20,100
2016-10-21,60
2016-10-22,44
2016-10-23,43
2016-10-24,66
2016-10-25,68
2016-10-26,66
2016-10-27,64
2016-10-28,58
2016-10-29,43
2016-10-30,38
2016-10-31,61
2016-11-01,65
2016-11-02,69
2016-11-03,64
2016-11-04,58
2016-11-05,41
2016-11-06,44
2016-11-07,66
2016-11-08,69
2016-11-09,89
2016-11-10,82
2016-11-11,65
2016-11-12,46
2016-11-13,47
2016-11-14,69
2016-11-15,70
2016-11-16,68
2016-11-17,67
2016-11-18,59
2016-11-19,39
2016-11-20,42
2016-11-21,62
2016-11-22,64
2016-11-23,57
2016-11-24,47
2016-11-25,42
2016-11-26,43
2016-11-27,41
2016-11-28,62
2016-11-29,66
2016-11-30,71
2016-12-01,71
2016-12-02,62
2016-12-03,44
2016-12-04,50
2016-12-05,67
2016-12-06,67
2016-12-07,67
2016-12-08,64
2016-12-09,53
2016-12-10,35
2016-12-11,38
2016-12-12,58
2016-12-13,58
2016-12-14,61
2016-12-15,57
2016-12-16,51
2016-12-17,37
2016-12-18,34
2016-12-19,49
2016-12-20,53
2016-12-21,51
2016-12-22,46
2016-12-23,39
2016-12-24,27
2016-12-25,24
2016-12-26,31
2016-12-27,41
2016-12-28,47
2016-12-29,46
2016-12-30,44
2016-12-31,32
2017-01-01,31
2017-01-02,41
2017-01-03,58
2017-01-04,65
2017-01-05,63
2017-01-06,59
2017-01-07,41
2017-01-08,42
2017-01-09,61
2017-01-10,66
2017-01-11,69
2017-01-12,70
2017-01-13,63
2017-01-14,46
2017-01-15,47
2017-01-16,57
2017-01-17,67
2017-01-18,69
2017-01-19,76
2017-01-20,82
2017-01-21,64
2017-01-22,55
2017-01-23,70
2017-01-24,73
2017-01-25,73
2017-01-26,73
2017-01-27,65
2017-01-28,48
2017-01-29,50
2017-01-30,66
2017-01-31,71
2017-02-01,65
2017-02-02,68
2017-02-03,62
2017-02-04,44
2017-02-05,41
2017-02-06,62
2017-02-07,68
2017-02-08,70
2017-02-09,67
2017-02-10,62
2017-02-11,44
2017-02-12,44
2017-02-13,64
2017-02-14,65
2017-02-15,66
2017-02-16,67
2017-02-17,60
2017-02-18,43
2017-02-19,44
2017-02-20,60
2017-02-21,69
2017-02-22,69
2017-02-23,69
2017-02-24,67
2017-02-25,63
2017-02-26,69
2017-02-27,80
2017-02-28,80
2017-03-01,74
2017-03-02,71
2017-03-03,64
2017-03-04,43
2017-03-05,44
2017-03-06,64
2017-03-07,67
2017-03-08,68
2017-03-09,65
2017-03-10,60
2017-03-11,43
2017-03-12,42
2017-03-13,63
2017-03-14,64
2017-03-15,70
2017-03-16,69
2017-03-17,61
2017-03-18,44
2017-03-19,45
2017-03-20,66
2017-03-21,69
2017-03-22,65
2017-03-23,64
2017-03-24,57
2017-03-25,40
2017-03-26,42
2017-03-27,64
2017-03-28,66
2017-03-29,67
2017-03-30,64
2017-03-31,60
2017-04-01,39
