date,debt
2011-09-18,70
2011-09-19,94
2011-09-20,94
2011-09-21,94
2011-09-22,93
2011-09-23,91
2011-09-24,70
2011-09-25,68
2011-09-26,94
2011-09-27,92
2011-09-28,95
2011-09-29,96
2011-09-30,84
2011-10-01,69
2011-10-02,70
2011-10-03,93
2011-10-04,89
2011-10-05,91
2011-10-06,84
2011-10-07,76
2011-10-08,61
2011-10-09,63
2011-10-10,83
2011-10-11,88
2011-10-12,90
2011-10-13,81
2011-10-14,75
2011-10-15,54
2011-10-16,59
2011-10-17,79
2011-10-18,84
2011-10-19,89
2011-10-20,84
2011-10-21,79
2011-10-22,60
2011-10-23,65
2011-10-24,80
2011-10-25,88
2011-10-26,100
2011-10-27,96
2011-10-28,76
2011-10-29,54
2011-10-30,56
2011-10-31,78
2011-11-01,90
2011-11-02,93
2011-11-03,93
2011-11-04,78
2011-11-05,61
2011-11-06,62
2011-11-07,85
2011-11-08,91
2011-11-09,99
2011-11-10,96
2011-11-11,77
2011-11-12,57
2011-11-13,64
2011-11-14,80
2011-11-15,89
2011-11-16,90
2011-11-17,96
2011-11-18,81
2011-11-19,55
2011-11-20,63
2011-11-21,88
2011-11-22,91
2011-11-23,95
2011-11-24,89
2011-11-25,81
2011-11-26,77
2011-11-27,76
2011-11-28,88
2011-11-29,94
2011-11-30,95
2011-12-01,87
2011-12-02,80
2011-12-03,61
2011-12-04,69
2011-12-05,86
2011-12-06,86
2011-12-07,83
2011-12-08,84
2011-12-09,81
2011-12-10,67
2011-12-11,70
2011-12-12,77
2011-12-13,82
2011-12-14,80
2011-12-15,79
2011-12-16,65
2011-12-17,56
2011-12-18,59
2011-12-19,66
2011-12-20,66
2011-12-21,62
2011-12-22,58
2011-12-23,49
2011-12-24,38
2011-12-25,37
2011-12-26,44
2011-12-27,60
2011-12-28,64
2011-12-29,74
2011-12-30,61
2011-12-31,52
2012-01-01,50
2012-01-02,60
2012-01-03,75
2012-01-04,78
2012-01-05,77
2012-01-06,77
2012-01-07,62
2012-01-08,60
2012-01-09,77
2012-01-10,81
2012-01-11,79
2012-01-12,80
2012-01-13,79
2012-01-14,61
2012-01-15,60
2012-01-16,70
2012-01-17,80
2012-01-18,79
2012-01-19,89
2012-01-20,82
2012-01-21,64
2012-01-22,74
2012-01-23,91
2012-01-24,99
2012-01-25,100
2012-01-26,88
2012-01-27,80
2012-01-28,64
2012-01-29,67
2012-01-30,81
2012-01-31,87
2012-02-01,81
2012-02-02,81
2012-02-03,74
2012-02-04,57
2012-02-05,61
2012-02-06,75
2012-02-07,82
2012-02-08,79
2012-02-09,78
2012-02-10,73
2012-02-11,59
2012-02-12,58
2012-02-13,78
2012-02-14,78
2012-02-15,81
2012-02-16,79
2012-02-17,74
2012-02-18,54
2012-02-19,59
2012-02-20,75
2012-02-21,90
2012-02-22,84
2012-02-23,76
2012-02-24,69
2012-02-25,54
2012-02-26,55
2012-02-27,73
2012-02-28,75
2012-02-29,74
2012-03-01,71
2012-03-02,65
2012-03-03,49
2012-03-04,50
2012-03-05,71
2012-03-06,75
2012-03-07,72
2012-03-08,75
2012-03-09,72
2012-03-10,49
2012-03-11,47
2012-03-12,68
2012-03-13,69
2012-03-14,70
2012-03-15,66
2012-03-16,60
2012-03-17,45
2012-03-18,47
2012-03-19,70
2012-03-20,74
2012-03-21,71
2012-03-22,70
2012-03-23,59
2012-03-24,46
2012-03-25,47
2012-03-26,67
2012-03-27,71
2012-03-28,70
2012-03-29,68
2012-03-30,62
2012-03-31,44
2012-04-01,46
2012-04-02,64
2012-04-03,67
2012-04-04,67
2012-04-05,66
2012-04-06,55
2012-04-07,46
2012-04-08,44
2012-04-09,59
2012-04-10,70
2012-04-11,71
2012-04-12,71
2012-04-13,63
2012-04-14,47
2012-04-15,50
2012-04-16,72
2012-04-17,77
2012-04-18,75
2012-04-19,74
2012-04-20,64
2012-04-21,45
2012-04-22,49
2012-04-23,74
2012-04-24,74
2012-04-25,77
2012-04-26,78
2012-04-27,67
2012-04-28,49
2012-04-29,53
2012-04-30,75
2012-05-01,78
2012-05-02,73
2012-05-03,70
2012-05-04,62
2012-05-05,43
2012-05-06,45
2012-05-07,66
2012-05-08,76
2012-05-09,73
2012-05-10,71
2012-05-11,60
2012-05-12,43
2012-05-13,49
2012-05-14,71
2012-05-15,77
2012-05-16,81
2012-05-17,81
2012-05-18,68
2012-05-19,45
2012-05-20,51
2012-05-21,69
2012-05-22,70
2012-05-23,72
2012-05-24,68
2012-05-25,58
2012-05-26,43
2012-05-27,41
2012-05-28,56
2012-05-29,64
2012-05-30,68
2012-05-31,66
2012-06-01,58
2012-06-02,42
2012-06-03,43
2012-06-04,56
