date,VOD
2014-12-01,45
2014-12-02,42
2014-12-03,44
2014-12-04,42
2014-12-05,44
2014-12-06,50
2014-12-07,53
2014-12-08,44
2014-12-09,49
2014-12-10,48
2014-12-11,42
2014-12-12,46
2014-12-13,53
2014-12-14,51
2014-12-15,40
2014-12-16,43
2014-12-17,48
2014-12-18,47
2014-12-19,46
2014-12-20,53
2014-12-21,50
2014-12-22,45
2014-12-23,48
2014-12-24,53
2014-12-25,65
2014-12-26,65
2014-12-27,64
2014-12-28,71
2014-12-29,56
2014-12-30,56
2014-12-31,51
2015-01-01,70
2015-01-02,62
2015-01-03,59
2015-01-04,61
2015-01-05,51
2015-01-06,57
2015-01-07,52
2015-01-08,50
2015-01-09,47
2015-01-10,50
2015-01-11,55
2015-01-12,46
2015-01-13,47
2015-01-14,50
2015-01-15,48
2015-01-16,51
2015-01-17,54
2015-01-18,54
2015-01-19,45
2015-01-20,47
2015-01-21,45
2015-01-22,46
2015-01-23,48
2015-01-24,56
2015-01-25,60
2015-01-26,45
2015-01-27,48
2015-01-28,52
2015-01-29,49
2015-01-30,51
2015-01-31,58
2015-02-01,59
2015-02-02,47
2015-02-03,48
2015-02-04,49
2015-02-05,48
2015-02-06,49
2015-02-07,53
2015-02-08,57
2015-02-09,48
2015-02-10,52
2015-02-11,50
2015-02-12,47
2015-02-13,47
2015-02-14,53
2015-02-15,58
2015-02-16,49
2015-02-17,52
2015-02-18,51
2015-02-19,51
2015-02-20,49
2015-02-21,54
2015-02-22,60
2015-02-23,51
2015-02-24,54
2015-02-25,50
2015-02-26,50
2015-02-27,52
2015-02-28,57
2015-03-01,60
2015-03-02,50
2015-03-03,51
2015-03-04,56
2015-03-05,51
2015-03-06,56
2015-03-07,60
2015-03-08,62
2015-03-09,55
2015-03-10,55
2015-03-11,54
2015-03-12,52
2015-03-13,60
2015-03-14,74
2015-03-15,75
2015-03-16,56
2015-03-17,58
2015-03-18,54
2015-03-19,55
2015-03-20,56
2015-03-21,61
2015-03-22,73
2015-03-23,59
2015-03-24,52
2015-03-25,45
2015-03-26,48
2015-03-27,53
2015-03-28,56
2015-03-29,70
2015-03-30,54
2015-03-31,56
2015-04-01,55
2015-04-02,56
2015-04-03,55
2015-04-04,57
2015-04-05,66
2015-04-06,67
2015-04-07,59
2015-04-08,52
2015-04-09,55
2015-04-10,53
2015-04-11,54
2015-04-12,64
2015-04-13,55
2015-04-14,51
2015-04-15,49
2015-04-16,47
2015-04-17,54
2015-04-18,63
2015-04-19,58
2015-04-20,55
2015-04-21,57
2015-04-22,53
2015-04-23,48
2015-04-24,51
2015-04-25,54
2015-04-26,62
2015-04-27,49
2015-04-28,58
2015-04-29,56
2015-04-30,53
2015-05-01,65
2015-05-02,60
2015-05-03,61
2015-05-04,54
2015-05-05,60
2015-05-06,54
2015-05-07,53
2015-05-08,54
2015-05-09,56
2015-05-10,66
2015-05-11,56
2015-05-12,57
2015-05-13,53
2015-05-14,55
2015-05-15,52
2015-05-16,54
2015-05-17,63
2015-05-18,50
2015-05-19,51
2015-05-20,56
2015-05-21,55
2015-05-22,51
2015-05-23,55
2015-05-24,62
2015-05-25,58
2015-05-26,56
2015-05-27,54
2015-05-28,48
2015-05-29,51
2015-05-30,100
2015-05-31,69
2015-06-01,56
2015-06-02,59
2015-06-03,51
2015-06-04,56
2015-06-05,53
2015-06-06,51
2015-06-07,57
2015-06-08,55
2015-06-09,50
2015-06-10,53
2015-06-11,49
2015-06-12,48
2015-06-13,49
2015-06-14,54
2015-06-15,48
2015-06-16,41
2015-06-17,38
2015-06-18,39
2015-06-19,41
2015-06-20,42
2015-06-21,49
2015-06-22,36
2015-06-23,35
2015-06-24,33
2015-06-25,32
2015-06-26,33
2015-06-27,36
2015-06-28,44
2015-06-29,35
2015-06-30,30
2015-07-01,31
2015-07-02,30
2015-07-03,33
2015-07-04,36
2015-07-05,41
2015-07-06,33
2015-07-07,33
2015-07-08,34
2015-07-09,35
2015-07-10,34
2015-07-11,36
2015-07-12,42
2015-07-13,39
2015-07-14,35
2015-07-15,36
2015-07-16,38
2015-07-17,33
2015-07-18,41
2015-07-19,44
2015-07-20,37
2015-07-21,33
2015-07-22,35
2015-07-23,35
2015-07-24,34
2015-07-25,40
2015-07-26,48
2015-07-27,34
2015-07-28,35
2015-07-29,34
2015-07-30,33
2015-07-31,33
2015-08-01,40
2015-08-02,44
2015-08-03,32
2015-08-04,33
2015-08-05,33
2015-08-06,32
2015-08-07,32
2015-08-08,33
2015-08-09,40
2015-08-10,34
2015-08-11,33
2015-08-12,33
2015-08-13,35
2015-08-14,32
2015-08-15,37
2015-08-16,42
2015-08-17,34
2015-08-18,37
