date,VOD
2016-09-11,77
2016-09-12,73
2016-09-13,73
2016-09-14,70
2016-09-15,71
2016-09-16,77
2016-09-17,75
2016-09-18,88
2016-09-19,73
2016-09-20,69
2016-09-21,70
2016-09-22,66
2016-09-23,73
2016-09-24,68
2016-09-25,80
2016-09-26,71
2016-09-27,68
2016-09-28,73
2016-09-29,72
2016-09-30,70
2016-10-01,73
2016-10-02,76
2016-10-03,80
2016-10-04,84
2016-10-05,83
2016-10-06,80
2016-10-07,84
2016-10-08,95
2016-10-09,100
2016-10-10,83
2016-10-11,89
2016-10-12,95
2016-10-13,78
2016-10-14,78
2016-10-15,83
2016-10-16,93
2016-10-17,78
2016-10-18,83
2016-10-19,77
2016-10-20,74
2016-10-21,79
2016-10-22,93
2016-10-23,91
2016-10-24,83
2016-10-25,79
2016-10-26,84
2016-10-27,78
2016-10-28,76
2016-10-29,81
2016-10-30,90
2016-10-31,91
2016-11-01,86
2016-11-02,79
2016-11-03,75
2016-11-04,82
2016-11-05,84
2016-11-06,94
2016-11-07,80
2016-11-08,77
2016-11-09,74
2016-11-10,73
2016-11-11,86
2016-11-12,74
2016-11-13,94
2016-11-14,85
2016-11-15,81
2016-11-16,79
2016-11-17,75
2016-11-18,80
2016-11-19,79
2016-11-20,88
2016-11-21,86
2016-11-22,74
2016-11-23,79
2016-11-24,78
2016-11-25,75
2016-11-26,76
2016-11-27,86
2016-11-28,78
2016-11-29,80
2016-11-30,71
2016-12-01,75
2016-12-02,86
2016-12-03,82
2016-12-04,76
2016-12-05,72
2016-12-06,82
2016-12-07,88
2016-12-08,79
2016-12-09,73
2016-12-10,63
2016-12-11,70
2016-12-12,72
2016-12-13,76
2016-12-14,77
2016-12-15,74
2016-12-16,74
2016-12-17,71
2016-12-18,69
2016-12-19,69
2016-12-20,79
2016-12-21,77
2016-12-22,69
2016-12-23,67
2016-12-24,53
2016-12-25,72
2016-12-26,71
2016-12-27,96
2016-12-28,99
2016-12-29,95
2016-12-30,88
2016-12-31,66
2017-01-01,83
2017-01-02,80
2017-01-03,86
2017-01-04,87
2017-01-05,74
2017-01-06,72
2017-01-07,68
2017-01-08,72
2017-01-09,74
2017-01-10,78
2017-01-11,79
2017-01-12,75
2017-01-13,78
2017-01-14,73
2017-01-15,72
2017-01-16,72
2017-01-17,90
2017-01-18,86
2017-01-19,81
2017-01-20,78
2017-01-21,70
2017-01-22,71
2017-01-23,69
2017-01-24,80
2017-01-25,77
2017-01-26,78
2017-01-27,73
2017-01-28,75
2017-01-29,64
2017-01-30,72
2017-01-31,85
2017-02-01,84
2017-02-02,74
2017-02-03,84
2017-02-04,80
2017-02-05,73
2017-02-06,76
2017-02-07,83
2017-02-08,80
2017-02-09,77
2017-02-10,81
2017-02-11,74
2017-02-12,72
2017-02-13,76
2017-02-14,82
2017-02-15,89
2017-02-16,88
2017-02-17,81
2017-02-18,79
2017-02-19,72
2017-02-20,76
2017-02-21,84
2017-02-22,89
2017-02-23,83
2017-02-24,85
2017-02-25,82
2017-02-26,79
2017-02-27,75
2017-02-28,94
2017-03-01,91
2017-03-02,89
2017-03-03,83
2017-03-04,82
2017-03-05,82
2017-03-06,85
2017-03-07,86
2017-03-08,84
2017-03-09,82
2017-03-10,84
2017-03-11,85
2017-03-12,82
2017-03-13,79
2017-03-14,94
2017-03-15,88
2017-03-16,77
2017-03-17,77
2017-03-18,88
2017-03-19,84
2017-03-20,71
2017-03-21,84
2017-03-22,78
2017-03-23,75
2017-03-24,78
2017-03-25,78
2017-03-26,77
2017-03-27,72
2017-03-28,83
2017-03-29,81
2017-03-30,82
2017-03-31,75
2017-04-01,68
