date,VOD
2012-06-04,57
2012-06-05,59
2012-06-06,57
2012-06-07,54
2012-06-08,52
2012-06-09,65
2012-06-10,72
2012-06-11,58
2012-06-12,51
2012-06-13,46
2012-06-14,51
2012-06-15,52
2012-06-16,60
2012-06-17,60
2012-06-18,51
2012-06-19,45
2012-06-20,47
2012-06-21,44
2012-06-22,54
2012-06-23,54
2012-06-24,63
2012-06-25,51
2012-06-26,54
2012-06-27,49
2012-06-28,48
2012-06-29,46
2012-06-30,55
2012-07-01,62
2012-07-02,48
2012-07-03,44
2012-07-04,47
2012-07-05,49
2012-07-06,51
2012-07-07,63
2012-07-08,66
2012-07-09,51
2012-07-10,52
2012-07-11,44
2012-07-12,53
2012-07-13,57
2012-07-14,63
2012-07-15,71
2012-07-16,54
2012-07-17,49
2012-07-18,52
2012-07-19,55
2012-07-20,56
2012-07-21,60
2012-07-22,68
2012-07-23,54
2012-07-24,54
2012-07-25,50
2012-07-26,48
2012-07-27,50
2012-07-28,61
2012-07-29,64
2012-07-30,47
2012-07-31,51
2012-08-01,47
2012-08-02,48
2012-08-03,54
2012-08-04,52
2012-08-05,61
2012-08-06,54
2012-08-07,46
2012-08-08,52
2012-08-09,48
2012-08-10,52
2012-08-11,56
2012-08-12,62
2012-08-13,52
2012-08-14,54
2012-08-15,60
2012-08-16,53
2012-08-17,55
2012-08-18,65
2012-08-19,71
2012-08-20,57
2012-08-21,55
2012-08-22,49
2012-08-23,56
2012-08-24,58
2012-08-25,66
2012-08-26,67
2012-08-27,57
2012-08-28,58
2012-08-29,58
2012-08-30,48
2012-08-31,59
2012-09-01,68
2012-09-02,88
2012-09-03,68
2012-09-04,61
2012-09-05,63
2012-09-06,57
2012-09-07,69
2012-09-08,74
2012-09-09,74
2012-09-10,61
2012-09-11,59
2012-09-12,63
2012-09-13,65
2012-09-14,66
2012-09-15,79
2012-09-16,77
2012-09-17,59
2012-09-18,58
2012-09-19,60
2012-09-20,60
2012-09-21,64
2012-09-22,79
2012-09-23,83
2012-09-24,76
2012-09-25,75
2012-09-26,69
2012-09-27,70
2012-09-28,71
2012-09-29,78
2012-09-30,82
2012-10-01,68
2012-10-02,69
2012-10-03,68
2012-10-04,69
2012-10-05,75
2012-10-06,90
2012-10-07,97
2012-10-08,72
2012-10-09,73
2012-10-10,71
2012-10-11,71
2012-10-12,71
2012-10-13,83
2012-10-14,89
2012-10-15,66
2012-10-16,65
2012-10-17,63
2012-10-18,60
2012-10-19,71
2012-10-20,82
2012-10-21,75
2012-10-22,66
2012-10-23,63
2012-10-24,66
2012-10-25,64
2012-10-26,74
2012-10-27,98
2012-10-28,90
2012-10-29,69
2012-10-30,64
2012-10-31,66
2012-11-01,80
2012-11-02,77
2012-11-03,89
2012-11-04,100
2012-11-05,80
2012-11-06,72
2012-11-07,71
2012-11-08,67
2012-11-09,70
2012-11-10,83
2012-11-11,92
2012-11-12,74
2012-11-13,72
2012-11-14,73
2012-11-15,69
2012-11-16,77
2012-11-17,91
2012-11-18,96
2012-11-19,74
2012-11-20,72
2012-11-21,72
2012-11-22,73
2012-11-23,77
2012-11-24,83
2012-11-25,97
2012-11-26,71
2012-11-27,67
2012-11-28,74
2012-11-29,69
2012-11-30,71
2012-12-01,84
2012-12-02,91
2012-12-03,70
2012-12-04,62
2012-12-05,66
2012-12-06,66
2012-12-07,74
2012-12-08,85
2012-12-09,89
2012-12-10,62
2012-12-11,65
2012-12-12,66
2012-12-13,64
2012-12-14,58
2012-12-15,75
2012-12-16,82
2012-12-17,60
2012-12-18,60
2012-12-19,65
2012-12-20,56
2012-12-21,62
2012-12-22,72
2012-12-23,73
2012-12-24,57
2012-12-25,83
2012-12-26,80
2012-12-27,75
2012-12-28,76
2012-12-29,80
2012-12-30,86
2012-12-31,70
2013-01-01,88
2013-01-02,71
2013-01-03,69
2013-01-04,65
2013-01-05,81
2013-01-06,80
2013-01-07,69
2013-01-08,67
2013-01-09,63
2013-01-10,67
2013-01-11,63
2013-01-12,76
2013-01-13,79
2013-01-14,66
2013-01-15,58
2013-01-16,67
2013-01-17,66
2013-01-18,64
2013-01-19,79
2013-01-20,82
2013-01-21,60
2013-01-22,62
2013-01-23,64
2013-01-24,64
2013-01-25,62
2013-01-26,76
2013-01-27,85
2013-01-28,61
2013-01-29,68
2013-01-30,71
2013-01-31,63
2013-02-01,65
2013-02-02,75
2013-02-03,79
2013-02-04,63
2013-02-05,63
2013-02-06,67
2013-02-07,64
2013-02-08,66
2013-02-09,77
2013-02-10,83
2013-02-11,63
2013-02-12,61
2013-02-13,68
2013-02-14,63
2013-02-15,63
2013-02-16,73
2013-02-17,73
2013-02-18,59
2013-02-19,64
