date,VOD
2011-09-18,100
2011-09-19,83
2011-09-20,82
2011-09-21,77
2011-09-22,81
2011-09-23,80
2011-09-24,85
2011-09-25,87
2011-09-26,72
2011-09-27,70
2011-09-28,72
2011-09-29,81
2011-09-30,82
2011-10-01,86
2011-10-02,90
2011-10-03,75
2011-10-04,75
2011-10-05,82
2011-10-06,76
2011-10-07,79
2011-10-08,87
2011-10-09,97
2011-10-10,69
2011-10-11,75
2011-10-12,70
2011-10-13,74
2011-10-14,75
2011-10-15,82
2011-10-16,84
2011-10-17,78
2011-10-18,71
2011-10-19,72
2011-10-20,71
2011-10-21,77
2011-10-22,85
2011-10-23,91
2011-10-24,64
2011-10-25,76
2011-10-26,72
2011-10-27,68
2011-10-28,67
2011-10-29,82
2011-10-30,82
2011-10-31,73
2011-11-01,76
2011-11-02,69
2011-11-03,67
2011-11-04,71
2011-11-05,91
2011-11-06,84
2011-11-07,66
2011-11-08,69
2011-11-09,73
2011-11-10,69
2011-11-11,78
2011-11-12,76
2011-11-13,81
2011-11-14,58
2011-11-15,59
2011-11-16,60
2011-11-17,61
2011-11-18,67
2011-11-19,78
2011-11-20,84
2011-11-21,67
2011-11-22,66
2011-11-23,63
2011-11-24,59
2011-11-25,68
2011-11-26,85
2011-11-27,91
2011-11-28,69
2011-11-29,67
2011-11-30,62
2011-12-01,64
2011-12-02,65
2011-12-03,85
2011-12-04,75
2011-12-05,59
2011-12-06,58
2011-12-07,67
2011-12-08,70
2011-12-09,62
2011-12-10,79
2011-12-11,82
2011-12-12,64
2011-12-13,63
2011-12-14,62
2011-12-15,53
2011-12-16,63
2011-12-17,79
2011-12-18,80
2011-12-19,64
2011-12-20,57
2011-12-21,60
2011-12-22,68
2011-12-23,63
2011-12-24,68
2011-12-25,71
2011-12-26,76
2011-12-27,74
2011-12-28,77
2011-12-29,67
2011-12-30,65
2011-12-31,71
2012-01-01,88
2012-01-02,72
2012-01-03,66
2012-01-04,59
2012-01-05,65
2012-01-06,72
2012-01-07,81
2012-01-08,76
2012-01-09,59
2012-01-10,59
2012-01-11,54
2012-01-12,58
2012-01-13,59
2012-01-14,66
2012-01-15,68
2012-01-16,53
2012-01-17,54
2012-01-18,51
2012-01-19,54
2012-01-20,67
2012-01-21,80
2012-01-22,85
2012-01-23,62
2012-01-24,63
2012-01-25,60
2012-01-26,61
2012-01-27,68
2012-01-28,81
2012-01-29,85
2012-01-30,61
2012-01-31,64
2012-02-01,62
2012-02-02,63
2012-02-03,69
2012-02-04,79
2012-02-05,85
2012-02-06,62
2012-02-07,59
2012-02-08,60
2012-02-09,61
2012-02-10,63
2012-02-11,78
2012-02-12,83
2012-02-13,64
2012-02-14,58
2012-02-15,59
2012-02-16,64
2012-02-17,67
2012-02-18,78
2012-02-19,82
2012-02-20,66
2012-02-21,61
2012-02-22,67
2012-02-23,72
2012-02-24,72
2012-02-25,78
2012-02-26,82
2012-02-27,67
2012-02-28,65
2012-02-29,61
2012-03-01,61
2012-03-02,67
2012-03-03,82
2012-03-04,84
2012-03-05,66
2012-03-06,60
2012-03-07,74
2012-03-08,65
2012-03-09,65
2012-03-10,75
2012-03-11,85
2012-03-12,59
2012-03-13,65
2012-03-14,65
2012-03-15,60
2012-03-16,63
2012-03-17,64
2012-03-18,86
2012-03-19,62
2012-03-20,58
2012-03-21,62
2012-03-22,56
2012-03-23,59
2012-03-24,66
2012-03-25,71
2012-03-26,58
2012-03-27,57
2012-03-28,58
2012-03-29,59
2012-03-30,58
2012-03-31,72
2012-04-01,77
2012-04-02,57
2012-04-03,56
2012-04-04,60
2012-04-05,62
2012-04-06,62
2012-04-07,71
2012-04-08,76
2012-04-09,66
2012-04-10,60
2012-04-11,56
2012-04-12,59
2012-04-13,59
2012-04-14,69
2012-04-15,82
2012-04-16,60
2012-04-17,53
2012-04-18,58
2012-04-19,55
2012-04-20,54
2012-04-21,62
2012-04-22,64
2012-04-23,54
2012-04-24,58
2012-04-25,58
2012-04-26,51
2012-04-27,51
2012-04-28,62
2012-04-29,66
2012-04-30,57
2012-05-01,68
2012-05-02,48
2012-05-03,51
2012-05-04,58
2012-05-05,62
2012-05-06,67
2012-05-07,57
2012-05-08,58
2012-05-09,54
2012-05-10,51
2012-05-11,51
2012-05-12,61
2012-05-13,63
2012-05-14,53
2012-05-15,56
2012-05-16,54
2012-05-17,58
2012-05-18,54
2012-05-19,60
2012-05-20,59
2012-05-21,52
2012-05-22,52
2012-05-23,53
2012-05-24,50
2012-05-25,59
2012-05-26,57
2012-05-27,70
2012-05-28,54
2012-05-29,51
2012-05-30,52
2012-05-31,50
2012-06-01,59
2012-06-02,64
2012-06-03,68
2012-06-04,55
