date,VOD
2014-03-16,55
2014-03-17,45
2014-03-18,40
2014-03-19,43
2014-03-20,39
2014-03-21,40
2014-03-22,42
2014-03-23,50
2014-03-24,39
2014-03-25,39
2014-03-26,40
2014-03-27,39
2014-03-28,38
2014-03-29,40
2014-03-30,43
2014-03-31,36
2014-04-01,39
2014-04-02,39
2014-04-03,39
2014-04-04,35
2014-04-05,40
2014-04-06,45
2014-04-07,39
2014-04-08,42
2014-04-09,41
2014-04-10,38
2014-04-11,37
2014-04-12,40
2014-04-13,46
2014-04-14,37
2014-04-15,39
2014-04-16,35
2014-04-17,38
2014-04-18,39
2014-04-19,39
2014-04-20,44
2014-04-21,43
2014-04-22,40
2014-04-23,38
2014-04-24,38
2014-04-25,37
2014-04-26,43
2014-04-27,46
2014-04-28,37
2014-04-29,39
2014-04-30,37
2014-05-01,42
2014-05-02,38
2014-05-03,44
2014-05-04,45
2014-05-05,40
2014-05-06,36
2014-05-07,38
2014-05-08,40
2014-05-09,39
2014-05-10,43
2014-05-11,47
2014-05-12,39
2014-05-13,36
2014-05-14,37
2014-05-15,37
2014-05-16,39
2014-05-17,55
2014-05-18,51
2014-05-19,44
2014-05-20,40
2014-05-21,39
2014-05-22,35
2014-05-23,39
2014-05-24,41
2014-05-25,46
2014-05-26,37
2014-05-27,37
2014-05-28,39
2014-05-29,41
2014-05-30,42
2014-05-31,43
2014-06-01,40
2014-06-02,35
2014-06-03,40
2014-06-04,37
2014-06-05,37
2014-06-06,36
2014-06-07,33
2014-06-08,40
2014-06-09,37
2014-06-10,39
2014-06-11,39
2014-06-12,36
2014-06-13,37
2014-06-14,43
2014-06-15,45
2014-06-16,32
2014-06-17,32
2014-06-18,28
2014-06-19,32
2014-06-20,31
2014-06-21,35
2014-06-22,39
2014-06-23,28
2014-06-24,28
2014-06-25,26
2014-06-26,29
2014-06-27,29
2014-06-28,35
2014-06-29,35
2014-06-30,28
2014-07-01,28
2014-07-02,28
2014-07-03,28
2014-07-04,26
2014-07-05,31
2014-07-06,37
2014-07-07,32
2014-07-08,29
2014-07-09,29
2014-07-10,31
2014-07-11,33
2014-07-12,35
2014-07-13,29
2014-07-14,29
2014-07-15,31
2014-07-16,28
2014-07-17,27
2014-07-18,31
2014-07-19,31
2014-07-20,42
2014-07-21,31
2014-07-22,30
2014-07-23,28
2014-07-24,30
2014-07-25,31
2014-07-26,33
2014-07-27,38
2014-07-28,29
2014-07-29,30
2014-07-30,29
2014-07-31,29
2014-08-01,33
2014-08-02,35
2014-08-03,38
2014-08-04,32
2014-08-05,30
2014-08-06,32
2014-08-07,35
2014-08-08,32
2014-08-09,34
2014-08-10,39
2014-08-11,27
2014-08-12,30
2014-08-13,27
2014-08-14,29
2014-08-15,31
2014-08-16,36
2014-08-17,40
2014-08-18,30
2014-08-19,29
2014-08-20,30
2014-08-21,30
2014-08-22,29
2014-08-23,30
2014-08-24,40
2014-08-25,29
2014-08-26,31
2014-08-27,30
2014-08-28,31
2014-08-29,32
2014-08-30,35
2014-08-31,41
2014-09-01,38
2014-09-02,40
2014-09-03,35
2014-09-04,38
2014-09-05,37
2014-09-06,39
2014-09-07,46
2014-09-08,38
2014-09-09,40
2014-09-10,38
2014-09-11,38
2014-09-12,34
2014-09-13,39
2014-09-14,44
2014-09-15,40
2014-09-16,41
2014-09-17,39
2014-09-18,37
2014-09-19,37
2014-09-20,45
2014-09-21,46
2014-09-22,43
2014-09-23,41
2014-09-24,41
2014-09-25,37
2014-09-26,40
2014-09-27,44
2014-09-28,46
2014-09-29,39
2014-09-30,38
2014-10-01,41
2014-10-02,39
2014-10-03,42
2014-10-04,47
2014-10-05,48
2014-10-06,40
2014-10-07,38
2014-10-08,38
2014-10-09,37
2014-10-10,40
2014-10-11,44
2014-10-12,54
2014-10-13,40
2014-10-14,41
2014-10-15,40
2014-10-16,37
2014-10-17,38
2014-10-18,45
2014-10-19,51
2014-10-20,42
2014-10-21,40
2014-10-22,39
2014-10-23,38
2014-10-24,39
2014-10-25,42
2014-10-26,45
2014-10-27,100
2014-10-28,40
2014-10-29,38
2014-10-30,34
2014-10-31,36
2014-11-01,45
2014-11-02,46
2014-11-03,41
2014-11-04,39
2014-11-05,40
2014-11-06,38
2014-11-07,37
2014-11-08,44
2014-11-09,51
2014-11-10,41
2014-11-11,47
2014-11-12,37
2014-11-13,34
2014-11-14,38
2014-11-15,42
2014-11-16,47
2014-11-17,40
2014-11-18,39
2014-11-19,40
2014-11-20,36
2014-11-21,37
2014-11-22,43
2014-11-23,46
2014-11-24,39
2014-11-25,39
2014-11-26,36
2014-11-27,35
2014-11-28,35
2014-11-29,41
2014-11-30,46
2014-12-01,33
