date,VOD
2015-04-10,51
2015-04-11,51
2015-04-12,63
2015-04-13,52
2015-04-14,52
2015-04-15,49
2015-04-16,45
2015-04-17,51
2015-04-18,58
2015-04-19,60
2015-04-20,50
2015-04-21,54
2015-04-22,50
2015-04-23,45
2015-04-24,46
2015-04-25,50
2015-04-26,57
2015-04-27,49
2015-04-28,53
2015-04-29,54
2015-04-30,53
2015-05-01,67
2015-05-02,56
2015-05-03,58
2015-05-04,48
2015-05-05,58
2015-05-06,52
2015-05-07,49
2015-05-08,54
2015-05-09,50
2015-05-10,63
2015-05-11,54
2015-05-12,54
2015-05-13,51
2015-05-14,53
2015-05-15,47
2015-05-16,54
2015-05-17,63
2015-05-18,51
2015-05-19,49
2015-05-20,54
2015-05-21,51
2015-05-22,51
2015-05-23,56
2015-05-24,62
2015-05-25,57
2015-05-26,55
2015-05-27,53
2015-05-28,46
2015-05-29,51
2015-05-30,100
2015-05-31,66
2015-06-01,57
2015-06-02,60
2015-06-03,47
2015-06-04,56
2015-06-05,52
2015-06-06,48
2015-06-07,54
2015-06-08,53
2015-06-09,50
2015-06-10,52
2015-06-11,49
2015-06-12,47
2015-06-13,45
2015-06-14,52
2015-06-15,45
2015-06-16,40
2015-06-17,38
2015-06-18,34
2015-06-19,39
2015-06-20,39
2015-06-21,49
2015-06-22,34
2015-06-23,35
2015-06-24,28
2015-06-25,28
2015-06-26,31
2015-06-27,34
2015-06-28,40
2015-06-29,32
2015-06-30,33
2015-07-01,33
2015-07-02,32
2015-07-03,34
2015-07-04,33
2015-07-05,40
2015-07-06,33
2015-07-07,33
2015-07-08,33
2015-07-09,33
2015-07-10,32
2015-07-11,36
2015-07-12,43
2015-07-13,35
2015-07-14,35
2015-07-15,36
2015-07-16,35
2015-07-17,32
2015-07-18,37
2015-07-19,46
2015-07-20,36
2015-07-21,29
2015-07-22,32
2015-07-23,33
2015-07-24,35
2015-07-25,38
2015-07-26,43
2015-07-27,34
2015-07-28,38
2015-07-29,33
2015-07-30,33
2015-07-31,32
2015-08-01,39
2015-08-02,40
2015-08-03,30
2015-08-04,34
2015-08-05,33
2015-08-06,29
2015-08-07,32
2015-08-08,35
2015-08-09,40
2015-08-10,30
2015-08-11,31
2015-08-12,30
2015-08-13,31
2015-08-14,31
2015-08-15,36
2015-08-16,37
2015-08-17,37
2015-08-18,34
2015-08-19,35
2015-08-20,32
2015-08-21,30
2015-08-22,35
2015-08-23,44
2015-08-24,34
2015-08-25,36
2015-08-26,31
2015-08-27,33
2015-08-28,33
2015-08-29,38
2015-08-30,43
2015-08-31,45
2015-09-01,45
2015-09-02,48
2015-09-03,48
2015-09-04,52
2015-09-05,55
2015-09-06,62
2015-09-07,57
2015-09-08,57
2015-09-09,53
2015-09-10,53
2015-09-11,57
2015-09-12,60
2015-09-13,58
2015-09-14,59
2015-09-15,64
2015-09-16,55
2015-09-17,50
2015-09-18,58
2015-09-19,62
2015-09-20,64
2015-09-21,60
2015-09-22,57
2015-09-23,53
2015-09-24,58
2015-09-25,63
2015-09-26,62
2015-09-27,66
2015-09-28,59
2015-09-29,51
2015-09-30,55
2015-10-01,51
2015-10-02,59
2015-10-03,60
2015-10-04,64
2015-10-05,57
2015-10-06,58
2015-10-07,58
2015-10-08,58
2015-10-09,58
2015-10-10,63
2015-10-11,68
2015-10-12,66
2015-10-13,58
2015-10-14,58
2015-10-15,58
2015-10-16,64
2015-10-17,65
2015-10-18,69
2015-10-19,66
2015-10-20,59
2015-10-21,60
2015-10-22,60
2015-10-23,58
2015-10-24,59
2015-10-25,62
2015-10-26,53
2015-10-27,55
2015-10-28,56
2015-10-29,53
2015-10-30,53
2015-10-31,61
2015-11-01,63
2015-11-02,58
2015-11-03,53
2015-11-04,56
2015-11-05,57
2015-11-06,57
2015-11-07,62
2015-11-08,67
2015-11-09,55
2015-11-10,58
2015-11-11,63
2015-11-12,52
2015-11-13,59
2015-11-14,62
2015-11-15,62
2015-11-16,55
2015-11-17,61
2015-11-18,59
2015-11-19,58
2015-11-20,59
2015-11-21,61
2015-11-22,63
2015-11-23,59
2015-11-24,53
2015-11-25,55
2015-11-26,52
2015-11-27,57
2015-11-28,55
2015-11-29,67
2015-11-30,56
2015-12-01,51
2015-12-02,52
2015-12-03,52
2015-12-04,48
2015-12-05,55
2015-12-06,53
2015-12-07,53
2015-12-08,56
2015-12-09,56
2015-12-10,52
2015-12-11,59
2015-12-12,58
2015-12-13,57
2015-12-14,48
2015-12-15,53
2015-12-16,55
2015-12-17,49
2015-12-18,48
2015-12-19,56
2015-12-20,57
2015-12-21,50
2015-12-22,52
2015-12-23,53
2015-12-24,40
2015-12-25,58
2015-12-26,61
