date,VOD
2010-08-24,24
2010-08-25,23
2010-08-26,24
2010-08-27,27
2010-08-28,32
2010-08-29,34
2010-08-30,24
2010-08-31,24
2010-09-01,27
2010-09-02,27
2010-09-03,27
2010-09-04,36
2010-09-05,42
2010-09-06,34
2010-09-07,31
2010-09-08,34
2010-09-09,33
2010-09-10,33
2010-09-11,42
2010-09-12,45
2010-09-13,33
2010-09-14,39
2010-09-15,38
2010-09-16,37
2010-09-17,39
2010-09-18,46
2010-09-19,51
2010-09-20,36
2010-09-21,40
2010-09-22,41
2010-09-23,40
2010-09-24,36
2010-09-25,44
2010-09-26,53
2010-09-27,39
2010-09-28,39
2010-09-29,45
2010-09-30,45
2010-10-01,43
2010-10-02,50
2010-10-03,58
2010-10-04,41
2010-10-05,43
2010-10-06,42
2010-10-07,46
2010-10-08,42
2010-10-09,51
2010-10-10,54
2010-10-11,37
2010-10-12,42
2010-10-13,47
2010-10-14,50
2010-10-15,42
2010-10-16,48
2010-10-17,55
2010-10-18,42
2010-10-19,44
2010-10-20,46
2010-10-21,46
2010-10-22,42
2010-10-23,51
2010-10-24,61
2010-10-25,46
2010-10-26,48
2010-10-27,51
2010-10-28,53
2010-10-29,43
2010-10-30,54
2010-10-31,61
2010-11-01,47
2010-11-02,50
2010-11-03,47
2010-11-04,54
2010-11-05,42
2010-11-06,55
2010-11-07,61
2010-11-08,43
2010-11-09,48
2010-11-10,47
2010-11-11,68
2010-11-12,44
2010-11-13,51
2010-11-14,64
2010-11-15,41
2010-11-16,50
2010-11-17,50
2010-11-18,56
2010-11-19,48
2010-11-20,50
2010-11-21,63
2010-11-22,44
2010-11-23,49
2010-11-24,53
2010-11-25,60
2010-11-26,49
2010-11-27,55
2010-11-28,66
2010-11-29,39
2010-11-30,42
2010-12-01,47
2010-12-02,58
2010-12-03,52
2010-12-04,49
2010-12-05,57
2010-12-06,39
2010-12-07,42
2010-12-08,46
2010-12-09,44
2010-12-10,42
2010-12-11,42
2010-12-12,48
2010-12-13,37
2010-12-14,34
2010-12-15,36
2010-12-16,38
2010-12-17,39
2010-12-18,48
2010-12-19,52
2010-12-20,40
2010-12-21,43
2010-12-22,42
2010-12-23,42
2010-12-24,34
2010-12-25,47
2010-12-26,47
2010-12-27,42
2010-12-28,41
2010-12-29,46
2010-12-30,42
2010-12-31,36
2011-01-01,54
2011-01-02,43
2011-01-03,40
2011-01-04,41
2011-01-05,42
2011-01-06,47
2011-01-07,48
2011-01-08,48
2011-01-09,45
2011-01-10,42
2011-01-11,47
2011-01-12,46
2011-01-13,49
2011-01-14,46
2011-01-15,49
2011-01-16,45
2011-01-17,45
2011-01-18,46
2011-01-19,46
2011-01-20,46
2011-01-21,45
2011-01-22,45
2011-01-23,45
2011-01-24,44
2011-01-25,50
2011-01-26,50
2011-01-27,46
2011-01-28,51
2011-01-29,51
2011-01-30,50
2011-01-31,47
2011-02-01,48
2011-02-02,48
2011-02-03,51
2011-02-04,50
2011-02-05,52
2011-02-06,46
2011-02-07,44
2011-02-08,46
2011-02-09,48
2011-02-10,52
2011-02-11,51
2011-02-12,49
2011-02-13,51
2011-02-14,48
2011-02-15,51
2011-02-16,51
2011-02-17,52
2011-02-18,55
2011-02-19,49
2011-02-20,53
2011-02-21,54
2011-02-22,56
2011-02-23,58
2011-02-24,57
2011-02-25,61
2011-02-26,56
2011-02-27,56
2011-02-28,57
2011-03-01,60
2011-03-02,69
2011-03-03,66
2011-03-04,65
2011-03-05,64
2011-03-06,73
2011-03-07,72
2011-03-08,71
2011-03-09,75
2011-03-10,76
2011-03-11,70
2011-03-12,67
2011-03-13,74
2011-03-14,73
2011-03-15,74
2011-03-16,80
2011-03-17,80
2011-03-18,72
2011-03-19,67
2011-03-20,79
2011-03-21,77
2011-03-22,73
2011-03-23,73
2011-03-24,74
2011-03-25,73
2011-03-26,66
2011-03-27,74
2011-03-28,77
2011-03-29,75
2011-03-30,74
2011-03-31,71
2011-04-01,66
2011-04-02,65
2011-04-03,72
2011-04-04,79
2011-04-05,73
2011-04-06,74
2011-04-07,72
2011-04-08,75
2011-04-09,70
2011-04-10,87
2011-04-11,86
2011-04-12,76
2011-04-13,81
2011-04-14,86
2011-04-15,75
2011-04-16,71
2011-04-17,88
2011-04-18,82
2011-04-19,78
2011-04-20,79
2011-04-21,82
2011-04-22,76
2011-04-23,65
2011-04-24,76
2011-04-25,85
2011-04-26,100
2011-04-27,93
2011-04-28,86
2011-04-29,73
2011-04-30,66
2011-05-01,84
2011-05-02,86
2011-05-03,88
2011-05-04,83
2011-05-05,82
2011-05-06,81
2011-05-07,78
2011-05-08,93
2011-05-09,88
2011-05-10,77
2011-05-11,75
