date,VOD
2011-05-11,80
2011-05-12,79
2011-05-13,81
2011-05-14,69
2011-05-15,100
2011-05-16,89
2011-05-17,83
2011-05-18,76
2011-05-19,74
2011-05-20,74
2011-05-21,66
2011-05-22,81
2011-05-23,88
2011-05-24,77
2011-05-25,80
2011-05-26,72
2011-05-27,80
2011-05-28,74
2011-05-29,73
2011-05-30,83
2011-05-31,81
2011-06-01,75
2011-06-02,82
2011-06-03,70
2011-06-04,61
2011-06-05,61
2011-06-06,77
2011-06-07,76
2011-06-08,73
2011-06-09,76
2011-06-10,73
2011-06-11,52
2011-06-12,59
2011-06-13,66
2011-06-14,67
2011-06-15,69
2011-06-16,68
2011-06-17,55
2011-06-18,55
2011-06-19,55
2011-06-20,45
2011-06-21,36
2011-06-22,34
2011-06-23,35
2011-06-24,36
2011-06-25,39
2011-06-26,44
2011-06-27,32
2011-06-28,33
2011-06-29,33
2011-06-30,33
2011-07-01,37
2011-07-02,40
2011-07-03,44
2011-07-04,32
2011-07-05,31
2011-07-06,31
2011-07-07,30
2011-07-08,31
2011-07-09,33
2011-07-10,38
2011-07-11,31
2011-07-12,30
2011-07-13,29
2011-07-14,32
2011-07-15,30
2011-07-16,36
2011-07-17,34
2011-07-18,31
2011-07-19,31
2011-07-20,33
2011-07-21,33
2011-07-22,34
2011-07-23,33
2011-07-24,37
2011-07-25,34
2011-07-26,30
2011-07-27,30
2011-07-28,28
2011-07-29,32
2011-07-30,41
2011-07-31,44
2011-08-01,32
2011-08-02,32
2011-08-03,31
2011-08-04,30
2011-08-05,33
2011-08-06,34
2011-08-07,38
2011-08-08,33
2011-08-09,31
2011-08-10,30
2011-08-11,28
2011-08-12,29
2011-08-13,37
2011-08-14,40
2011-08-15,36
2011-08-16,32
2011-08-17,35
2011-08-18,33
2011-08-19,35
2011-08-20,39
2011-08-21,43
2011-08-22,34
2011-08-23,31
2011-08-24,36
2011-08-25,36
2011-08-26,35
2011-08-27,41
2011-08-28,42
2011-08-29,36
2011-08-30,38
2011-08-31,37
2011-09-01,33
2011-09-02,35
2011-09-03,44
2011-09-04,58
2011-09-05,69
2011-09-06,67
2011-09-07,72
2011-09-08,65
2011-09-09,59
2011-09-10,54
2011-09-11,61
2011-09-12,50
2011-09-13,49
2011-09-14,46
2011-09-15,41
2011-09-16,40
2011-09-17,45
2011-09-18,49
2011-09-19,40
2011-09-20,36
2011-09-21,37
2011-09-22,40
2011-09-23,37
2011-09-24,36
2011-09-25,44
2011-09-26,34
2011-09-27,31
2011-09-28,40
2011-09-29,38
2011-09-30,37
2011-10-01,41
2011-10-02,41
2011-10-03,35
2011-10-04,34
2011-10-05,36
2011-10-06,33
2011-10-07,38
2011-10-08,40
2011-10-09,46
2011-10-10,34
2011-10-11,34
2011-10-12,34
2011-10-13,34
2011-10-14,33
2011-10-15,36
2011-10-16,38
2011-10-17,34
2011-10-18,32
2011-10-19,34
2011-10-20,32
2011-10-21,34
2011-10-22,38
2011-10-23,40
2011-10-24,32
2011-10-25,33
2011-10-26,34
2011-10-27,31
2011-10-28,33
2011-10-29,37
2011-10-30,40
2011-10-31,31
2011-11-01,33
2011-11-02,34
2011-11-03,31
2011-11-04,32
2011-11-05,39
2011-11-06,37
2011-11-07,31
2011-11-08,31
2011-11-09,33
2011-11-10,30
2011-11-11,35
2011-11-12,35
2011-11-13,36
2011-11-14,28
2011-11-15,28
2011-11-16,29
2011-11-17,28
2011-11-18,31
2011-11-19,35
2011-11-20,37
2011-11-21,30
2011-11-22,30
2011-11-23,29
2011-11-24,28
2011-11-25,32
2011-11-26,39
2011-11-27,41
2011-11-28,32
2011-11-29,29
2011-11-30,28
2011-12-01,30
2011-12-02,29
2011-12-03,39
2011-12-04,37
2011-12-05,26
2011-12-06,28
2011-12-07,30
2011-12-08,32
2011-12-09,29
2011-12-10,36
2011-12-11,36
2011-12-12,28
2011-12-13,29
2011-12-14,28
2011-12-15,25
2011-12-16,29
2011-12-17,36
2011-12-18,36
2011-12-19,31
2011-12-20,27
2011-12-21,28
2011-12-22,31
2011-12-23,29
2011-12-24,31
2011-12-25,34
2011-12-26,37
2011-12-27,33
2011-12-28,38
2011-12-29,31
2011-12-30,32
2011-12-31,32
2012-01-01,39
2012-01-02,34
2012-01-03,29
2012-01-04,26
2012-01-05,29
2012-01-06,33
2012-01-07,36
2012-01-08,35
2012-01-09,28
2012-01-10,25
2012-01-11,25
2012-01-12,25
2012-01-13,26
2012-01-14,32
2012-01-15,32
2012-01-16,22
2012-01-17,24
2012-01-18,22
2012-01-19,26
2012-01-20,28
2012-01-21,38
2012-01-22,37
2012-01-23,29
2012-01-24,30
2012-01-25,31
2012-01-26,29
