date,VOD
2015-08-18,44
2015-08-19,43
2015-08-20,45
2015-08-21,43
2015-08-22,49
2015-08-23,57
2015-08-24,49
2015-08-25,49
2015-08-26,46
2015-08-27,44
2015-08-28,49
2015-08-29,52
2015-08-30,61
2015-08-31,62
2015-09-01,68
2015-09-02,67
2015-09-03,66
2015-09-04,73
2015-09-05,75
2015-09-06,80
2015-09-07,76
2015-09-08,76
2015-09-09,72
2015-09-10,72
2015-09-11,80
2015-09-12,84
2015-09-13,84
2015-09-14,81
2015-09-15,83
2015-09-16,79
2015-09-17,75
2015-09-18,84
2015-09-19,83
2015-09-20,88
2015-09-21,76
2015-09-22,73
2015-09-23,71
2015-09-24,77
2015-09-25,82
2015-09-26,85
2015-09-27,85
2015-09-28,77
2015-09-29,71
2015-09-30,74
2015-10-01,74
2015-10-02,83
2015-10-03,84
2015-10-04,88
2015-10-05,80
2015-10-06,78
2015-10-07,83
2015-10-08,77
2015-10-09,84
2015-10-10,87
2015-10-11,100
2015-10-12,90
2015-10-13,81
2015-10-14,79
2015-10-15,77
2015-10-16,83
2015-10-17,89
2015-10-18,92
2015-10-19,88
2015-10-20,82
2015-10-21,82
2015-10-22,84
2015-10-23,81
2015-10-24,83
2015-10-25,85
2015-10-26,73
2015-10-27,77
2015-10-28,77
2015-10-29,75
2015-10-30,75
2015-10-31,79
2015-11-01,89
2015-11-02,80
2015-11-03,74
2015-11-04,77
2015-11-05,78
2015-11-06,80
2015-11-07,85
2015-11-08,91
2015-11-09,73
2015-11-10,77
2015-11-11,85
2015-11-12,75
2015-11-13,81
2015-11-14,83
2015-11-15,87
2015-11-16,75
2015-11-17,80
2015-11-18,76
2015-11-19,79
2015-11-20,80
2015-11-21,86
2015-11-22,89
2015-11-23,81
2015-11-24,70
2015-11-25,74
2015-11-26,75
2015-11-27,83
2015-11-28,77
2015-11-29,87
2015-11-30,74
2015-12-01,72
2015-12-02,73
2015-12-03,66
2015-12-04,70
2015-12-05,74
2015-12-06,71
2015-12-07,72
2015-12-08,76
2015-12-09,71
2015-12-10,66
2015-12-11,74
2015-12-12,77
2015-12-13,80
2015-12-14,66
2015-12-15,66
2015-12-16,72
2015-12-17,65
2015-12-18,69
2015-12-19,71
2015-12-20,78
2015-12-21,63
2015-12-22,72
2015-12-23,70
2015-12-24,54
2015-12-25,80
2015-12-26,78
2015-12-27,85
2015-12-28,81
2015-12-29,87
2015-12-30,84
2015-12-31,68
2016-01-01,93
2016-01-02,83
2016-01-03,77
2016-01-04,72
2016-01-05,71
2016-01-06,74
2016-01-07,71
2016-01-08,76
2016-01-09,71
2016-01-10,73
2016-01-11,63
2016-01-12,70
2016-01-13,66
2016-01-14,64
2016-01-15,71
2016-01-16,77
2016-01-17,69
2016-01-18,69
2016-01-19,69
2016-01-20,72
2016-01-21,64
2016-01-22,69
2016-01-23,66
2016-01-24,71
2016-01-25,64
2016-01-26,74
2016-01-27,78
2016-01-28,76
2016-01-29,75
2016-01-30,78
2016-01-31,77
2016-02-01,66
2016-02-02,75
2016-02-03,75
2016-02-04,68
2016-02-05,65
2016-02-06,70
2016-02-07,72
2016-02-08,67
2016-02-09,72
2016-02-10,77
2016-02-11,72
2016-02-12,69
2016-02-13,68
2016-02-14,71
2016-02-15,71
2016-02-16,81
2016-02-17,76
2016-02-18,72
2016-02-19,71
2016-02-20,72
2016-02-21,73
2016-02-22,70
2016-02-23,77
2016-02-24,73
2016-02-25,72
2016-02-26,71
2016-02-27,69
2016-02-28,72
2016-02-29,69
2016-03-01,78
2016-03-02,86
2016-03-03,80
2016-03-04,79
2016-03-05,84
2016-03-06,92
2016-03-07,83
2016-03-08,84
2016-03-09,82
2016-03-10,77
2016-03-11,78
2016-03-12,80
2016-03-13,86
2016-03-14,76
2016-03-15,77
2016-03-16,72
2016-03-17,72
2016-03-18,72
2016-03-19,82
2016-03-20,85
2016-03-21,71
2016-03-22,73
2016-03-23,68
2016-03-24,69
2016-03-25,70
2016-03-26,65
2016-03-27,67
2016-03-28,74
2016-03-29,71
2016-03-30,73
2016-03-31,74
2016-04-01,80
2016-04-02,81
2016-04-03,80
2016-04-04,73
2016-04-05,76
2016-04-06,77
2016-04-07,73
2016-04-08,77
2016-04-09,89
2016-04-10,82
2016-04-11,73
2016-04-12,82
2016-04-13,79
2016-04-14,77
2016-04-15,70
2016-04-16,72
2016-04-17,80
2016-04-18,71
2016-04-19,79
2016-04-20,77
2016-04-21,67
2016-04-22,70
2016-04-23,76
2016-04-24,88
2016-04-25,81
2016-04-26,82
2016-04-27,87
2016-04-28,78
2016-04-29,75
2016-04-30,76
2016-05-01,80
2016-05-02,67
2016-05-03,77
2016-05-04,80
