date,VOD
2012-01-26,68
2012-01-27,70
2012-01-28,86
2012-01-29,87
2012-01-30,69
2012-01-31,69
2012-02-01,70
2012-02-02,65
2012-02-03,71
2012-02-04,82
2012-02-05,93
2012-02-06,69
2012-02-07,70
2012-02-08,66
2012-02-09,66
2012-02-10,70
2012-02-11,84
2012-02-12,83
2012-02-13,69
2012-02-14,62
2012-02-15,67
2012-02-16,70
2012-02-17,77
2012-02-18,81
2012-02-19,93
2012-02-20,71
2012-02-21,63
2012-02-22,74
2012-02-23,77
2012-02-24,78
2012-02-25,92
2012-02-26,86
2012-02-27,76
2012-02-28,70
2012-02-29,67
2012-03-01,64
2012-03-02,67
2012-03-03,87
2012-03-04,94
2012-03-05,69
2012-03-06,71
2012-03-07,75
2012-03-08,70
2012-03-09,70
2012-03-10,86
2012-03-11,94
2012-03-12,64
2012-03-13,65
2012-03-14,70
2012-03-15,65
2012-03-16,68
2012-03-17,73
2012-03-18,94
2012-03-19,64
2012-03-20,64
2012-03-21,64
2012-03-22,61
2012-03-23,66
2012-03-24,71
2012-03-25,81
2012-03-26,62
2012-03-27,64
2012-03-28,66
2012-03-29,65
2012-03-30,64
2012-03-31,78
2012-04-01,79
2012-04-02,64
2012-04-03,58
2012-04-04,65
2012-04-05,61
2012-04-06,70
2012-04-07,79
2012-04-08,82
2012-04-09,73
2012-04-10,68
2012-04-11,64
2012-04-12,62
2012-04-13,66
2012-04-14,80
2012-04-15,90
2012-04-16,68
2012-04-17,60
2012-04-18,64
2012-04-19,62
2012-04-20,61
2012-04-21,72
2012-04-22,75
2012-04-23,59
2012-04-24,67
2012-04-25,64
2012-04-26,60
2012-04-27,60
2012-04-28,70
2012-04-29,72
2012-04-30,66
2012-05-01,71
2012-05-02,57
2012-05-03,56
2012-05-04,67
2012-05-05,69
2012-05-06,69
2012-05-07,62
2012-05-08,63
2012-05-09,58
2012-05-10,57
2012-05-11,57
2012-05-12,68
2012-05-13,66
2012-05-14,56
2012-05-15,60
2012-05-16,59
2012-05-17,57
2012-05-18,63
2012-05-19,71
2012-05-20,65
2012-05-21,60
2012-05-22,57
2012-05-23,57
2012-05-24,60
2012-05-25,66
2012-05-26,62
2012-05-27,73
2012-05-28,62
2012-05-29,59
2012-05-30,54
2012-05-31,53
2012-06-01,62
2012-06-02,64
2012-06-03,72
2012-06-04,56
2012-06-05,58
2012-06-06,60
2012-06-07,55
2012-06-08,57
2012-06-09,66
2012-06-10,77
2012-06-11,61
2012-06-12,51
2012-06-13,52
2012-06-14,54
2012-06-15,53
2012-06-16,66
2012-06-17,66
2012-06-18,55
2012-06-19,50
2012-06-20,53
2012-06-21,47
2012-06-22,51
2012-06-23,58
2012-06-24,63
2012-06-25,54
2012-06-26,55
2012-06-27,51
2012-06-28,45
2012-06-29,50
2012-06-30,51
2012-07-01,65
2012-07-02,51
2012-07-03,53
2012-07-04,49
2012-07-05,53
2012-07-06,53
2012-07-07,64
2012-07-08,68
2012-07-09,54
2012-07-10,59
2012-07-11,49
2012-07-12,52
2012-07-13,56
2012-07-14,68
2012-07-15,77
2012-07-16,58
2012-07-17,57
2012-07-18,54
2012-07-19,56
2012-07-20,59
2012-07-21,59
2012-07-22,75
2012-07-23,54
2012-07-24,54
2012-07-25,54
2012-07-26,54
2012-07-27,52
2012-07-28,62
2012-07-29,74
2012-07-30,50
2012-07-31,52
2012-08-01,47
2012-08-02,49
2012-08-03,53
2012-08-04,56
2012-08-05,65
2012-08-06,55
2012-08-07,48
2012-08-08,52
2012-08-09,51
2012-08-10,58
2012-08-11,64
2012-08-12,67
2012-08-13,54
2012-08-14,60
2012-08-15,64
2012-08-16,57
2012-08-17,59
2012-08-18,73
2012-08-19,78
2012-08-20,61
2012-08-21,61
2012-08-22,56
2012-08-23,58
2012-08-24,61
2012-08-25,66
2012-08-26,80
2012-08-27,61
2012-08-28,59
2012-08-29,59
2012-08-30,52
2012-08-31,66
2012-09-01,75
2012-09-02,91
2012-09-03,74
2012-09-04,67
2012-09-05,66
2012-09-06,62
2012-09-07,72
2012-09-08,80
2012-09-09,79
2012-09-10,60
2012-09-11,64
2012-09-12,65
2012-09-13,64
2012-09-14,68
2012-09-15,85
2012-09-16,81
2012-09-17,61
2012-09-18,61
2012-09-19,65
2012-09-20,58
2012-09-21,65
2012-09-22,81
2012-09-23,89
2012-09-24,76
2012-09-25,73
2012-09-26,74
2012-09-27,69
2012-09-28,78
2012-09-29,85
2012-09-30,89
2012-10-01,70
2012-10-02,75
2012-10-03,70
2012-10-04,69
2012-10-05,78
2012-10-06,94
2012-10-07,100
2012-10-08,80
2012-10-09,76
2012-10-10,69
2012-10-11,71
2012-10-12,74
