date,VOD
2016-07-30,49
2016-07-31,49
2016-08-01,46
2016-08-02,44
2016-08-03,48
2016-08-04,44
2016-08-05,46
2016-08-06,45
2016-08-07,50
2016-08-08,41
2016-08-09,42
2016-08-10,41
2016-08-11,41
2016-08-12,37
2016-08-13,40
2016-08-14,44
2016-08-15,42
2016-08-16,40
2016-08-17,38
2016-08-18,41
2016-08-19,37
2016-08-20,40
2016-08-21,49
2016-08-22,56
2016-08-23,55
2016-08-24,54
2016-08-25,52
2016-08-26,53
2016-08-27,49
2016-08-28,53
2016-08-29,67
2016-08-30,68
2016-08-31,70
2016-09-01,63
2016-09-02,65
2016-09-03,69
2016-09-04,79
2016-09-05,81
2016-09-06,75
2016-09-07,73
2016-09-08,75
2016-09-09,67
2016-09-10,72
2016-09-11,82
2016-09-12,74
2016-09-13,74
2016-09-14,74
2016-09-15,70
2016-09-16,79
2016-09-17,76
2016-09-18,89
2016-09-19,74
2016-09-20,71
2016-09-21,72
2016-09-22,67
2016-09-23,73
2016-09-24,67
2016-09-25,79
2016-09-26,73
2016-09-27,71
2016-09-28,74
2016-09-29,69
2016-09-30,73
2016-10-01,71
2016-10-02,80
2016-10-03,84
2016-10-04,83
2016-10-05,84
2016-10-06,81
2016-10-07,77
2016-10-08,91
2016-10-09,100
2016-10-10,81
2016-10-11,90
2016-10-12,91
2016-10-13,81
2016-10-14,78
2016-10-15,80
2016-10-16,96
2016-10-17,79
2016-10-18,81
2016-10-19,74
2016-10-20,74
2016-10-21,80
2016-10-22,86
2016-10-23,89
2016-10-24,84
2016-10-25,78
2016-10-26,86
2016-10-27,78
2016-10-28,76
2016-10-29,81
2016-10-30,91
2016-10-31,86
2016-11-01,88
2016-11-02,77
2016-11-03,76
2016-11-04,81
2016-11-05,85
2016-11-06,95
2016-11-07,80
2016-11-08,77
2016-11-09,71
2016-11-10,77
2016-11-11,89
2016-11-12,77
2016-11-13,95
2016-11-14,79
2016-11-15,81
2016-11-16,79
2016-11-17,79
2016-11-18,83
2016-11-19,84
2016-11-20,89
2016-11-21,84
2016-11-22,78
2016-11-23,81
2016-11-24,77
2016-11-25,78
2016-11-26,84
2016-11-27,86
2016-11-28,80
2016-11-29,75
2016-11-30,78
2016-12-01,80
2016-12-02,88
2016-12-03,80
2016-12-04,76
2016-12-05,72
2016-12-06,85
2016-12-07,81
2016-12-08,76
2016-12-09,75
2016-12-10,70
2016-12-11,69
2016-12-12,70
2016-12-13,77
2016-12-14,75
2016-12-15,73
2016-12-16,75
2016-12-17,74
2016-12-18,70
2016-12-19,69
2016-12-20,80
2016-12-21,79
2016-12-22,71
2016-12-23,66
2016-12-24,49
2016-12-25,74
2016-12-26,75
2016-12-27,97
2016-12-28,94
2016-12-29,92
2016-12-30,83
2016-12-31,61
2017-01-01,86
2017-01-02,79
2017-01-03,88
2017-01-04,85
2017-01-05,76
2017-01-06,78
2017-01-07,72
2017-01-08,71
2017-01-09,74
2017-01-10,78
2017-01-11,83
2017-01-12,73
2017-01-13,80
2017-01-14,75
2017-01-15,71
2017-01-16,75
2017-01-17,87
2017-01-18,88
2017-01-19,82
2017-01-20,76
2017-01-21,76
2017-01-22,69
2017-01-23,69
2017-01-24,81
2017-01-25,79
2017-01-26,80
2017-01-27,77
2017-01-28,77
2017-01-29,71
2017-01-30,75
2017-01-31,80
2017-02-01,83
2017-02-02,79
2017-02-03,84
2017-02-04,79
2017-02-05,75
2017-02-06,76
2017-02-07,84
2017-02-08,83
2017-02-09,79
2017-02-10,79
2017-02-11,75
2017-02-12,70
2017-02-13,76
2017-02-14,84
2017-02-15,89
2017-02-16,83
2017-02-17,80
2017-02-18,80
2017-02-19,77
2017-02-20,74
2017-02-21,83
2017-02-22,89
2017-02-23,90
2017-02-24,87
2017-02-25,82
2017-02-26,80
2017-02-27,76
2017-02-28,96
2017-03-01,89
2017-03-02,88
2017-03-03,86
2017-03-04,85
2017-03-05,87
2017-03-06,84
2017-03-07,87
2017-03-08,84
2017-03-09,84
2017-03-10,86
2017-03-11,86
2017-03-12,82
2017-03-13,77
2017-03-14,97
2017-03-15,85
2017-03-16,75
2017-03-17,78
2017-03-18,85
2017-03-19,79
2017-03-20,72
2017-03-21,82
2017-03-22,82
2017-03-23,78
2017-03-24,78
2017-03-25,79
2017-03-26,78
2017-03-27,73
2017-03-28,82
2017-03-29,83
2017-03-30,79
2017-03-31,72
2017-04-01,69
2017-04-02,73
2017-04-03,74
2017-04-04,77
2017-04-05,79
2017-04-06,81
2017-04-07,79
2017-04-08,75
2017-04-09,73
2017-04-10,73
2017-04-11,84
2017-04-12,85
2017-04-13,78
2017-04-14,72
