date,VOD
2014-07-24,29
2014-07-25,30
2014-07-26,32
2014-07-27,34
2014-07-28,31
2014-07-29,30
2014-07-30,28
2014-07-31,26
2014-08-01,34
2014-08-02,35
2014-08-03,39
2014-08-04,33
2014-08-05,29
2014-08-06,30
2014-08-07,35
2014-08-08,32
2014-08-09,33
2014-08-10,37
2014-08-11,29
2014-08-12,29
2014-08-13,26
2014-08-14,27
2014-08-15,31
2014-08-16,35
2014-08-17,37
2014-08-18,28
2014-08-19,31
2014-08-20,28
2014-08-21,29
2014-08-22,30
2014-08-23,31
2014-08-24,39
2014-08-25,26
2014-08-26,31
2014-08-27,31
2014-08-28,29
2014-08-29,31
2014-08-30,35
2014-08-31,41
2014-09-01,37
2014-09-02,38
2014-09-03,35
2014-09-04,34
2014-09-05,39
2014-09-06,39
2014-09-07,44
2014-09-08,37
2014-09-09,39
2014-09-10,37
2014-09-11,37
2014-09-12,33
2014-09-13,39
2014-09-14,42
2014-09-15,40
2014-09-16,39
2014-09-17,37
2014-09-18,37
2014-09-19,37
2014-09-20,42
2014-09-21,45
2014-09-22,41
2014-09-23,41
2014-09-24,39
2014-09-25,34
2014-09-26,37
2014-09-27,41
2014-09-28,45
2014-09-29,38
2014-09-30,38
2014-10-01,38
2014-10-02,36
2014-10-03,42
2014-10-04,46
2014-10-05,44
2014-10-06,38
2014-10-07,36
2014-10-08,39
2014-10-09,36
2014-10-10,39
2014-10-11,43
2014-10-12,50
2014-10-13,39
2014-10-14,39
2014-10-15,37
2014-10-16,35
2014-10-17,37
2014-10-18,42
2014-10-19,48
2014-10-20,40
2014-10-21,37
2014-10-22,39
2014-10-23,36
2014-10-24,39
2014-10-25,41
2014-10-26,44
2014-10-27,100
2014-10-28,39
2014-10-29,37
2014-10-30,32
2014-10-31,34
2014-11-01,43
2014-11-02,47
2014-11-03,38
2014-11-04,37
2014-11-05,37
2014-11-06,37
2014-11-07,36
2014-11-08,43
2014-11-09,46
2014-11-10,38
2014-11-11,48
2014-11-12,36
2014-11-13,36
2014-11-14,37
2014-11-15,40
2014-11-16,45
2014-11-17,40
2014-11-18,36
2014-11-19,37
2014-11-20,37
2014-11-21,37
2014-11-22,41
2014-11-23,47
2014-11-24,38
2014-11-25,37
2014-11-26,35
2014-11-27,35
2014-11-28,37
2014-11-29,40
2014-11-30,44
2014-12-01,34
2014-12-02,34
2014-12-03,33
2014-12-04,33
2014-12-05,36
2014-12-06,40
2014-12-07,41
2014-12-08,35
2014-12-09,37
2014-12-10,37
2014-12-11,34
2014-12-12,37
2014-12-13,43
2014-12-14,39
2014-12-15,30
2014-12-16,32
2014-12-17,35
2014-12-18,38
2014-12-19,34
2014-12-20,42
2014-12-21,39
2014-12-22,36
2014-12-23,41
2014-12-24,42
2014-12-25,54
2014-12-26,52
2014-12-27,53
2014-12-28,58
2014-12-29,46
2014-12-30,46
2014-12-31,41
2015-01-01,56
2015-01-02,50
2015-01-03,49
2015-01-04,47
2015-01-05,38
2015-01-06,46
2015-01-07,41
2015-01-08,38
2015-01-09,38
2015-01-10,43
2015-01-11,44
2015-01-12,35
2015-01-13,37
2015-01-14,39
2015-01-15,37
2015-01-16,38
2015-01-17,42
2015-01-18,43
2015-01-19,35
2015-01-20,37
2015-01-21,38
2015-01-22,40
2015-01-23,38
2015-01-24,45
2015-01-25,51
2015-01-26,36
2015-01-27,39
2015-01-28,41
2015-01-29,40
2015-01-30,42
2015-01-31,48
2015-02-01,46
2015-02-02,37
2015-02-03,40
2015-02-04,39
2015-02-05,39
2015-02-06,42
2015-02-07,42
2015-02-08,44
2015-02-09,36
2015-02-10,39
2015-02-11,40
2015-02-12,36
2015-02-13,37
2015-02-14,41
2015-02-15,42
2015-02-16,39
2015-02-17,42
2015-02-18,44
2015-02-19,41
2015-02-20,37
2015-02-21,43
2015-02-22,45
2015-02-23,40
2015-02-24,41
2015-02-25,39
2015-02-26,37
2015-02-27,43
2015-02-28,46
2015-03-01,46
2015-03-02,40
2015-03-03,42
2015-03-04,44
2015-03-05,38
2015-03-06,44
2015-03-07,50
2015-03-08,47
2015-03-09,43
2015-03-10,42
2015-03-11,43
2015-03-12,41
2015-03-13,47
2015-03-14,55
2015-03-15,57
2015-03-16,46
2015-03-17,46
2015-03-18,42
2015-03-19,42
2015-03-20,43
2015-03-21,49
2015-03-22,59
2015-03-23,46
2015-03-24,43
2015-03-25,35
2015-03-26,43
2015-03-27,43
2015-03-28,48
2015-03-29,55
2015-03-30,45
2015-03-31,44
2015-04-01,45
2015-04-02,45
2015-04-03,42
2015-04-04,45
2015-04-05,52
2015-04-06,52
2015-04-07,47
2015-04-08,44
2015-04-09,40
2015-04-10,41
