date,FISV,isPartial
2017-05-29,0,False
2017-05-30,34,False
2017-05-31,34,False
2017-06-01,36,False
2017-06-02,37,False
2017-06-03,20,False
2017-06-04,0,False
2017-06-05,87,False
2017-06-06,34,False
2017-06-07,34,False
2017-06-08,34,False
2017-06-09,18,False
2017-06-10,0,False
2017-06-11,0,False
2017-06-12,17,False
2017-06-13,34,False
2017-06-14,34,False
2017-06-15,0,False
2017-06-16,37,False
2017-06-17,0,False
2017-06-18,20,False
2017-06-19,34,False
2017-06-20,33,False
2017-06-21,17,False
2017-06-22,0,False
2017-06-23,35,False
2017-06-24,0,False
2017-06-25,0,False
2017-06-26,53,False
2017-06-27,0,False
2017-06-28,54,False
2017-06-29,90,False
2017-06-30,74,False
2017-07-01,41,False
2017-07-02,0,False
2017-07-03,0,False
2017-07-04,36,False
2017-07-05,18,False
2017-07-06,18,False
2017-07-07,18,False
2017-07-08,0,False
2017-07-09,0,False
2017-07-10,0,False
2017-07-11,18,False
2017-07-12,35,False
2017-07-13,54,False
2017-07-14,36,False
2017-07-15,0,False
2017-07-16,0,False
2017-07-17,35,False
2017-07-18,35,False
2017-07-19,53,False
2017-07-20,53,False
2017-07-21,18,False
2017-07-22,0,False
2017-07-23,0,False
2017-07-24,17,False
2017-07-25,35,False
2017-07-26,35,False
2017-07-27,0,False
2017-07-28,0,False
2017-07-29,21,False
2017-07-30,20,False
2017-07-31,17,False
2017-08-01,100,False
2017-08-02,97,False
2017-08-03,51,False
2017-08-04,36,False
2017-08-05,0,False
2017-08-06,0,False
2017-08-07,17,False
2017-08-08,0,False
2017-08-09,0,False
2017-08-10,0,False
2017-08-11,18,False
2017-08-12,0,False
2017-08-13,0,False
2017-08-14,17,False
2017-08-15,18,False
2017-08-16,34,False
2017-08-17,17,False
2017-08-18,18,False
2017-08-19,0,False
2017-08-20,0,False
2017-08-21,0,False
2017-08-22,17,False
2017-08-23,34,False
2017-08-24,17,False
2017-08-25,18,False
2017-08-26,0,False
2017-08-27,0,False
2017-08-28,34,False
2017-08-29,0,False
2017-08-30,17,False
