date,FISV,isPartial
2017-10-06,6,False
2017-10-07,0,False
2017-10-08,7,False
2017-10-09,18,False
2017-10-10,12,False
2017-10-11,18,False
2017-10-12,24,False
2017-10-13,12,False
2017-10-14,7,False
2017-10-15,0,False
2017-10-16,6,False
2017-10-17,0,False
2017-10-18,0,False
2017-10-19,0,False
2017-10-20,6,False
2017-10-21,7,False
2017-10-22,0,False
2017-10-23,12,False
2017-10-24,6,False
2017-10-25,29,False
2017-10-26,18,False
2017-10-27,12,False
2017-10-28,21,False
2017-10-29,7,False
2017-10-30,18,False
2017-10-31,12,False
2017-11-01,18,False
2017-11-02,6,False
2017-11-03,6,False
2017-11-04,0,False
2017-11-05,6,False
2017-11-06,0,False
2017-11-07,17,False
2017-11-08,6,False
2017-11-09,17,False
2017-11-10,6,False
2017-11-11,7,False
2017-11-12,0,False
2017-11-13,17,False
2017-11-14,6,False
2017-11-15,11,False
2017-11-16,6,False
2017-11-17,6,False
2017-11-18,0,False
2017-11-19,13,False
2017-11-20,11,False
2017-11-21,12,False
2017-11-22,0,False
2017-11-23,0,False
2017-11-24,18,False
2017-11-25,0,False
2017-11-26,7,False
2017-11-27,6,False
2017-11-28,6,False
2017-11-29,6,False
2017-11-30,18,False
2017-12-01,12,False
2017-12-02,7,False
2017-12-03,0,False
2017-12-04,29,False
2017-12-05,6,False
2017-12-06,17,False
2017-12-07,12,False
2017-12-08,0,False
2017-12-09,13,False
2017-12-10,0,False
2017-12-11,11,False
2017-12-12,11,False
2017-12-13,11,False
2017-12-14,0,False
2017-12-15,6,False
2017-12-16,0,False
2017-12-17,0,False
2017-12-18,6,False
2017-12-19,0,False
2017-12-20,18,False
2017-12-21,12,False
2017-12-22,0,False
2017-12-23,0,False
2017-12-24,0,False
2017-12-25,0,False
2017-12-26,7,False
2017-12-27,0,False
2017-12-28,0,False
2017-12-29,6,False
2017-12-30,0,False
2017-12-31,7,False
2018-01-01,0,False
2018-01-02,6,False
2018-01-03,12,False
2018-01-04,12,False
2018-01-05,12,False
2018-01-06,0,False
2018-01-07,6,False
2018-01-08,11,False
2018-01-09,17,False
2018-01-10,40,False
2018-01-11,0,False
2018-01-12,18,False
2018-01-13,0,False
2018-01-14,0,False
2018-01-15,6,False
2018-01-16,6,False
2018-01-17,28,False
2018-01-18,11,False
2018-01-19,24,False
2018-01-20,0,False
2018-01-21,6,False
2018-01-22,6,False
2018-01-23,17,False
2018-01-24,17,False
2018-01-25,6,False
2018-01-26,35,False
2018-01-27,0,False
2018-01-28,6,False
2018-01-29,6,False
2018-01-30,11,False
2018-01-31,6,False
2018-02-01,11,False
2018-02-02,6,False
2018-02-03,6,False
2018-02-04,0,False
2018-02-05,11,False
2018-02-06,22,False
2018-02-07,28,False
2018-02-08,34,False
2018-02-09,6,False
2018-02-10,0,False
2018-02-11,0,False
2018-02-12,11,False
2018-02-13,11,False
2018-02-14,6,False
2018-02-15,6,False
2018-02-16,12,False
2018-02-17,6,False
2018-02-18,0,False
2018-02-19,6,False
2018-02-20,22,False
2018-02-21,17,False
2018-02-22,22,False
2018-02-23,29,False
2018-02-24,0,False
2018-02-25,6,False
2018-02-26,5,False
2018-02-27,16,False
2018-02-28,11,False
2018-03-01,22,False
2018-03-02,6,False
2018-03-03,0,False
2018-03-04,6,False
2018-03-05,16,False
2018-03-06,33,False
2018-03-07,6,False
2018-03-08,17,False
2018-03-09,23,False
2018-03-10,0,False
2018-03-11,0,False
2018-03-12,27,False
2018-03-13,11,False
2018-03-14,11,False
2018-03-15,6,False
2018-03-16,29,False
2018-03-17,6,False
2018-03-18,13,False
2018-03-19,22,False
2018-03-20,100,False
2018-03-21,22,False
2018-03-22,23,False
2018-03-23,23,False
2018-03-24,13,False
2018-03-25,0,False
2018-03-26,11,False
2018-03-27,23,False
2018-03-28,0,False
2018-03-29,12,False
2018-03-30,6,False
2018-03-31,13,False
2018-04-01,7,False
2018-04-02,18,False
2018-04-03,22,False
2018-04-04,6,False
2018-04-05,6,False
2018-04-06,18,False
2018-04-07,6,False
2018-04-08,6,False
2018-04-09,17,False
2018-04-10,22,False
2018-04-11,22,False
2018-04-12,0,False
2018-04-13,12,False
2018-04-14,13,False
2018-04-15,0,False
2018-04-16,33,False
2018-04-17,17,False
2018-04-18,6,False
2018-04-19,11,False
2018-04-20,6,False
2018-04-21,7,False
2018-04-22,6,False
2018-04-23,0,False
2018-04-24,11,False
2018-04-25,11,False
2018-04-26,6,False
2018-04-27,6,False
2018-04-28,0,False
2018-04-29,13,False
2018-04-30,6,False
2018-05-01,30,False
2018-05-02,22,False
2018-05-03,11,False
2018-05-04,6,False
2018-05-05,0,False
2018-05-06,7,False
2018-05-07,17,False
2018-05-08,0,False
2018-05-09,0,False
2018-05-10,6,False
2018-05-11,6,False
2018-05-12,0,False
2018-05-13,6,False
2018-05-14,17,False
2018-05-15,22,False
2018-05-16,6,False
2018-05-17,11,False
2018-05-18,6,False
2018-05-19,7,False
2018-05-20,0,False
2018-05-21,11,False
2018-05-22,0,False
2018-05-23,17,False
2018-05-24,0,False
2018-05-25,6,False
2018-05-26,7,False
2018-05-27,0,False
2018-05-28,0,False
2018-05-29,6,False
2018-05-30,0,False
2018-05-31,6,False
2018-06-01,24,False
