date,FISV,isPartial
2017-01-19,31,False
2017-01-20,16,False
2017-01-21,18,False
2017-01-22,17,False
2017-01-23,23,False
2017-01-24,0,False
2017-01-25,15,False
2017-01-26,15,False
2017-01-27,16,False
2017-01-28,36,False
2017-01-29,0,False
2017-01-30,30,False
2017-01-31,15,False
2017-02-01,22,False
2017-02-02,31,False
2017-02-03,16,False
2017-02-04,44,False
2017-02-05,17,False
2017-02-06,30,False
2017-02-07,30,False
2017-02-08,45,False
2017-02-09,61,False
2017-02-10,63,False
2017-02-11,0,False
2017-02-12,26,False
2017-02-13,30,False
2017-02-14,38,False
2017-02-15,31,False
2017-02-16,15,False
2017-02-17,22,False
2017-02-18,18,False
2017-02-19,17,False
2017-02-20,30,False
2017-02-21,30,False
2017-02-22,30,False
2017-02-23,15,False
2017-02-24,32,False
2017-02-25,17,False
2017-02-26,17,False
2017-02-27,44,False
2017-02-28,30,False
2017-03-01,29,False
2017-03-02,36,False
2017-03-03,15,False
2017-03-04,34,False
2017-03-05,17,False
2017-03-06,43,False
2017-03-07,57,False
2017-03-08,30,False
2017-03-09,29,False
2017-03-10,39,False
2017-03-11,0,False
2017-03-12,0,False
2017-03-13,14,False
2017-03-14,30,False
2017-03-15,38,False
2017-03-16,30,False
2017-03-17,63,False
2017-03-18,0,False
2017-03-19,25,False
2017-03-20,0,False
2017-03-21,15,False
2017-03-22,15,False
2017-03-23,38,False
2017-03-24,23,False
2017-03-25,18,False
2017-03-26,0,False
2017-03-27,45,False
2017-03-28,30,False
2017-03-29,22,False
2017-03-30,15,False
2017-03-31,31,False
2017-04-01,0,False
2017-04-02,18,False
2017-04-03,30,False
2017-04-04,45,False
2017-04-05,22,False
2017-04-06,30,False
2017-04-07,31,False
2017-04-08,18,False
2017-04-09,18,False
2017-04-10,31,False
2017-04-11,46,False
2017-04-12,54,False
2017-04-13,16,False
2017-04-14,17,False
2017-04-15,18,False
2017-04-16,18,False
2017-04-17,16,False
2017-04-18,22,False
2017-04-19,30,False
2017-04-20,15,False
2017-04-21,24,False
2017-04-22,17,False
2017-04-23,34,False
2017-04-24,52,False
2017-04-25,44,False
2017-04-26,29,False
2017-04-27,68,False
2017-04-28,47,False
2017-04-29,35,False
2017-04-30,0,False
2017-05-01,0,False
2017-05-02,0,False
2017-05-03,23,False
2017-05-04,23,False
2017-05-05,62,False
2017-05-06,0,False
2017-05-07,0,False
2017-05-08,52,False
2017-05-09,30,False
2017-05-10,15,False
2017-05-11,23,False
2017-05-12,0,False
2017-05-13,18,False
2017-05-14,17,False
2017-05-15,48,False
2017-05-16,24,False
2017-05-17,48,False
2017-05-18,32,False
2017-05-19,25,False
2017-05-20,0,False
2017-05-21,18,False
