date,FISV,isPartial
2012-10-12,30,False
2012-10-13,0,False
2012-10-14,0,False
2012-10-15,28,False
2012-10-16,85,False
2012-10-17,58,False
2012-10-18,29,False
2012-10-19,30,False
2012-10-20,35,False
2012-10-21,69,False
2012-10-22,28,False
2012-10-23,28,False
2012-10-24,29,False
2012-10-25,29,False
2012-10-26,0,False
2012-10-27,0,False
2012-10-28,0,False
2012-10-29,56,False
2012-10-30,28,False
2012-10-31,29,False
2012-11-01,0,False
2012-11-02,31,False
2012-11-03,51,False
2012-11-04,0,False
2012-11-05,56,False
2012-11-06,28,False
2012-11-07,27,False
2012-11-08,0,False
2012-11-09,0,False
2012-11-10,34,False
2012-11-11,33,False
2012-11-12,28,False
2012-11-13,57,False
2012-11-14,57,False
2012-11-15,29,False
2012-11-16,29,False
2012-11-17,0,False
2012-11-18,0,False
2012-11-19,28,False
2012-11-20,0,False
2012-11-21,57,False
2012-11-22,29,False
2012-11-23,0,False
2012-11-24,0,False
2012-11-25,33,False
2012-11-26,27,False
2012-11-27,28,False
2012-11-28,0,False
2012-11-29,28,False
2012-11-30,0,False
2012-12-01,67,False
2012-12-02,0,False
2012-12-03,27,False
2012-12-04,27,False
2012-12-05,55,False
2012-12-06,28,False
2012-12-07,44,False
2012-12-08,0,False
2012-12-09,0,False
2012-12-10,54,False
2012-12-11,27,False
2012-12-12,28,False
2012-12-13,28,False
2012-12-14,57,False
2012-12-15,100,False
2012-12-16,0,False
2012-12-17,28,False
2012-12-18,42,False
2012-12-19,29,False
2012-12-20,29,False
2012-12-21,0,False
2012-12-22,0,False
2012-12-23,35,False
2012-12-24,0,False
2012-12-25,37,False
2012-12-26,63,False
2012-12-27,0,False
2012-12-28,0,False
2012-12-29,0,False
2012-12-30,0,False
2012-12-31,51,False
2013-01-01,36,False
2013-01-02,72,False
2013-01-03,84,False
2013-01-04,57,False
2013-01-05,0,False
2013-01-06,32,False
2013-01-07,27,False
2013-01-08,27,False
2013-01-09,27,False
2013-01-10,27,False
2013-01-11,42,False
2013-01-12,32,False
2013-01-13,31,False
2013-01-14,27,False
2013-01-15,52,False
2013-01-16,39,False
2013-01-17,53,False
2013-01-18,0,False
2013-01-19,31,False
2013-01-20,0,False
2013-01-21,26,False
2013-01-22,26,False
2013-01-23,53,False
2013-01-24,66,False
2013-01-25,55,False
2013-01-26,31,False
2013-01-27,31,False
2013-01-28,26,False
2013-01-29,26,False
2013-01-30,39,False
2013-01-31,26,False
2013-02-01,0,False
2013-02-02,31,False
2013-02-03,0,False
2013-02-04,52,False
2013-02-05,26,False
2013-02-06,52,False
2013-02-07,53,False
2013-02-08,27,False
2013-02-09,32,False
2013-02-10,31,False
2013-02-11,26,False
2013-02-12,27,False
2013-02-13,26,False
2013-02-14,27,False
2013-02-15,0,False
2013-02-16,0,False
2013-02-17,0,False
2013-02-18,0,False
2013-02-19,39,False
2013-02-20,26,False
2013-02-21,52,False
2013-02-22,27,False
2013-02-23,30,False
2013-02-24,0,False
2013-02-25,50,False
2013-02-26,50,False
2013-02-27,51,False
2013-02-28,0,False
2013-03-01,27,False
2013-03-02,0,False
2013-03-03,30,False
2013-03-04,25,False
2013-03-05,26,False
2013-03-06,51,False
2013-03-07,0,False
2013-03-08,0,False
2013-03-09,30,False
2013-03-10,30,False
2013-03-11,38,False
2013-03-12,25,False
2013-03-13,38,False
2013-03-14,25,False
2013-03-15,53,False
2013-03-16,30,False
2013-03-17,0,False
2013-03-18,50,False
2013-03-19,25,False
2013-03-20,0,False
2013-03-21,51,False
2013-03-22,26,False
2013-03-23,30,False
2013-03-24,30,False
2013-03-25,25,False
2013-03-26,26,False
2013-03-27,26,False
2013-03-28,0,False
2013-03-29,0,False
2013-03-30,0,False
2013-03-31,32,False
2013-04-01,27,False
2013-04-02,25,False
2013-04-03,0,False
2013-04-04,26,False
2013-04-05,53,False
2013-04-06,30,False
2013-04-07,0,False
2013-04-08,37,False
2013-04-09,50,False
2013-04-10,38,False
2013-04-11,39,False
2013-04-12,27,False
2013-04-13,31,False
2013-04-14,0,False
2013-04-15,0,False
2013-04-16,38,False
2013-04-17,0,False
2013-04-18,26,False
2013-04-19,27,False
2013-04-20,0,False
2013-04-21,61,False
2013-04-22,38,False
2013-04-23,38,False
2013-04-24,26,False
2013-04-25,26,False
2013-04-26,26,False
2013-04-27,30,False
2013-04-28,30,False
2013-04-29,25,False
2013-04-30,38,False
2013-05-01,83,False
2013-05-02,0,False
2013-05-03,81,False
2013-05-04,0,False
2013-05-05,31,False
2013-05-06,26,False
2013-05-07,25,False
2013-05-08,26,False
2013-05-09,26,False
2013-05-10,41,False
2013-05-11,31,False
2013-05-12,0,False
2013-05-13,50,False
2013-05-14,25,False
2013-05-15,38,False
2013-05-16,25,False
2013-05-17,40,False
2013-05-18,0,False
2013-05-19,30,False
2013-05-20,51,False
2013-05-21,0,False
2013-05-22,0,False
2013-05-23,25,False
2013-05-24,26,False
2013-05-25,61,False
2013-05-26,0,False
2013-05-27,0,False
2013-05-28,0,False
2013-05-29,0,False
2013-05-30,25,False
2013-05-31,26,False
2013-06-01,30,False
2013-06-02,0,False
2013-06-03,0,False
2013-06-04,37,False
2013-06-05,50,False
2013-06-06,50,False
2013-06-07,0,False
2013-06-08,0,False
2013-06-09,30,False
2013-06-10,25,False
2013-06-11,0,False
2013-06-12,25,False
2013-06-13,75,False
2013-06-14,40,False
2013-06-15,31,False
2013-06-16,0,False
2013-06-17,62,False
2013-06-18,50,False
2013-06-19,38,False
2013-06-20,51,False
2013-06-21,0,False
2013-06-22,0,False
