date,FISV,isPartial
2016-05-04,20,False
2016-05-05,0,False
2016-05-06,63,False
2016-05-07,0,False
2016-05-08,0,False
2016-05-09,100,False
2016-05-10,19,False
2016-05-11,59,False
2016-05-12,79,False
2016-05-13,21,False
2016-05-14,23,False
2016-05-15,23,False
2016-05-16,59,False
2016-05-17,58,False
2016-05-18,0,False
2016-05-19,20,False
2016-05-20,21,False
2016-05-21,0,False
2016-05-22,23,False
2016-05-23,19,False
2016-05-24,0,False
2016-05-25,20,False
2016-05-26,21,False
2016-05-27,84,False
2016-05-28,23,False
2016-05-29,0,False
2016-05-30,41,False
2016-05-31,39,False
2016-06-01,20,False
2016-06-02,40,False
2016-06-03,21,False
2016-06-04,0,False
2016-06-05,23,False
2016-06-06,40,False
2016-06-07,60,False
2016-06-08,60,False
2016-06-09,20,False
2016-06-10,21,False
2016-06-11,0,False
2016-06-12,23,False
2016-06-13,20,False
2016-06-14,20,False
2016-06-15,20,False
2016-06-16,20,False
2016-06-17,21,False
2016-06-18,0,False
2016-06-19,47,False
2016-06-20,79,False
2016-06-21,20,False
2016-06-22,0,False
2016-06-23,41,False
2016-06-24,21,False
2016-06-25,24,False
2016-06-26,0,False
2016-06-27,20,False
2016-06-28,20,False
2016-06-29,41,False
2016-06-30,0,False
2016-07-01,64,False
2016-07-02,24,False
2016-07-03,24,False
2016-07-04,0,False
2016-07-05,0,False
2016-07-06,43,False
2016-07-07,0,False
2016-07-08,44,False
2016-07-09,0,False
2016-07-10,0,False
2016-07-11,21,False
2016-07-12,21,False
2016-07-13,42,False
2016-07-14,20,False
2016-07-15,0,False
2016-07-16,0,False
2016-07-17,25,False
2016-07-18,21,False
2016-07-19,0,False
2016-07-20,43,False
2016-07-21,64,False
2016-07-22,22,False
2016-07-23,0,False
2016-07-24,0,False
2016-07-25,41,False
2016-07-26,0,False
2016-07-27,63,False
2016-07-28,21,False
2016-07-29,22,False
2016-07-30,0,False
2016-07-31,24,False
2016-08-01,0,False
2016-08-02,62,False
2016-08-03,42,False
2016-08-04,64,False
