date,ILMN,isPartial
2013-11-06,6,False
2013-11-07,28,False
2013-11-08,16,False
2013-11-09,14,False
2013-11-10,7,False
2013-11-11,24,False
2013-11-12,18,False
2013-11-13,15,False
2013-11-14,25,False
2013-11-15,13,False
2013-11-16,7,False
2013-11-17,0,False
2013-11-18,18,False
2013-11-19,15,False
2013-11-20,18,False
2013-11-21,42,False
2013-11-22,31,False
2013-11-23,14,False
2013-11-24,0,False
2013-11-25,15,False
2013-11-26,18,False
2013-11-27,27,False
2013-11-28,6,False
2013-11-29,13,False
2013-11-30,21,False
2013-12-01,13,False
2013-12-02,12,False
2013-12-03,35,False
2013-12-04,9,False
2013-12-05,6,False
2013-12-06,9,False
2013-12-07,0,False
2013-12-08,0,False
2013-12-09,27,False
2013-12-10,12,False
2013-12-11,18,False
2013-12-12,15,False
2013-12-13,25,False
2013-12-14,0,False
2013-12-15,0,False
2013-12-16,6,False
2013-12-17,28,False
2013-12-18,22,False
2013-12-19,16,False
2013-12-20,10,False
2013-12-21,15,False
2013-12-22,0,False
2013-12-23,17,False
2013-12-24,26,False
2013-12-25,16,False
2013-12-26,21,False
2013-12-27,17,False
2013-12-28,7,False
2013-12-29,0,False
2013-12-30,6,False
2013-12-31,29,False
2014-01-01,8,False
2014-01-02,19,False
2014-01-03,9,False
2014-01-04,14,False
2014-01-05,7,False
2014-01-06,9,False
2014-01-07,24,False
2014-01-08,12,False
2014-01-09,6,False
2014-01-10,9,False
2014-01-11,0,False
2014-01-12,13,False
2014-01-13,14,False
2014-01-14,63,False
2014-01-15,58,False
2014-01-16,53,False
2014-01-17,100,False
2014-01-18,14,False
2014-01-19,27,False
2014-01-20,14,False
2014-01-21,57,False
2014-01-22,46,False
2014-01-23,29,False
2014-01-24,36,False
2014-01-25,13,False
2014-01-26,7,False
2014-01-27,20,False
2014-01-28,40,False
2014-01-29,63,False
2014-01-30,41,False
2014-01-31,60,False
2014-02-01,17,False
2014-02-02,13,False
2014-02-03,43,False
2014-02-04,46,False
2014-02-05,26,False
2014-02-06,23,False
2014-02-07,32,False
2014-02-08,20,False
2014-02-09,7,False
2014-02-10,31,False
2014-02-11,37,False
2014-02-12,40,False
2014-02-13,29,False
2014-02-14,33,False
2014-02-15,34,False
2014-02-16,7,False
2014-02-17,11,False
2014-02-18,57,False
2014-02-19,34,False
2014-02-20,44,False
2014-02-21,42,False
2014-02-22,20,False
2014-02-23,10,False
2014-02-24,48,False
2014-02-25,45,False
2014-02-26,42,False
2014-02-27,51,False
2014-02-28,54,False
2014-03-01,34,False
2014-03-02,10,False
2014-03-03,43,False
2014-03-04,29,False
2014-03-05,29,False
2014-03-06,43,False
2014-03-07,45,False
2014-03-08,17,False
2014-03-09,7,False
2014-03-10,35,False
2014-03-11,51,False
2014-03-12,23,False
2014-03-13,43,False
2014-03-14,39,False
2014-03-15,17,False
2014-03-16,7,False
2014-03-17,17,False
2014-03-18,42,False
2014-03-19,42,False
2014-03-20,32,False
2014-03-21,36,False
2014-03-22,20,False
2014-03-23,10,False
2014-03-24,25,False
2014-03-25,34,False
2014-03-26,45,False
2014-03-27,52,False
2014-03-28,21,False
2014-03-29,7,False
2014-03-30,10,False
2014-03-31,37,False
2014-04-01,17,False
2014-04-02,31,False
2014-04-03,20,False
2014-04-04,32,False
2014-04-05,13,False
2014-04-06,0,False
2014-04-07,39,False
2014-04-08,28,False
2014-04-09,46,False
2014-04-10,58,False
2014-04-11,40,False
2014-04-12,17,False
2014-04-13,0,False
2014-04-14,37,False
2014-04-15,20,False
2014-04-16,32,False
2014-04-17,31,False
2014-04-18,23,False
2014-04-19,14,False
2014-04-20,15,False
2014-04-21,43,False
2014-04-22,68,False
2014-04-23,97,False
2014-04-24,35,False
2014-04-25,39,False
2014-04-26,10,False
2014-04-27,13,False
2014-04-28,34,False
2014-04-29,31,False
2014-04-30,34,False
2014-05-01,51,False
2014-05-02,31,False
2014-05-03,14,False
2014-05-04,13,False
2014-05-05,34,False
2014-05-06,25,False
2014-05-07,17,False
2014-05-08,34,False
2014-05-09,30,False
2014-05-10,13,False
2014-05-11,7,False
2014-05-12,25,False
2014-05-13,31,False
2014-05-14,23,False
2014-05-15,29,False
2014-05-16,15,False
2014-05-17,7,False
2014-05-18,10,False
2014-05-19,40,False
2014-05-20,31,False
2014-05-21,37,False
2014-05-22,31,False
2014-05-23,29,False
2014-05-24,8,False
2014-05-25,8,False
2014-05-26,19,False
2014-05-27,18,False
2014-05-28,37,False
2014-05-29,23,False
2014-05-30,17,False
2014-05-31,8,False
2014-06-01,8,False
2014-06-02,25,False
2014-06-03,15,False
2014-06-04,40,False
2014-06-05,48,False
2014-06-06,30,False
2014-06-07,8,False
2014-06-08,16,False
2014-06-09,32,False
2014-06-10,48,False
2014-06-11,32,False
2014-06-12,35,False
2014-06-13,30,False
2014-06-14,0,False
2014-06-15,8,False
2014-06-16,25,False
2014-06-17,28,False
2014-06-18,19,False
2014-06-19,19,False
2014-06-20,10,False
2014-06-21,12,False
2014-06-22,0,False
2014-06-23,29,False
2014-06-24,22,False
2014-06-25,35,False
2014-06-26,35,False
2014-06-27,37,False
2014-06-28,16,False
2014-06-29,15,False
2014-06-30,35,False
2014-07-01,26,False
2014-07-02,36,False
2014-07-03,17,False
2014-07-04,7,False
2014-07-05,8,False
2014-07-06,0,False
2014-07-07,29,False
2014-07-08,22,False
2014-07-09,25,False
2014-07-10,13,False
2014-07-11,17,False
2014-07-12,16,False
2014-07-13,0,False
2014-07-14,22,False
2014-07-15,25,False
2014-07-16,13,False
2014-07-17,26,False
2014-07-18,24,False
2014-07-19,16,False
2014-07-20,0,False
2014-07-21,22,False
2014-07-22,22,False
2014-07-23,59,False
2014-07-24,62,False
