date,ILMN,isPartial
2014-12-01,12,False
2014-12-02,19,False
2014-12-03,40,False
2014-12-04,24,False
2014-12-05,21,False
2014-12-06,0,False
2014-12-07,9,False
2014-12-08,16,False
2014-12-09,16,False
2014-12-10,8,False
2014-12-11,24,False
2014-12-12,8,False
2014-12-13,10,False
2014-12-14,9,False
2014-12-15,8,False
2014-12-16,24,False
2014-12-17,21,False
2014-12-18,34,False
2014-12-19,4,False
2014-12-20,0,False
2014-12-21,0,False
2014-12-22,13,False
2014-12-23,18,False
2014-12-24,5,False
2014-12-25,0,False
2014-12-26,0,False
2014-12-27,5,False
2014-12-28,10,False
2014-12-29,9,False
2014-12-30,17,False
2014-12-31,5,False
2015-01-01,10,False
2015-01-02,18,False
2015-01-03,14,False
2015-01-04,0,False
2015-01-05,24,False
2015-01-06,20,False
2015-01-07,12,False
2015-01-08,32,False
2015-01-09,20,False
2015-01-10,0,False
2015-01-11,4,False
2015-01-12,62,False
2015-01-13,23,False
2015-01-14,11,False
2015-01-15,35,False
2015-01-16,24,False
2015-01-17,14,False
2015-01-18,4,False
2015-01-19,8,False
2015-01-20,15,False
2015-01-21,26,False
2015-01-22,15,False
2015-01-23,8,False
2015-01-24,4,False
2015-01-25,4,False
2015-01-26,27,False
2015-01-27,53,False
2015-01-28,34,False
2015-01-29,23,False
2015-01-30,35,False
2015-01-31,4,False
2015-02-01,0,False
2015-02-02,22,False
2015-02-03,34,False
2015-02-04,11,False
2015-02-05,4,False
2015-02-06,20,False
2015-02-07,0,False
2015-02-08,9,False
2015-02-09,34,False
2015-02-10,15,False
2015-02-11,11,False
2015-02-12,15,False
2015-02-13,8,False
2015-02-14,5,False
2015-02-15,0,False
2015-02-16,12,False
2015-02-17,16,False
2015-02-18,15,False
2015-02-19,12,False
2015-02-20,16,False
2015-02-21,9,False
2015-02-22,0,False
2015-02-23,11,False
2015-02-24,7,False
2015-02-25,8,False
2015-02-26,15,False
2015-02-27,24,False
2015-02-28,13,False
2015-03-01,4,False
2015-03-02,19,False
2015-03-03,15,False
2015-03-04,19,False
2015-03-05,19,False
2015-03-06,28,False
